,ZIP3,exit_2007,exit_2008,exit_2015,exit_2016,exit_2006_2016
357,443,0.0,0.0,0.0,0.0,-1.0
358,444,0.0,0.0,0.0,0.0,-4.0
359,445,0.0,0.0,0.0,-1.0,-1.0
360,446,-1.0,0.0,0.0,-1.0,-2.0
361,447,0.0,0.0,0.0,0.0,-1.0
362,448,-1.0,0.0,0.0,0.0,-3.0
363,449,0.0,0.0,0.0,0.0,0.0
364,450,0.0,-1.0,0.0,0.0,-3.0
365,451,0.0,0.0,0.0,-1.0,0.0
366,452,0.0,0.0,0.0,0.0,-2.0
367,453,0.0,0.0,-1.0,0.0,-3.0
368,454,0.0,0.0,0.0,0.0,0.0
369,455,0.0,0.0,0.0,0.0,-1.0
370,456,0.0,-2.0,0.0,0.0,-4.0
371,457,0.0,0.0,-1.0,-1.0,-2.0
372,458,-1.0,0.0,0.0,0.0,-3.0
373,460,0.0,0.0,0.0,0.0,-1.0
374,461,-1.0,-1.0,0.0,-1.0,-5.0
375,462,0.0,0.0,0.0,0.0,0.0
376,463,0.0,-1.0,-1.0,0.0,-6.0
377,464,0.0,0.0,0.0,-1.0,-4.0
378,465,-1.0,0.0,0.0,0.0,-3.0
379,466,0.0,0.0,0.0,0.0,0.0
380,467,-1.0,0.0,0.0,0.0,-5.0
381,468,0.0,-1.0,0.0,0.0,-1.0
382,469,-1.0,-1.0,0.0,0.0,-2.0
383,470,0.0,0.0,0.0,0.0,0.0
384,471,-2.0,-1.0,0.0,0.0,-3.0
385,472,0.0,0.0,0.0,0.0,-1.0
386,473,0.0,0.0,0.0,-1.0,-1.0
387,474,0.0,0.0,-1.0,0.0,-1.0
388,475,-1.0,0.0,0.0,0.0,-1.0
389,476,0.0,0.0,0.0,0.0,-4.0
390,477,-1.0,0.0,0.0,0.0,-1.0
391,478,-1.0,0.0,0.0,0.0,-2.0
392,479,-2.0,0.0,0.0,-1.0,-6.0
393,480,0.0,-2.0,-1.0,0.0,-7.0
394,481,-6.0,-3.0,0.0,0.0,-13.0
395,482,-1.0,0.0,-2.0,0.0,-3.0
396,484,-2.0,0.0,0.0,-1.0,-3.0
397,485,0.0,0.0,0.0,0.0,-1.0
398,486,-1.0,0.0,-1.0,0.0,-3.0
399,487,0.0,0.0,0.0,0.0,-3.0
400,488,0.0,0.0,-1.0,0.0,-5.0
401,489,0.0,0.0,0.0,0.0,-1.0
402,490,0.0,0.0,0.0,0.0,-5.0
403,491,0.0,0.0,0.0,0.0,-1.0
404,492,0.0,0.0,0.0,-1.0,-6.0
405,493,0.0,0.0,0.0,0.0,0.0
406,494,0.0,0.0,-1.0,0.0,-1.0
407,495,0.0,0.0,0.0,0.0,-2.0
408,496,-2.0,0.0,0.0,-1.0,-2.0
409,497,0.0,0.0,0.0,0.0,-2.0
410,498,-2.0,-1.0,0.0,0.0,-5.0
411,499,0.0,0.0,0.0,0.0,-2.0
412,500,0.0,-1.0,0.0,-1.0,-4.0
413,501,0.0,0.0,0.0,-1.0,-4.0
414,502,-1.0,0.0,0.0,0.0,-4.0
415,503,0.0,0.0,0.0,0.0,-1.0
416,504,-2.0,0.0,0.0,0.0,-2.0
417,505,0.0,0.0,-1.0,0.0,-2.0
418,506,-1.0,-1.0,0.0,0.0,-3.0
419,507,0.0,0.0,0.0,0.0,-2.0
420,510,-1.0,0.0,0.0,0.0,0.0
421,511,0.0,0.0,0.0,0.0,-2.0
422,512,0.0,0.0,0.0,0.0,0.0
423,513,0.0,0.0,0.0,-1.0,-1.0
424,514,0.0,0.0,0.0,0.0,0.0
425,515,0.0,0.0,0.0,0.0,-1.0
426,516,0.0,0.0,0.0,0.0,-1.0
427,520,0.0,0.0,0.0,0.0,-1.0
428,521,0.0,-1.0,0.0,0.0,-1.0
429,522,0.0,0.0,0.0,-1.0,-2.0
430,523,0.0,0.0,0.0,0.0,-1.0
431,524,0.0,0.0,0.0,0.0,0.0
432,525,0.0,-1.0,-1.0,0.0,-2.0
433,526,0.0,0.0,0.0,-1.0,-1.0
434,527,0.0,0.0,0.0,0.0,-1.0
435,528,0.0,-1.0,0.0,0.0,-1.0
436,530,0.0,0.0,-1.0,-1.0,-4.0
437,531,0.0,-1.0,-1.0,-1.0,-8.0
438,532,0.0,0.0,0.0,0.0,0.0
439,535,-2.0,-1.0,0.0,-1.0,-9.0
440,537,0.0,-1.0,0.0,0.0,-1.0
441,538,0.0,0.0,0.0,0.0,0.0
442,539,-3.0,-2.0,0.0,0.0,-7.0
443,540,0.0,0.0,-1.0,0.0,-1.0
444,541,0.0,0.0,-2.0,0.0,-5.0
445,542,0.0,0.0,0.0,0.0,-1.0
446,543,0.0,0.0,0.0,0.0,-1.0
447,544,-1.0,-2.0,0.0,-2.0,-6.0
448,545,-1.0,0.0,0.0,0.0,-4.0
449,546,0.0,0.0,0.0,0.0,-6.0
450,547,0.0,0.0,0.0,0.0,-1.0
451,548,0.0,-3.0,-1.0,0.0,-6.0
452,549,-1.0,-1.0,0.0,0.0,-7.0
453,550,-4.0,-1.0,-1.0,0.0,-9.0
454,551,0.0,0.0,0.0,0.0,-1.0
455,553,-2.0,-1.0,0.0,0.0,-7.0
456,554,0.0,0.0,0.0,0.0,-2.0
457,556,0.0,0.0,0.0,0.0,0.0
458,557,0.0,0.0,0.0,0.0,0.0
459,558,0.0,0.0,0.0,0.0,-1.0
460,559,-1.0,0.0,0.0,0.0,-4.0
461,560,-1.0,0.0,0.0,0.0,-5.0
462,561,-2.0,0.0,0.0,-1.0,-4.0
463,562,-1.0,0.0,0.0,-1.0,-4.0
464,563,0.0,-1.0,-1.0,-1.0,-5.0
465,564,0.0,-1.0,0.0,0.0,-1.0
466,565,-1.0,0.0,-2.0,0.0,-1.0
467,566,0.0,-1.0,0.0,0.0,-1.0
468,567,-1.0,0.0,-1.0,0.0,-2.0
469,570,-1.0,-1.0,0.0,0.0,-1.0
470,571,-1.0,0.0,0.0,-1.0,-1.0
471,572,0.0,-2.0,0.0,0.0,0.0
472,573,0.0,-1.0,0.0,0.0,-1.0
473,574,-1.0,0.0,0.0,-1.0,-2.0
474,575,0.0,-1.0,0.0,0.0,-4.0
475,576,0.0,-1.0,0.0,0.0,-1.0
476,577,0.0,0.0,0.0,0.0,0.0
477,580,-1.0,0.0,-1.0,0.0,-2.0
478,581,0.0,0.0,0.0,0.0,0.0
479,582,0.0,0.0,0.0,0.0,-1.0
480,583,0.0,0.0,-1.0,0.0,-2.0
481,584,0.0,0.0,0.0,-1.0,-1.0
482,585,0.0,0.0,-1.0,0.0,-1.0
483,586,0.0,0.0,-1.0,0.0,0.0
484,587,0.0,-1.0,0.0,0.0,-1.0
485,588,0.0,0.0,0.0,-1.0,-1.0
486,590,0.0,0.0,0.0,0.0,0.0
487,591,0.0,0.0,0.0,0.0,0.0
488,592,0.0,0.0,0.0,0.0,0.0
489,593,0.0,0.0,0.0,0.0,0.0
490,594,0.0,-1.0,0.0,0.0,-1.0
491,595,0.0,0.0,0.0,0.0,-1.0
492,596,0.0,0.0,0.0,0.0,-1.0
493,597,0.0,-1.0,0.0,0.0,-1.0
494,598,0.0,0.0,0.0,0.0,-1.0
495,599,0.0,0.0,0.0,0.0,-1.0
496,600,0.0,-1.0,-1.0,0.0,-1.0
497,601,-1.0,0.0,0.0,0.0,-2.0
498,604,-1.0,-2.0,-1.0,0.0,-4.0
499,605,0.0,-2.0,0.0,0.0,-5.0
500,606,0.0,0.0,0.0,0.0,-2.0
501,608,0.0,0.0,0.0,0.0,0.0
502,609,0.0,0.0,0.0,0.0,-2.0
503,610,-1.0,-1.0,-2.0,-1.0,-11.0
504,611,0.0,-1.0,0.0,0.0,-4.0
505,612,0.0,0.0,0.0,0.0,-2.0
506,613,-2.0,0.0,0.0,0.0,-7.0
507,614,-2.0,0.0,0.0,0.0,-6.0
508,615,0.0,0.0,0.0,-2.0,-2.0
509,616,0.0,0.0,0.0,0.0,0.0
510,617,0.0,0.0,-1.0,-1.0,-5.0
511,618,0.0,0.0,0.0,-3.0,-4.0
512,619,0.0,-1.0,0.0,0.0,-3.0
513,620,0.0,0.0,0.0,0.0,-2.0
514,622,0.0,0.0,0.0,-1.0,-4.0
515,623,-1.0,0.0,0.0,0.0,-1.0
516,624,-2.0,0.0,0.0,0.0,-3.0
517,625,-1.0,0.0,0.0,0.0,-3.0
518,626,-1.0,-1.0,0.0,-1.0,-5.0
519,627,0.0,0.0,0.0,0.0,-2.0
520,628,-1.0,0.0,0.0,-2.0,-6.0
521,629,0.0,0.0,0.0,0.0,-2.0
522,630,0.0,0.0,0.0,0.0,-2.0
523,631,0.0,0.0,-2.0,-1.0,-3.0
524,633,-2.0,-1.0,0.0,0.0,-4.0
525,634,0.0,-1.0,0.0,-1.0,-2.0
526,635,0.0,0.0,0.0,0.0,-2.0
527,636,0.0,-1.0,0.0,0.0,-3.0
528,637,-1.0,-1.0,0.0,0.0,-2.0
529,638,0.0,0.0,0.0,0.0,-5.0
530,639,0.0,0.0,0.0,0.0,-1.0
531,640,0.0,-1.0,0.0,-1.0,-6.0
532,641,0.0,-2.0,0.0,-1.0,-5.0
533,644,0.0,-1.0,-1.0,0.0,-6.0
534,645,0.0,0.0,0.0,0.0,0.0
535,646,0.0,0.0,0.0,0.0,0.0
536,647,0.0,0.0,-2.0,-1.0,-3.0
537,648,0.0,-1.0,0.0,0.0,-5.0
