,ZIP3,entry_2007,entry_2008,entry_2015,entry_2016,entry_2006_2016
579,700,1.0,0.0,0.0,0.0,6.0
580,701,0.0,1.0,0.0,0.0,2.0
581,703,0.0,0.0,1.0,1.0,9.0
582,704,0.0,1.0,0.0,0.0,11.0
583,705,2.0,4.0,3.0,1.0,16.0
584,706,0.0,1.0,0.0,0.0,2.0
585,707,0.0,0.0,1.0,1.0,8.0
586,708,0.0,0.0,0.0,0.0,1.0
587,710,2.0,0.0,1.0,0.0,13.0
588,711,0.0,0.0,0.0,0.0,5.0
589,712,1.0,0.0,2.0,0.0,6.0
590,713,0.0,0.0,0.0,0.0,1.0
591,714,0.0,0.0,1.0,0.0,5.0
592,716,0.0,0.0,0.0,1.0,2.0
593,717,1.0,0.0,0.0,1.0,2.0
594,718,0.0,0.0,0.0,0.0,4.0
595,719,0.0,0.0,0.0,1.0,4.0
596,720,1.0,0.0,1.0,0.0,5.0
597,721,0.0,0.0,2.0,2.0,8.0
598,722,0.0,0.0,0.0,0.0,1.0
599,723,2.0,0.0,0.0,0.0,4.0
600,724,0.0,0.0,0.0,1.0,2.0
601,725,0.0,0.0,0.0,0.0,4.0
602,726,0.0,0.0,0.0,0.0,0.0
603,727,0.0,0.0,1.0,1.0,2.0
604,728,0.0,1.0,0.0,0.0,1.0
605,729,0.0,0.0,0.0,0.0,2.0
606,730,0.0,0.0,2.0,1.0,11.0
607,731,2.0,0.0,0.0,0.0,3.0
608,734,0.0,1.0,0.0,0.0,1.0
609,735,0.0,0.0,0.0,0.0,2.0
610,736,0.0,0.0,0.0,0.0,2.0
611,737,1.0,0.0,1.0,2.0,6.0
612,738,0.0,0.0,1.0,0.0,0.0
613,739,1.0,0.0,0.0,0.0,3.0
614,740,1.0,0.0,0.0,0.0,4.0
615,741,0.0,1.0,1.0,0.0,1.0
616,743,0.0,0.0,0.0,0.0,1.0
617,744,1.0,0.0,1.0,1.0,5.0
618,745,1.0,0.0,0.0,0.0,1.0
619,746,0.0,0.0,1.0,0.0,3.0
620,747,0.0,1.0,2.0,0.0,3.0
621,748,0.0,0.0,0.0,0.0,3.0
622,749,1.0,1.0,0.0,0.0,3.0
623,750,0.0,0.0,1.0,0.0,2.0
624,751,3.0,0.0,1.0,1.0,11.0
625,752,0.0,0.0,1.0,1.0,5.0
626,754,1.0,0.0,0.0,1.0,3.0
627,755,0.0,0.0,0.0,1.0,4.0
628,756,1.0,0.0,1.0,1.0,7.0
629,757,2.0,0.0,0.0,0.0,4.0
630,758,1.0,1.0,0.0,1.0,1.0
631,759,3.0,1.0,0.0,0.0,9.0
632,760,2.0,0.0,0.0,2.0,8.0
633,761,0.0,0.0,0.0,0.0,3.0
634,762,1.0,0.0,0.0,0.0,4.0
635,763,0.0,0.0,0.0,1.0,2.0
636,764,0.0,0.0,4.0,1.0,6.0
637,765,1.0,0.0,0.0,0.0,2.0
638,766,1.0,0.0,0.0,0.0,5.0
639,767,0.0,0.0,0.0,0.0,2.0
640,768,0.0,0.0,0.0,2.0,3.0
641,769,0.0,0.0,1.0,0.0,2.0
642,770,4.0,1.0,0.0,4.0,17.0
643,773,1.0,0.0,1.0,2.0,7.0
644,774,1.0,0.0,0.0,1.0,5.0
645,775,4.0,1.0,1.0,0.0,10.0
646,776,0.0,0.0,0.0,1.0,4.0
647,777,0.0,0.0,0.0,0.0,1.0
648,778,1.0,1.0,1.0,0.0,5.0
649,779,0.0,0.0,0.0,0.0,3.0
650,780,1.0,1.0,3.0,4.0,22.0
651,781,0.0,0.0,0.0,0.0,8.0
652,782,1.0,0.0,0.0,1.0,2.0
653,783,3.0,0.0,2.0,2.0,15.0
654,784,0.0,0.0,0.0,0.0,1.0
655,785,0.0,0.0,0.0,2.0,13.0
656,786,1.0,0.0,2.0,3.0,11.0
657,787,0.0,0.0,0.0,0.0,0.0
658,788,0.0,0.0,1.0,1.0,3.0
659,789,0.0,0.0,0.0,1.0,4.0
660,790,3.0,0.0,3.0,0.0,10.0
661,791,0.0,0.0,0.0,0.0,1.0
662,792,1.0,0.0,1.0,0.0,4.0
663,793,1.0,0.0,0.0,0.0,1.0
664,794,0.0,1.0,0.0,1.0,2.0
665,795,0.0,0.0,0.0,1.0,3.0
666,796,0.0,0.0,0.0,0.0,1.0
667,797,2.0,0.0,5.0,3.0,16.0
668,798,2.0,0.0,0.0,0.0,3.0
669,799,0.0,1.0,0.0,0.0,2.0
670,800,0.0,0.0,0.0,0.0,0.0
671,801,0.0,0.0,0.0,0.0,2.0
672,802,0.0,0.0,0.0,1.0,1.0
673,804,1.0,1.0,0.0,0.0,2.0
674,805,0.0,0.0,0.0,0.0,2.0
675,806,0.0,1.0,1.0,1.0,5.0
676,807,3.0,0.0,0.0,0.0,3.0
677,808,1.0,0.0,0.0,0.0,4.0
678,809,0.0,0.0,0.0,0.0,0.0
679,810,0.0,0.0,1.0,0.0,1.0
680,811,0.0,0.0,0.0,0.0,1.0
681,812,0.0,0.0,0.0,0.0,1.0
682,813,0.0,0.0,0.0,0.0,0.0
683,814,0.0,0.0,0.0,0.0,0.0
684,815,0.0,0.0,2.0,1.0,3.0
685,816,0.0,0.0,0.0,0.0,3.0
686,820,1.0,0.0,0.0,0.0,0.0
687,822,0.0,0.0,0.0,0.0,0.0
688,823,0.0,0.0,0.0,0.0,2.0
689,824,0.0,0.0,0.0,0.0,0.0
690,825,0.0,0.0,0.0,0.0,1.0
691,826,1.0,1.0,0.0,0.0,1.0
692,827,0.0,0.0,0.0,0.0,2.0
693,828,0.0,0.0,0.0,0.0,0.0
694,829,0.0,0.0,0.0,1.0,2.0
695,830,0.0,0.0,0.0,0.0,0.0
696,831,0.0,0.0,0.0,0.0,0.0
697,832,0.0,1.0,0.0,2.0,6.0
698,833,1.0,0.0,1.0,0.0,2.0
699,834,1.0,0.0,0.0,1.0,3.0
700,835,0.0,0.0,0.0,0.0,1.0
701,836,0.0,0.0,1.0,1.0,1.0
702,837,0.0,0.0,0.0,0.0,0.0
703,838,0.0,0.0,0.0,1.0,1.0
704,840,0.0,1.0,0.0,1.0,7.0
705,841,0.0,1.0,0.0,0.0,2.0
706,843,1.0,1.0,0.0,0.0,2.0
707,844,0.0,0.0,0.0,1.0,1.0
708,845,0.0,0.0,1.0,0.0,3.0
709,846,0.0,0.0,1.0,1.0,3.0
710,847,1.0,0.0,0.0,0.0,3.0
711,850,1.0,0.0,0.0,0.0,4.0
712,851,0.0,0.0,0.0,0.0,0.0
713,852,0.0,0.0,0.0,0.0,1.0
714,853,2.0,2.0,2.0,0.0,7.0
715,855,0.0,0.0,0.0,0.0,0.0
716,856,0.0,0.0,0.0,1.0,3.0
717,857,0.0,0.0,0.0,0.0,1.0
718,860,0.0,1.0,1.0,1.0,4.0
719,863,1.0,0.0,0.0,0.0,1.0
720,864,0.0,0.0,0.0,0.0,1.0
721,865,0.0,0.0,0.0,0.0,0.0
722,870,1.0,0.0,0.0,1.0,6.0
723,871,0.0,0.0,0.0,0.0,1.0
724,873,0.0,0.0,0.0,0.0,1.0
725,874,0.0,0.0,0.0,0.0,2.0
726,875,0.0,0.0,0.0,0.0,1.0
727,877,1.0,1.0,0.0,0.0,2.0
728,878,0.0,0.0,0.0,0.0,2.0
729,879,0.0,0.0,0.0,0.0,1.0
730,880,0.0,1.0,0.0,2.0,11.0
731,881,0.0,0.0,0.0,1.0,5.0
732,882,0.0,0.0,1.0,0.0,10.0
733,883,0.0,2.0,0.0,0.0,7.0
734,884,0.0,0.0,0.0,0.0,8.0
735,890,0.0,0.0,0.0,0.0,1.0
736,891,1.0,0.0,0.0,0.0,3.0
737,893,0.0,0.0,0.0,0.0,1.0
738,894,0.0,0.0,1.0,1.0,6.0
739,895,0.0,0.0,0.0,0.0,1.0
740,898,0.0,0.0,0.0,0.0,1.0
741,900,0.0,0.0,1.0,0.0,1.0
742,902,0.0,0.0,0.0,1.0,1.0
743,906,0.0,1.0,0.0,1.0,1.0
744,907,0.0,0.0,0.0,0.0,0.0
745,908,0.0,0.0,0.0,0.0,1.0
746,913,0.0,0.0,0.0,0.0,0.0
747,917,0.0,1.0,0.0,0.0,0.0
748,919,0.0,0.0,0.0,0.0,1.0
749,920,0.0,0.0,0.0,0.0,0.0
750,921,0.0,0.0,0.0,1.0,2.0
751,922,2.0,0.0,0.0,0.0,3.0
752,923,1.0,0.0,1.0,1.0,5.0
753,925,0.0,0.0,0.0,0.0,4.0
754,928,0.0,0.0,0.0,0.0,0.0
755,930,0.0,0.0,0.0,0.0,1.0
756,932,2.0,1.0,0.0,0.0,8.0
757,933,0.0,0.0,0.0,1.0,1.0
758,934,0.0,0.0,0.0,0.0,2.0
759,935,0.0,1.0,1.0,0.0,3.0
760,936,0.0,0.0,0.0,0.0,1.0
761,937,0.0,0.0,0.0,0.0,0.0
762,939,1.0,0.0,0.0,0.0,1.0
763,940,0.0,0.0,0.0,1.0,1.0
764,945,0.0,0.0,0.0,0.0,2.0
765,946,0.0,0.0,1.0,0.0,2.0
766,948,0.0,0.0,0.0,0.0,0.0
767,950,0.0,0.0,1.0,1.0,1.0
768,951,0.0,0.0,0.0,0.0,0.0
769,952,0.0,1.0,0.0,1.0,1.0
770,953,0.0,1.0,0.0,0.0,2.0
771,954,1.0,0.0,1.0,1.0,3.0
772,955,0.0,0.0,1.0,0.0,0.0
773,956,0.0,1.0,0.0,0.0,5.0
774,957,0.0,0.0,0.0,0.0,0.0
775,958,0.0,0.0,0.0,0.0,0.0
776,959,0.0,0.0,1.0,0.0,2.0
777,960,2.0,1.0,1.0,0.0,3.0
778,961,0.0,0.0,0.0,0.0,0.0
779,970,0.0,0.0,1.0,0.0,1.0
780,971,0.0,0.0,0.0,0.0,1.0
781,972,0.0,0.0,0.0,0.0,0.0
782,973,0.0,0.0,0.0,0.0,2.0
783,974,0.0,0.0,0.0,0.0,1.0
784,975,0.0,0.0,0.0,0.0,0.0
785,976,0.0,0.0,0.0,0.0,3.0
786,977,1.0,0.0,0.0,0.0,2.0
787,978,0.0,0.0,0.0,0.0,0.0
788,979,0.0,1.0,0.0,0.0,1.0
789,980,0.0,0.0,0.0,0.0,0.0
790,981,0.0,1.0,0.0,0.0,1.0
791,982,0.0,0.0,0.0,1.0,2.0
792,983,0.0,0.0,0.0,0.0,1.0
793,984,0.0,1.0,0.0,0.0,1.0
794,985,0.0,1.0,0.0,0.0,2.0
795,986,0.0,0.0,0.0,0.0,0.0
796,988,0.0,0.0,0.0,0.0,1.0
797,989,0.0,0.0,2.0,0.0,2.0
798,990,1.0,0.0,0.0,1.0,2.0
799,991,0.0,0.0,0.0,0.0,1.0
800,992,1.0,0.0,0.0,0.0,1.0
801,993,0.0,0.0,1.0,0.0,1.0
802,995,0.0,1.0,0.0,0.0,1.0
803,996,0.0,0.0,0.0,0.0,4.0
804,997,0.0,1.0,0.0,0.0,2.0
805,998,0.0,0.0,0.0,0.0,0.0
