,ZIP3,entry_2007,entry_2008,entry_2015,entry_2016,entry_2006_2016
100,148,1.0,0.0,0.0,0.0,3.0
101,150,0.0,0.0,0.0,0.0,2.0
102,151,0.0,1.0,0.0,0.0,1.0
103,152,0.0,0.0,0.0,0.0,0.0
104,153,0.0,0.0,0.0,0.0,1.0
105,154,0.0,0.0,0.0,0.0,2.0
106,155,0.0,0.0,0.0,0.0,2.0
107,156,0.0,0.0,0.0,0.0,1.0
108,157,0.0,0.0,0.0,0.0,1.0
109,158,0.0,0.0,0.0,0.0,0.0
110,159,0.0,0.0,0.0,0.0,1.0
111,160,1.0,0.0,0.0,0.0,4.0
112,161,0.0,0.0,0.0,0.0,1.0
113,162,0.0,0.0,0.0,0.0,0.0
114,163,0.0,0.0,0.0,0.0,0.0
115,164,0.0,0.0,0.0,0.0,0.0
116,165,1.0,0.0,0.0,0.0,1.0
117,166,1.0,0.0,0.0,0.0,4.0
118,167,0.0,0.0,0.0,0.0,1.0
119,168,0.0,0.0,0.0,0.0,2.0
120,169,0.0,0.0,0.0,0.0,3.0
121,170,1.0,0.0,1.0,1.0,8.0
122,171,0.0,0.0,0.0,0.0,1.0
123,172,0.0,0.0,0.0,1.0,3.0
124,173,0.0,0.0,0.0,0.0,1.0
125,174,0.0,0.0,0.0,0.0,1.0
126,175,0.0,0.0,0.0,0.0,2.0
127,177,0.0,0.0,0.0,0.0,6.0
128,178,0.0,0.0,1.0,0.0,2.0
129,179,0.0,0.0,1.0,0.0,3.0
130,180,0.0,0.0,0.0,0.0,1.0
131,181,0.0,0.0,0.0,0.0,2.0
132,182,0.0,0.0,0.0,0.0,1.0
133,183,0.0,0.0,0.0,0.0,0.0
134,184,0.0,0.0,0.0,0.0,4.0
135,186,1.0,0.0,0.0,0.0,2.0
136,187,0.0,0.0,0.0,0.0,0.0
137,188,0.0,0.0,0.0,0.0,2.0
138,189,0.0,0.0,0.0,0.0,2.0
139,190,0.0,0.0,0.0,0.0,2.0
140,191,0.0,0.0,0.0,0.0,1.0
141,193,0.0,0.0,0.0,0.0,1.0
142,194,0.0,0.0,0.0,0.0,2.0
143,195,0.0,0.0,0.0,1.0,4.0
144,196,0.0,0.0,0.0,0.0,1.0
145,197,0.0,0.0,0.0,0.0,1.0
146,199,0.0,0.0,0.0,0.0,3.0
147,201,0.0,0.0,0.0,0.0,0.0
148,206,0.0,0.0,1.0,0.0,1.0
149,207,0.0,0.0,0.0,0.0,0.0
150,208,0.0,0.0,0.0,0.0,1.0
151,210,0.0,0.0,1.0,0.0,2.0
152,211,0.0,0.0,0.0,0.0,0.0
153,212,0.0,0.0,1.0,0.0,2.0
154,215,0.0,1.0,0.0,0.0,2.0
155,216,0.0,0.0,0.0,0.0,4.0
156,217,0.0,0.0,0.0,0.0,1.0
157,218,0.0,0.0,0.0,0.0,1.0
158,219,0.0,1.0,2.0,0.0,2.0
159,224,0.0,0.0,0.0,0.0,0.0
160,225,0.0,0.0,0.0,0.0,1.0
161,226,0.0,0.0,0.0,0.0,0.0
162,227,0.0,0.0,0.0,0.0,1.0
163,228,0.0,0.0,0.0,0.0,1.0
164,229,0.0,0.0,0.0,0.0,1.0
165,230,0.0,0.0,0.0,0.0,2.0
166,231,0.0,0.0,0.0,0.0,0.0
167,232,0.0,1.0,0.0,0.0,0.0
168,233,0.0,0.0,0.0,0.0,0.0
169,234,0.0,0.0,0.0,0.0,1.0
170,235,1.0,0.0,0.0,0.0,1.0
171,236,0.0,0.0,0.0,0.0,1.0
172,237,0.0,0.0,0.0,0.0,0.0
173,238,2.0,1.0,1.0,0.0,6.0
174,239,0.0,0.0,0.0,0.0,1.0
175,240,0.0,0.0,0.0,0.0,1.0
176,241,0.0,0.0,0.0,0.0,2.0
177,242,0.0,0.0,0.0,0.0,1.0
178,243,2.0,0.0,0.0,0.0,3.0
179,244,0.0,0.0,0.0,0.0,1.0
180,245,0.0,1.0,0.0,0.0,6.0
181,246,0.0,0.0,0.0,0.0,1.0
182,247,0.0,0.0,0.0,0.0,0.0
183,249,1.0,1.0,0.0,0.0,1.0
184,250,0.0,0.0,0.0,0.0,0.0
185,251,0.0,0.0,0.0,0.0,0.0
186,252,0.0,0.0,0.0,1.0,2.0
187,253,0.0,0.0,0.0,0.0,0.0
188,254,0.0,0.0,0.0,0.0,0.0
189,255,0.0,0.0,0.0,0.0,0.0
190,257,0.0,0.0,0.0,0.0,0.0
191,258,0.0,0.0,0.0,0.0,0.0
192,260,0.0,0.0,0.0,0.0,1.0
193,261,0.0,0.0,0.0,0.0,1.0
194,263,0.0,0.0,0.0,0.0,0.0
195,264,0.0,0.0,0.0,0.0,0.0
196,265,0.0,0.0,0.0,0.0,1.0
197,266,0.0,0.0,0.0,0.0,1.0
198,267,0.0,0.0,0.0,0.0,0.0
199,270,1.0,0.0,0.0,0.0,0.0
200,271,0.0,0.0,0.0,0.0,0.0
201,272,0.0,0.0,0.0,0.0,6.0
202,273,0.0,0.0,0.0,0.0,4.0
203,274,0.0,0.0,0.0,0.0,1.0
204,275,1.0,0.0,0.0,0.0,6.0
205,276,0.0,0.0,0.0,0.0,0.0
206,277,1.0,0.0,0.0,0.0,1.0
207,278,0.0,0.0,0.0,0.0,9.0
208,279,0.0,0.0,0.0,0.0,3.0
209,280,0.0,0.0,1.0,1.0,2.0
210,281,0.0,0.0,1.0,1.0,4.0
211,282,0.0,0.0,0.0,0.0,2.0
212,283,4.0,0.0,0.0,2.0,7.0
213,284,0.0,0.0,0.0,0.0,5.0
214,285,0.0,0.0,0.0,3.0,8.0
215,286,1.0,0.0,0.0,1.0,5.0
216,287,1.0,0.0,0.0,0.0,1.0
217,289,0.0,0.0,0.0,0.0,0.0
218,290,1.0,7.0,2.0,1.0,3.0
219,291,0.0,3.0,0.0,1.0,5.0
220,292,0.0,0.0,0.0,0.0,0.0
221,293,0.0,0.0,0.0,0.0,3.0
222,294,1.0,0.0,0.0,0.0,7.0
223,295,0.0,0.0,0.0,0.0,14.0
224,296,0.0,1.0,1.0,0.0,5.0
225,297,2.0,0.0,0.0,0.0,7.0
226,298,0.0,0.0,2.0,0.0,7.0
227,299,0.0,0.0,0.0,0.0,1.0
228,300,0.0,0.0,1.0,0.0,3.0
229,301,0.0,0.0,0.0,0.0,6.0
230,302,0.0,0.0,0.0,0.0,4.0
231,303,1.0,0.0,0.0,1.0,2.0
232,304,0.0,0.0,0.0,0.0,3.0
233,305,2.0,0.0,0.0,0.0,6.0
234,306,0.0,2.0,0.0,0.0,6.0
235,307,3.0,0.0,0.0,0.0,5.0
236,308,1.0,0.0,0.0,0.0,3.0
237,309,0.0,0.0,0.0,0.0,3.0
238,310,1.0,0.0,0.0,2.0,3.0
239,312,0.0,0.0,0.0,0.0,0.0
240,313,1.0,0.0,0.0,0.0,2.0
241,314,0.0,0.0,0.0,0.0,2.0
242,315,0.0,0.0,1.0,0.0,11.0
243,316,0.0,0.0,1.0,0.0,2.0
244,317,1.0,0.0,0.0,0.0,2.0
245,318,0.0,0.0,0.0,0.0,2.0
246,319,0.0,0.0,0.0,0.0,2.0
247,320,0.0,0.0,0.0,1.0,7.0
248,321,1.0,0.0,0.0,0.0,1.0
249,322,0.0,0.0,0.0,1.0,1.0
250,323,1.0,0.0,0.0,0.0,2.0
251,324,0.0,1.0,1.0,0.0,6.0
252,325,0.0,0.0,0.0,0.0,3.0
253,326,0.0,0.0,0.0,0.0,1.0
254,327,2.0,0.0,0.0,0.0,2.0
255,328,0.0,0.0,1.0,0.0,1.0
256,329,0.0,0.0,0.0,0.0,0.0
257,330,0.0,2.0,0.0,0.0,3.0
258,331,0.0,0.0,0.0,0.0,1.0
259,332,0.0,0.0,0.0,0.0,0.0
260,333,0.0,1.0,0.0,0.0,2.0
261,334,1.0,0.0,0.0,0.0,5.0
262,335,0.0,0.0,0.0,0.0,2.0
263,336,1.0,1.0,0.0,0.0,2.0
264,337,0.0,0.0,0.0,0.0,0.0
265,338,0.0,0.0,0.0,0.0,6.0
266,339,0.0,0.0,1.0,0.0,1.0
267,341,0.0,0.0,0.0,0.0,0.0
268,342,0.0,0.0,0.0,1.0,3.0
269,344,0.0,0.0,0.0,0.0,1.0
270,346,0.0,0.0,0.0,0.0,2.0
271,347,3.0,0.0,0.0,0.0,4.0
272,349,0.0,0.0,1.0,0.0,2.0
273,350,1.0,2.0,3.0,0.0,10.0
274,351,0.0,0.0,0.0,0.0,1.0
275,352,1.0,0.0,0.0,0.0,0.0
276,354,0.0,2.0,0.0,0.0,2.0
277,355,0.0,0.0,0.0,0.0,3.0
278,356,1.0,0.0,0.0,2.0,3.0
279,357,1.0,0.0,0.0,0.0,1.0
280,358,1.0,0.0,0.0,0.0,1.0
281,359,0.0,0.0,1.0,1.0,1.0
282,360,1.0,0.0,0.0,2.0,8.0
283,361,1.0,0.0,1.0,0.0,1.0
284,362,0.0,0.0,0.0,0.0,0.0
285,363,0.0,1.0,1.0,1.0,6.0
286,364,1.0,1.0,0.0,0.0,9.0
287,365,0.0,0.0,0.0,0.0,6.0
288,366,0.0,0.0,0.0,0.0,1.0
289,367,0.0,0.0,0.0,1.0,2.0
290,368,0.0,0.0,0.0,0.0,1.0
291,369,0.0,0.0,0.0,0.0,0.0
292,370,0.0,0.0,0.0,1.0,3.0
293,371,0.0,2.0,0.0,0.0,3.0
294,372,1.0,0.0,0.0,0.0,2.0
295,373,3.0,0.0,0.0,2.0,11.0
296,374,1.0,0.0,0.0,0.0,1.0
297,376,0.0,0.0,0.0,1.0,2.0
298,377,0.0,1.0,0.0,0.0,2.0
299,378,2.0,2.0,0.0,0.0,3.0
300,379,1.0,0.0,0.0,0.0,1.0
301,380,0.0,1.0,0.0,0.0,0.0
302,381,0.0,1.0,0.0,0.0,3.0
303,382,0.0,0.0,0.0,0.0,0.0
304,383,1.0,0.0,0.0,2.0,6.0
305,384,1.0,0.0,0.0,0.0,2.0
306,385,0.0,0.0,0.0,1.0,4.0
307,386,0.0,0.0,0.0,0.0,5.0
308,387,0.0,0.0,1.0,0.0,1.0
309,388,2.0,0.0,1.0,0.0,6.0
310,389,0.0,0.0,0.0,1.0,3.0
311,390,0.0,0.0,0.0,0.0,2.0
312,391,0.0,0.0,0.0,0.0,2.0
313,392,0.0,0.0,1.0,0.0,1.0
314,393,2.0,0.0,0.0,0.0,5.0
315,394,1.0,0.0,2.0,1.0,4.0
316,395,0.0,0.0,0.0,0.0,2.0
317,396,0.0,1.0,0.0,0.0,2.0
318,397,0.0,1.0,0.0,1.0,5.0
319,398,0.0,0.0,2.0,0.0,1.0
320,400,0.0,0.0,0.0,0.0,1.0
321,401,0.0,0.0,0.0,0.0,2.0
322,402,0.0,0.0,0.0,0.0,1.0
323,403,1.0,1.0,0.0,0.0,3.0
324,404,0.0,0.0,0.0,0.0,1.0
325,405,0.0,0.0,0.0,0.0,1.0
326,406,0.0,0.0,0.0,0.0,1.0
327,407,0.0,0.0,1.0,0.0,0.0
328,409,1.0,0.0,1.0,0.0,2.0
329,410,0.0,0.0,0.0,0.0,3.0
330,411,0.0,0.0,0.0,0.0,4.0
331,412,0.0,1.0,0.0,0.0,1.0
332,413,0.0,0.0,0.0,0.0,0.0
333,414,0.0,0.0,0.0,0.0,0.0
334,416,0.0,0.0,0.0,0.0,0.0
335,418,0.0,0.0,0.0,0.0,0.0
336,420,1.0,0.0,0.0,0.0,1.0
337,421,0.0,0.0,0.0,0.0,1.0
338,422,1.0,0.0,0.0,0.0,1.0
339,423,0.0,0.0,0.0,0.0,0.0
340,424,0.0,1.0,0.0,0.0,3.0
341,425,0.0,0.0,0.0,0.0,0.0
342,426,0.0,0.0,0.0,0.0,1.0
343,427,0.0,1.0,0.0,0.0,2.0
344,430,0.0,0.0,0.0,0.0,1.0
345,431,1.0,1.0,0.0,2.0,5.0
346,432,0.0,0.0,0.0,0.0,2.0
347,433,1.0,0.0,0.0,0.0,4.0
348,434,0.0,0.0,2.0,0.0,7.0
349,435,2.0,0.0,0.0,1.0,8.0
350,436,0.0,0.0,0.0,0.0,1.0
351,437,1.0,0.0,1.0,0.0,3.0
352,438,0.0,0.0,0.0,0.0,0.0
353,439,0.0,0.0,0.0,0.0,1.0
354,440,2.0,0.0,0.0,0.0,7.0
355,441,0.0,0.0,0.0,0.0,0.0
356,442,0.0,1.0,0.0,0.0,1.0
357,443,0.0,0.0,0.0,0.0,1.0
358,444,0.0,1.0,0.0,0.0,3.0
359,445,0.0,0.0,0.0,0.0,0.0
360,446,1.0,0.0,0.0,0.0,1.0
361,447,0.0,0.0,0.0,0.0,1.0
362,448,0.0,0.0,0.0,0.0,4.0
363,449,0.0,0.0,0.0,0.0,1.0
364,450,0.0,1.0,0.0,0.0,1.0
365,451,0.0,0.0,0.0,0.0,2.0
366,452,0.0,0.0,0.0,0.0,0.0
367,453,0.0,0.0,1.0,2.0,6.0
368,454,0.0,0.0,1.0,0.0,1.0
369,455,0.0,0.0,0.0,0.0,0.0
370,456,0.0,0.0,0.0,3.0,5.0
371,457,0.0,0.0,1.0,1.0,1.0
372,458,0.0,1.0,0.0,0.0,3.0
373,460,0.0,0.0,0.0,1.0,4.0
374,461,1.0,0.0,0.0,1.0,8.0
375,462,0.0,0.0,0.0,0.0,0.0
376,463,0.0,0.0,2.0,1.0,8.0
377,464,0.0,0.0,0.0,1.0,4.0
378,465,1.0,0.0,1.0,1.0,5.0
379,466,0.0,0.0,0.0,0.0,0.0
380,467,0.0,1.0,1.0,1.0,8.0
381,468,0.0,0.0,0.0,0.0,0.0
382,469,0.0,0.0,0.0,0.0,3.0
383,470,0.0,0.0,0.0,0.0,0.0
384,471,2.0,0.0,0.0,1.0,3.0
385,472,0.0,0.0,0.0,0.0,1.0
386,473,0.0,0.0,0.0,0.0,3.0
387,474,0.0,0.0,0.0,0.0,1.0
388,475,0.0,0.0,0.0,1.0,2.0
389,476,0.0,0.0,0.0,0.0,2.0
390,477,0.0,0.0,0.0,0.0,1.0
391,478,1.0,0.0,0.0,0.0,2.0
392,479,0.0,0.0,0.0,1.0,5.0
393,480,0.0,1.0,1.0,0.0,7.0
394,481,2.0,1.0,0.0,0.0,8.0
395,482,0.0,0.0,0.0,1.0,2.0
396,484,0.0,0.0,0.0,1.0,4.0
397,485,0.0,0.0,0.0,0.0,0.0
398,486,1.0,0.0,0.0,0.0,2.0
399,487,0.0,0.0,1.0,0.0,1.0
400,488,1.0,0.0,1.0,0.0,4.0
401,489,0.0,0.0,0.0,0.0,0.0
402,490,2.0,0.0,0.0,0.0,4.0
403,491,0.0,0.0,0.0,0.0,0.0
404,492,0.0,0.0,0.0,0.0,3.0
405,493,0.0,0.0,0.0,0.0,0.0
406,494,0.0,0.0,0.0,1.0,5.0
407,495,0.0,0.0,0.0,0.0,0.0
408,496,0.0,0.0,0.0,0.0,1.0
409,497,0.0,0.0,0.0,0.0,0.0
410,498,0.0,0.0,0.0,0.0,0.0
411,499,0.0,0.0,0.0,0.0,2.0
412,500,1.0,0.0,0.0,0.0,4.0
413,501,0.0,0.0,0.0,0.0,2.0
414,502,1.0,1.0,0.0,0.0,7.0
415,503,0.0,0.0,0.0,0.0,1.0
416,504,0.0,1.0,0.0,0.0,1.0
417,505,1.0,0.0,0.0,0.0,2.0
418,506,0.0,0.0,0.0,0.0,4.0
419,507,0.0,0.0,0.0,0.0,1.0
420,510,0.0,0.0,0.0,0.0,2.0
421,511,0.0,0.0,0.0,0.0,3.0
422,512,0.0,0.0,0.0,0.0,1.0
423,513,0.0,0.0,0.0,0.0,0.0
424,514,0.0,0.0,0.0,0.0,1.0
425,515,0.0,0.0,1.0,0.0,2.0
426,516,0.0,0.0,0.0,0.0,0.0
427,520,0.0,0.0,2.0,0.0,3.0
428,521,0.0,0.0,0.0,0.0,2.0
429,522,1.0,0.0,1.0,0.0,2.0
430,523,0.0,0.0,0.0,1.0,4.0
431,524,0.0,0.0,0.0,0.0,0.0
432,525,0.0,0.0,0.0,0.0,1.0
433,526,0.0,0.0,0.0,1.0,1.0
434,527,0.0,0.0,0.0,1.0,4.0
435,528,0.0,0.0,0.0,1.0,2.0
436,530,0.0,1.0,0.0,2.0,8.0
437,531,0.0,0.0,0.0,1.0,5.0
438,532,0.0,0.0,0.0,0.0,0.0
439,535,1.0,0.0,1.0,0.0,4.0
440,537,0.0,0.0,0.0,0.0,0.0
441,538,0.0,0.0,0.0,1.0,2.0
442,539,1.0,0.0,0.0,0.0,1.0
443,540,0.0,0.0,0.0,0.0,3.0
444,541,0.0,1.0,0.0,0.0,7.0
445,542,0.0,0.0,0.0,1.0,1.0
446,543,0.0,0.0,0.0,0.0,2.0
447,544,1.0,0.0,2.0,1.0,4.0
448,545,0.0,0.0,0.0,1.0,2.0
449,546,1.0,0.0,0.0,0.0,11.0
450,547,0.0,0.0,0.0,1.0,3.0
451,548,0.0,0.0,0.0,2.0,5.0
452,549,1.0,0.0,0.0,2.0,10.0
453,550,0.0,0.0,0.0,0.0,2.0
454,551,0.0,0.0,0.0,0.0,0.0
455,553,0.0,0.0,0.0,0.0,4.0
456,554,0.0,0.0,0.0,0.0,0.0
457,556,0.0,0.0,0.0,0.0,0.0
458,557,0.0,0.0,0.0,1.0,2.0
459,558,0.0,0.0,0.0,0.0,2.0
460,559,1.0,0.0,0.0,0.0,7.0
461,560,1.0,1.0,1.0,0.0,5.0
462,561,0.0,0.0,0.0,0.0,4.0
463,562,0.0,0.0,0.0,0.0,0.0
464,563,0.0,0.0,0.0,0.0,5.0
465,564,0.0,0.0,0.0,1.0,2.0
466,565,1.0,0.0,0.0,0.0,1.0
467,566,0.0,0.0,0.0,0.0,0.0
468,567,0.0,0.0,1.0,0.0,2.0
469,570,5.0,1.0,0.0,0.0,7.0
470,571,2.0,0.0,0.0,0.0,1.0
471,572,2.0,0.0,0.0,0.0,0.0
472,573,2.0,0.0,0.0,0.0,2.0
473,574,0.0,0.0,0.0,0.0,0.0
474,575,3.0,0.0,0.0,0.0,5.0
475,576,2.0,0.0,0.0,0.0,2.0
476,577,4.0,0.0,0.0,1.0,7.0
477,580,1.0,0.0,0.0,0.0,2.0
478,581,0.0,0.0,0.0,0.0,1.0
479,582,0.0,0.0,0.0,0.0,1.0
480,583,0.0,0.0,0.0,0.0,2.0
481,584,0.0,0.0,0.0,0.0,0.0
482,585,0.0,0.0,0.0,0.0,0.0
483,586,0.0,1.0,0.0,1.0,2.0
484,587,0.0,0.0,0.0,1.0,2.0
485,588,0.0,0.0,0.0,0.0,4.0
486,590,0.0,0.0,0.0,0.0,0.0
487,591,0.0,0.0,0.0,0.0,2.0
488,592,0.0,0.0,1.0,0.0,1.0
489,593,0.0,0.0,0.0,0.0,0.0
490,594,1.0,0.0,0.0,0.0,1.0
491,595,0.0,0.0,0.0,0.0,0.0
492,596,0.0,0.0,0.0,0.0,0.0
493,597,0.0,0.0,1.0,0.0,1.0
494,598,0.0,0.0,0.0,0.0,2.0
495,599,0.0,0.0,0.0,0.0,1.0
496,600,0.0,1.0,1.0,0.0,4.0
497,601,0.0,0.0,0.0,2.0,5.0
498,604,1.0,2.0,3.0,4.0,15.0
499,605,0.0,0.0,0.0,0.0,6.0
500,606,0.0,0.0,0.0,0.0,1.0
501,608,0.0,0.0,0.0,0.0,0.0
502,609,0.0,0.0,0.0,2.0,6.0
503,610,0.0,0.0,1.0,1.0,12.0
504,611,0.0,0.0,0.0,0.0,2.0
505,612,0.0,0.0,0.0,0.0,2.0
506,613,0.0,1.0,1.0,3.0,11.0
507,614,3.0,0.0,0.0,0.0,5.0
508,615,0.0,0.0,0.0,2.0,2.0
509,616,0.0,0.0,0.0,0.0,0.0
510,617,0.0,0.0,0.0,2.0,7.0
511,618,1.0,0.0,0.0,0.0,4.0
512,619,0.0,1.0,0.0,1.0,3.0
513,620,0.0,0.0,0.0,1.0,3.0
514,622,1.0,0.0,0.0,2.0,5.0
515,623,0.0,0.0,0.0,0.0,0.0
516,624,1.0,0.0,0.0,1.0,5.0
517,625,0.0,1.0,0.0,0.0,2.0
518,626,0.0,0.0,0.0,2.0,3.0
519,627,0.0,0.0,0.0,0.0,2.0
520,628,1.0,0.0,0.0,1.0,5.0
521,629,0.0,0.0,0.0,2.0,2.0
522,630,1.0,1.0,0.0,0.0,2.0
523,631,0.0,0.0,1.0,0.0,2.0
524,633,0.0,0.0,0.0,0.0,1.0
525,634,1.0,0.0,0.0,1.0,3.0
526,635,0.0,0.0,0.0,1.0,1.0
527,636,1.0,0.0,1.0,0.0,4.0
528,637,0.0,1.0,0.0,0.0,2.0
529,638,0.0,0.0,0.0,0.0,5.0
530,639,0.0,0.0,0.0,0.0,2.0
531,640,0.0,1.0,0.0,0.0,3.0
532,641,0.0,1.0,0.0,0.0,3.0
533,644,0.0,1.0,0.0,1.0,6.0
534,645,0.0,0.0,0.0,0.0,0.0
535,646,0.0,0.0,0.0,1.0,2.0
536,647,0.0,0.0,0.0,0.0,0.0
537,648,0.0,0.0,0.0,1.0,4.0
538,650,0.0,0.0,0.0,0.0,1.0
539,651,0.0,0.0,0.0,0.0,0.0
540,652,0.0,1.0,0.0,0.0,2.0
541,653,0.0,0.0,0.0,0.0,3.0
542,654,1.0,0.0,0.0,0.0,1.0
543,655,0.0,0.0,0.0,0.0,2.0
544,656,0.0,0.0,0.0,0.0,0.0
545,657,0.0,0.0,0.0,0.0,4.0
546,658,0.0,0.0,0.0,0.0,1.0
547,660,0.0,0.0,1.0,0.0,2.0
548,661,0.0,1.0,1.0,0.0,2.0
549,664,0.0,0.0,0.0,0.0,1.0
550,665,0.0,0.0,1.0,0.0,2.0
551,666,0.0,0.0,0.0,0.0,0.0
552,667,0.0,0.0,0.0,0.0,0.0
553,668,0.0,0.0,0.0,0.0,0.0
554,669,0.0,0.0,0.0,0.0,0.0
555,670,0.0,0.0,0.0,1.0,3.0
556,671,1.0,0.0,0.0,0.0,2.0
557,672,0.0,0.0,0.0,0.0,1.0
558,673,0.0,0.0,0.0,0.0,2.0
559,674,0.0,0.0,0.0,1.0,3.0
560,675,1.0,0.0,0.0,0.0,1.0
561,676,0.0,0.0,0.0,0.0,1.0
562,677,0.0,0.0,0.0,0.0,1.0
563,678,0.0,0.0,1.0,0.0,2.0
564,679,0.0,0.0,0.0,0.0,0.0
565,680,1.0,0.0,0.0,0.0,0.0
566,681,0.0,0.0,0.0,0.0,0.0
567,682,0.0,0.0,0.0,0.0,0.0
568,683,0.0,0.0,0.0,0.0,2.0
569,684,0.0,0.0,0.0,0.0,0.0
570,685,0.0,0.0,0.0,0.0,1.0
571,686,0.0,0.0,0.0,0.0,0.0
572,687,1.0,0.0,0.0,0.0,1.0
573,688,0.0,0.0,0.0,0.0,3.0
574,689,0.0,0.0,0.0,0.0,0.0
575,690,0.0,0.0,0.0,2.0,2.0
576,691,0.0,0.0,0.0,0.0,3.0
577,692,0.0,0.0,1.0,0.0,1.0
578,693,0.0,0.0,0.0,0.0,1.0
