,year,county,cnt
2797,2007,21127,1
2798,2007,21133,1
2799,2007,21135,3
2800,2007,21143,1
2801,2007,21145,4
2802,2007,21151,4
2803,2007,21153,2
2804,2007,21157,3
2805,2007,21161,3
2806,2007,21163,1
2807,2007,21173,1
2808,2007,21179,2
2809,2007,21183,2
2810,2007,21187,1
2811,2007,21191,1
2812,2007,21195,1
2813,2007,21199,3
2814,2007,21203,2
2815,2007,21205,2
2816,2007,21207,1
2817,2007,21209,2
2818,2007,21211,3
2819,2007,21213,5
2820,2007,21217,1
2821,2007,21221,1
2822,2007,21223,2
2823,2007,21227,2
2824,2007,21229,1
2825,2007,21233,1
2826,2007,21235,4
2827,2007,21237,1
2828,2007,21239,1
2829,2007,22001,3
2830,2007,22003,1
2831,2007,22005,5
2832,2007,22007,2
2833,2007,22009,4
2834,2007,22011,2
2835,2007,22013,2
2836,2007,22015,3
2837,2007,22017,9
2838,2007,22019,17
2839,2007,22021,2
2840,2007,22025,1
2841,2007,22029,2
2842,2007,22031,5
2843,2007,22033,3
2844,2007,22037,1
2845,2007,22043,2
2846,2007,22045,1
2847,2007,22047,4
2848,2007,22049,2
2849,2007,22051,3
2850,2007,22053,3
2851,2007,22055,12
2852,2007,22057,5
2853,2007,22063,3
2854,2007,22065,10
2855,2007,22067,1
2856,2007,22069,4
2857,2007,22071,5
2858,2007,22073,4
2859,2007,22075,1
2860,2007,22077,2
2861,2007,22079,7
2862,2007,22081,3
2863,2007,22083,2
2864,2007,22087,1
2865,2007,22089,4
2866,2007,22091,1
2867,2007,22093,5
2868,2007,22095,1
2869,2007,22097,7
2870,2007,22099,6
2871,2007,22101,4
2872,2007,22103,5
2873,2007,22105,8
2874,2007,22109,8
2875,2007,22115,1
2876,2007,22117,1
2877,2007,22119,6
2878,2007,22121,10
2879,2007,22125,1
2880,2007,22127,4
2881,2007,23001,4
2882,2007,23003,6
2883,2007,23005,3
2884,2007,23007,2
2885,2007,23009,1
2886,2007,23011,2
2887,2007,23013,1
2888,2007,23017,1
2889,2007,23019,3
2890,2007,23025,3
2891,2007,23027,1
2892,2007,23029,4
2893,2007,23031,2
2894,2007,24001,1
2895,2007,24003,1
2896,2007,24005,3
2897,2007,24009,1
2898,2007,24013,2
2899,2007,24015,4
2900,2007,24017,1
2901,2007,24019,1
2902,2007,24021,1
2903,2007,24023,2
2904,2007,24025,2
2905,2007,24027,2
2906,2007,24033,6
2907,2007,24035,2
2908,2007,24037,1
2909,2007,24041,1
2910,2007,24043,6
2911,2007,24045,3
2912,2007,24510,2
2913,2007,25001,1
2914,2007,25003,4
2915,2007,25005,4
2916,2007,25009,2
2917,2007,25011,1
2918,2007,25013,6
2919,2007,25017,10
2920,2007,25021,3
2921,2007,25023,2
2922,2007,25025,2
2923,2007,25027,11
2924,2007,26003,2
2925,2007,26005,5
2926,2007,26007,1
2927,2007,26011,1
2928,2007,26013,2
2929,2007,26015,2
2930,2007,26017,2
2931,2007,26021,9
2932,2007,26025,12
2933,2007,26027,1
2934,2007,26031,1
2935,2007,26033,3
2936,2007,26035,6
2937,2007,26037,2
2938,2007,26039,1
2939,2007,26041,4
2940,2007,26043,4
2941,2007,26045,3
2942,2007,26047,1
2943,2007,26049,7
2944,2007,26051,2
2945,2007,26053,7
2946,2007,26057,2
2947,2007,26061,2
2948,2007,26063,2
2949,2007,26065,2
2950,2007,26067,4
2951,2007,26069,2
2952,2007,26071,3
2953,2007,26073,2
2954,2007,26075,4
2955,2007,26077,8
2956,2007,26079,2
2957,2007,26081,13
2958,2007,26087,3
2959,2007,26089,3
2960,2007,26091,2
2961,2007,26093,4
2962,2007,26095,3
2963,2007,26097,1
2964,2007,26099,11
2965,2007,26103,5
2966,2007,26107,2
2967,2007,26109,2
2968,2007,26115,10
2969,2007,26117,4
2970,2007,26123,2
2971,2007,26127,1
2972,2007,26129,2
2973,2007,26131,2
2974,2007,26133,2
2975,2007,26135,2
2976,2007,26137,4
2977,2007,26143,2
2978,2007,26145,9
2979,2007,26147,9
2980,2007,26149,1
2981,2007,26151,3
2982,2007,26153,3
2983,2007,26155,3
2984,2007,26157,1
2985,2007,26159,3
2986,2007,26161,8
2987,2007,26163,19
2988,2007,26165,4
2989,2007,27003,5
2990,2007,27005,1
2991,2007,27007,5
2992,2007,27009,3
2993,2007,27011,2
2994,2007,27013,3
2995,2007,27017,3
2996,2007,27019,2
2997,2007,27021,3
2998,2007,27023,3
2999,2007,27025,2
3000,2007,27027,2
3001,2007,27033,2
3002,2007,27035,2
3003,2007,27037,5
3004,2007,27041,1
3005,2007,27043,2
3006,2007,27047,3
3007,2007,27049,2
3008,2007,27053,3
3009,2007,27061,5
3010,2007,27063,1
3011,2007,27067,3
3012,2007,27069,1
3013,2007,27071,3
3014,2007,27073,1
3015,2007,27075,1
3016,2007,27083,3
3017,2007,27085,1
3018,2007,27091,3
3019,2007,27093,1
3020,2007,27095,2
3021,2007,27097,3
3022,2007,27099,4
3023,2007,27105,3
3024,2007,27111,3
3025,2007,27113,1
3026,2007,27115,3
3027,2007,27117,1
3028,2007,27119,2
3029,2007,27123,2
3030,2007,27129,3
3031,2007,27131,2
3032,2007,27135,1
3033,2007,27137,7
3034,2007,27139,5
3035,2007,27141,1
3036,2007,27143,1
3037,2007,27145,10
3038,2007,27147,3
3039,2007,27149,1
3040,2007,27151,2
3041,2007,27165,2
3042,2007,27167,1
3043,2007,27169,4
3044,2007,27171,3
3045,2007,28001,3
3046,2007,28003,4
3047,2007,28007,2
3048,2007,28009,1
3049,2007,28011,2
3050,2007,28015,2
3051,2007,28017,1
3052,2007,28023,2
3053,2007,28025,4
3054,2007,28027,3
3055,2007,28029,2
3056,2007,28031,1
3057,2007,28033,2
3058,2007,28035,5
3059,2007,28037,1
3060,2007,28039,1
3061,2007,28041,1
3062,2007,28043,4
3063,2007,28047,9
3064,2007,28049,5
3065,2007,28051,1
3066,2007,28057,2
3067,2007,28059,2
3068,2007,28061,6
3069,2007,28067,7
3070,2007,28069,1
3071,2007,28073,5
3072,2007,28075,9
3073,2007,28081,7
3074,2007,28083,1
3075,2007,28085,4
3076,2007,28087,4
3077,2007,28089,6
3078,2007,28091,3
3079,2007,28093,4
3080,2007,28095,3
3081,2007,28097,1
3082,2007,28099,2
3083,2007,28101,2
3084,2007,28107,3
3085,2007,28109,1
3086,2007,28111,4
3087,2007,28113,2
3088,2007,28115,3
3089,2007,28117,4
3090,2007,28121,8
3091,2007,28123,1
3092,2007,28127,1
3093,2007,28129,1
3094,2007,28131,2
3095,2007,28137,2
3096,2007,28139,4
3097,2007,28145,3
3098,2007,28147,1
3099,2007,28149,3
3100,2007,28151,3
3101,2007,28153,1
3102,2007,28159,2
3103,2007,28161,2
3104,2007,28163,1
3105,2007,29003,2
3106,2007,29005,3
3107,2007,29007,1
3108,2007,29009,2
3109,2007,29011,2
3110,2007,29013,1
3111,2007,29019,2
3112,2007,29021,8
3113,2007,29023,2
3114,2007,29027,6
3115,2007,29031,3
3116,2007,29033,1
3117,2007,29035,1
3118,2007,29037,3
3119,2007,29043,1
3120,2007,29045,3
3121,2007,29047,5
3122,2007,29049,1
3123,2007,29051,1
3124,2007,29053,3
3125,2007,29055,1
3126,2007,29061,2
3127,2007,29063,2
3128,2007,29069,1
3129,2007,29071,3
3130,2007,29077,9
3131,2007,29081,4
3132,2007,29083,2
3133,2007,29087,1
3134,2007,29091,2
3135,2007,29095,10
3136,2007,29097,9
3137,2007,29099,6
3138,2007,29105,1
3139,2007,29107,4
3140,2007,29109,1
3141,2007,29113,1
3142,2007,29117,1
3143,2007,29119,2
3144,2007,29121,2
3145,2007,29127,6
3146,2007,29131,1
3147,2007,29133,2
3148,2007,29139,2
3149,2007,29143,6
3150,2007,29145,7
3151,2007,29147,2
3152,2007,29149,2
3153,2007,29155,4
3154,2007,29157,3
3155,2007,29159,1
3156,2007,29161,1
3157,2007,29163,3
3158,2007,29165,1
3159,2007,29169,3
3160,2007,29175,1
3161,2007,29177,2
3162,2007,29183,4
3163,2007,29185,2
3164,2007,29186,2
3165,2007,29187,2
3166,2007,29189,6
3167,2007,29195,3
3168,2007,29197,1
3169,2007,29201,2
3170,2007,29213,2
3171,2007,29215,2
3172,2007,29217,2
3173,2007,29219,1
3174,2007,29229,1
3175,2007,29510,6
3176,2007,30001,1
3177,2007,30003,3
3178,2007,30005,1
3179,2007,30013,2
3180,2007,30017,2
3181,2007,30021,1
3182,2007,30027,2
3183,2007,30029,5
3184,2007,30031,4
3185,2007,30035,1
3186,2007,30041,2
3187,2007,30043,2
3188,2007,30045,1
3189,2007,30049,2
3190,2007,30053,2
3191,2007,30055,1
3192,2007,30061,3
3193,2007,30063,6
3194,2007,30067,2
3195,2007,30071,1
3196,2007,30073,1
3197,2007,30075,1
3198,2007,30077,2
3199,2007,30081,1
3200,2007,30085,1
3201,2007,30087,1
3202,2007,30091,1
3203,2007,30093,2
3204,2007,30095,2
3205,2007,30097,1
3206,2007,30101,1
3207,2007,30111,4
3208,2007,31001,2
3209,2007,31013,1
3210,2007,31017,1
3211,2007,31019,3
3212,2007,31021,1
3213,2007,31023,1
3214,2007,31025,2
3215,2007,31029,2
3216,2007,31031,3
3217,2007,31033,1
3218,2007,31039,2
3219,2007,31041,2
3220,2007,31043,1
3221,2007,31045,1
3222,2007,31047,4
3223,2007,31049,2
3224,2007,31053,2
3225,2007,31055,1
3226,2007,31067,2
3227,2007,31071,1
3228,2007,31079,8
3229,2007,31081,1
3230,2007,31083,1
3231,2007,31087,1
3232,2007,31089,2
3233,2007,31093,2
3234,2007,31095,1
3235,2007,31101,3
3236,2007,31105,1
3237,2007,31109,4
3238,2007,31111,3
3239,2007,31119,5
3240,2007,31121,1
3241,2007,31123,1
3242,2007,31125,1
3243,2007,31129,1
3244,2007,31131,3
3245,2007,31137,1
3246,2007,31141,5
3247,2007,31143,1
3248,2007,31149,1
3249,2007,31153,2
3250,2007,31157,2
3251,2007,31161,1
3252,2007,31165,2
3253,2007,31169,2
3254,2007,31171,1
3255,2007,31173,1
3256,2007,31177,1
3257,2007,31179,1
3258,2007,31185,5
3259,2007,32001,6
3260,2007,32003,16
3261,2007,32005,1
3262,2007,32007,4
3263,2007,32011,1
3264,2007,32013,2
3265,2007,32015,1
3266,2007,32017,2
3267,2007,32021,1
3268,2007,32023,6
3269,2007,32027,2
3270,2007,32031,5
3271,2007,32033,1
3272,2007,33005,2
3273,2007,33007,5
3274,2007,33009,3
3275,2007,33011,7
3276,2007,33013,4
3277,2007,33015,14
3278,2007,33017,1
3279,2007,34001,4
3280,2007,34003,13
3281,2007,34005,10
3282,2007,34007,5
3283,2007,34011,2
3284,2007,34013,5
3285,2007,34015,4
3286,2007,34017,10
3287,2007,34019,7
3288,2007,34021,6
3289,2007,34023,11
3290,2007,34025,4
3291,2007,34027,3
3292,2007,34029,1
3293,2007,34031,2
3294,2007,34033,5
3295,2007,34037,3
3296,2007,34039,10
3297,2007,34041,6
3298,2007,35001,4
3299,2007,35005,1
3300,2007,35006,4
3301,2007,35007,4
3302,2007,35009,3
3303,2007,35013,5
3304,2007,35015,4
3305,2007,35019,3
3306,2007,35023,3
3307,2007,35025,5
3308,2007,35029,1
3309,2007,35031,4
3310,2007,35035,5
3311,2007,35037,4
3312,2007,35043,1
3313,2007,35045,6
3314,2007,35047,2
3315,2007,35049,1
3316,2007,35051,1
3317,2007,35053,2
3318,2007,35057,4
3319,2007,35059,1
3320,2007,36001,2
3321,2007,36003,1
3322,2007,36007,4
3323,2007,36009,5
3324,2007,36011,3
3325,2007,36013,3
3326,2007,36015,2
3327,2007,36017,2
3328,2007,36019,5
3329,2007,36021,3
3330,2007,36023,3
3331,2007,36025,1
3332,2007,36029,6
3333,2007,36031,2
3334,2007,36033,5
3335,2007,36037,9
3336,2007,36039,2
3337,2007,36043,2
3338,2007,36045,4
3339,2007,36051,4
3340,2007,36053,3
3341,2007,36055,3
3342,2007,36057,4
3343,2007,36063,2
3344,2007,36065,5
3345,2007,36067,6
3346,2007,36069,4
3347,2007,36071,5
3348,2007,36075,5
3349,2007,36077,3
3350,2007,36081,3
3351,2007,36089,1
3352,2007,36091,4
3353,2007,36093,3
3354,2007,36097,1
3355,2007,36099,3
3356,2007,36101,2
3357,2007,36103,1
3358,2007,36105,2
3359,2007,36107,4
3360,2007,36113,5
3361,2007,36115,1
3362,2007,36117,3
3363,2007,36119,1
3364,2007,37001,8
3365,2007,37011,1
3366,2007,37013,2
3367,2007,37019,1
3368,2007,37021,5
3369,2007,37023,2
3370,2007,37025,4
3371,2007,37027,1
3372,2007,37031,1
3373,2007,37035,6
3374,2007,37037,1
3375,2007,37039,2
3376,2007,37045,3
3377,2007,37047,5
3378,2007,37049,3
3379,2007,37051,6
3380,2007,37057,4
3381,2007,37059,1
3382,2007,37061,3
3383,2007,37063,3
3384,2007,37065,2
3385,2007,37067,2
3386,2007,37069,1
3387,2007,37071,1
3388,2007,37077,2
3389,2007,37081,8
3390,2007,37085,1
3391,2007,37087,3
3392,2007,37089,1
3393,2007,37091,1
3394,2007,37093,1
3395,2007,37097,7
3396,2007,37101,7
3397,2007,37105,2
3398,2007,37107,3
3399,2007,37111,6
3400,2007,37117,2
3401,2007,37119,6
3402,2007,37123,4
3403,2007,37125,3
3404,2007,37127,3
3405,2007,37129,5
3406,2007,37131,1
3407,2007,37133,3
3408,2007,37139,2
3409,2007,37147,5
3410,2007,37149,1
3411,2007,37151,9
3412,2007,37153,2
3413,2007,37155,7
3414,2007,37157,1
3415,2007,37159,2
3416,2007,37161,1
3417,2007,37163,5
3418,2007,37165,2
3419,2007,37167,1
3420,2007,37171,2
3421,2007,37179,6
3422,2007,37181,1
3423,2007,37183,10
3424,2007,37185,1
3425,2007,37187,3
3426,2007,37191,3
3427,2007,37193,2
3428,2007,37195,3
3429,2007,37197,3
3430,2007,37199,1
3431,2007,38003,1
3432,2007,38007,1
3433,2007,38015,4
3434,2007,38017,7
3435,2007,38031,1
3436,2007,38033,1
3437,2007,38035,4
3438,2007,38043,1
3439,2007,38045,2
3440,2007,38049,1
3441,2007,38059,2
3442,2007,38067,2
3443,2007,38069,2
3444,2007,38071,1
3445,2007,38077,4
3446,2007,38079,1
3447,2007,38089,3
3448,2007,38093,3
3449,2007,38097,2
3450,2007,38101,3
3451,2007,38103,1
3452,2007,38105,3
3453,2007,39001,3
3454,2007,39003,6
3455,2007,39005,1
3456,2007,39007,6
3457,2007,39009,1
3458,2007,39011,1
3459,2007,39013,3
3460,2007,39015,2
3461,2007,39017,3
3462,2007,39021,1
3463,2007,39023,2
3464,2007,39027,2
3465,2007,39029,3
3466,2007,39031,1
3467,2007,39033,1
3468,2007,39035,6
3469,2007,39037,1
3470,2007,39041,2
3471,2007,39043,1
3472,2007,39045,2
3473,2007,39047,5
3474,2007,39049,3
3475,2007,39051,7
3476,2007,39053,2
3477,2007,39059,3
3478,2007,39061,6
3479,2007,39063,2
3480,2007,39065,3
3481,2007,39069,3
3482,2007,39071,1
3483,2007,39073,1
3484,2007,39075,1
3485,2007,39077,4
3486,2007,39079,2
3487,2007,39081,1
3488,2007,39087,2
3489,2007,39089,6
3490,2007,39091,1
3491,2007,39093,2
3492,2007,39095,6
3493,2007,39097,2
3494,2007,39099,6
3495,2007,39101,1
3496,2007,39103,5
3497,2007,39107,2
3498,2007,39113,2
3499,2007,39115,1
3500,2007,39117,2
3501,2007,39119,2
3502,2007,39121,1
3503,2007,39123,2
3504,2007,39125,2
3505,2007,39129,3
3506,2007,39131,1
3507,2007,39133,4
3508,2007,39135,4
3509,2007,39139,1
3510,2007,39143,3
3511,2007,39145,3
3512,2007,39147,4
3513,2007,39149,2
3514,2007,39151,4
3515,2007,39153,3
3516,2007,39155,6
3517,2007,39157,2
3518,2007,39159,1
3519,2007,39161,1
3520,2007,39165,1
3521,2007,39167,4
3522,2007,39169,5
3523,2007,39171,3
3524,2007,39173,11
3525,2007,39175,2
3526,2007,40001,2
3527,2007,40005,4
3528,2007,40007,1
3529,2007,40009,5
3530,2007,40011,1
3531,2007,40013,4
3532,2007,40015,1
3533,2007,40017,3
3534,2007,40019,4
3535,2007,40021,1
3536,2007,40023,2
3537,2007,40025,2
3538,2007,40027,2
3539,2007,40031,3
3540,2007,40033,1
3541,2007,40035,4
3542,2007,40037,2
3543,2007,40039,4
3544,2007,40041,1
3545,2007,40043,1
3546,2007,40047,4
3547,2007,40049,3
3548,2007,40051,4
3549,2007,40063,1
3550,2007,40065,1
3551,2007,40071,3
3552,2007,40073,2
3553,2007,40075,1
3554,2007,40079,4
3555,2007,40081,2
3556,2007,40085,2
3557,2007,40087,1
3558,2007,40089,6
3559,2007,40091,4
3560,2007,40093,1
3561,2007,40097,4
3562,2007,40099,1
3563,2007,40101,6
3564,2007,40103,3
3565,2007,40107,2
3566,2007,40109,18
3567,2007,40111,2
3568,2007,40113,1
3569,2007,40115,2
3570,2007,40117,2
3571,2007,40119,2
3572,2007,40121,3
3573,2007,40125,1
3574,2007,40127,4
3575,2007,40131,3
3576,2007,40133,3
3577,2007,40135,6
3578,2007,40137,1
3579,2007,40139,6
3580,2007,40143,5
3581,2007,40145,1
3582,2007,40147,3
3583,2007,40149,1
3584,2007,40151,1
3585,2007,40153,2
3586,2007,41001,5
3587,2007,41011,1
3588,2007,41017,1
3589,2007,41019,4
3590,2007,41023,2
3591,2007,41025,2
3592,2007,41029,3
3593,2007,41031,3
3594,2007,41035,4
3595,2007,41037,1
3596,2007,41039,3
3597,2007,41043,3
3598,2007,41045,1
3599,2007,41047,3
3600,2007,41049,3
3601,2007,41051,4
3602,2007,41055,2
3603,2007,41059,6
3604,2007,41061,4
3605,2007,41067,1
3606,2007,42001,2
3607,2007,42003,9
3608,2007,42007,2
3609,2007,42009,9
3610,2007,42011,10
3611,2007,42013,3
3612,2007,42015,6
3613,2007,42017,8
3614,2007,42019,5
3615,2007,42021,2
3616,2007,42025,1
3617,2007,42027,5
3618,2007,42029,2
3619,2007,42031,1
3620,2007,42033,2
3621,2007,42035,4
3622,2007,42037,5
3623,2007,42039,1
3624,2007,42041,9
3625,2007,42043,7
3626,2007,42045,2
3627,2007,42049,11
3628,2007,42051,1
3629,2007,42055,3
3630,2007,42057,2
3631,2007,42059,2
3632,2007,42061,3
3633,2007,42065,5
3634,2007,42067,1
3635,2007,42069,2
3636,2007,42071,7
3637,2007,42073,2
3638,2007,42075,7
3639,2007,42077,3
3640,2007,42079,9
3641,2007,42081,4
3642,2007,42085,1
3643,2007,42087,3
3644,2007,42089,2
3645,2007,42091,2
3646,2007,42095,1
3647,2007,42097,2
3648,2007,42099,3
3649,2007,42103,2
3650,2007,42107,8
3651,2007,42109,1
3652,2007,42111,3
3653,2007,42115,4
3654,2007,42117,5
3655,2007,42121,2
3656,2007,42123,2
3657,2007,42125,3
3658,2007,42127,2
3659,2007,42129,6
3660,2007,42133,6
3661,2007,44003,1
3662,2007,44007,1
3663,2007,45003,11
3664,2007,45007,5
3665,2007,45009,1
3666,2007,45015,5
3667,2007,45017,2
3668,2007,45019,8
3669,2007,45021,8
3670,2007,45023,2
3671,2007,45025,5
3672,2007,45029,6
3673,2007,45033,3
3674,2007,45035,7
3675,2007,45037,1
3676,2007,45039,4
3677,2007,45041,5
3678,2007,45043,3
3679,2007,45045,7
3680,2007,45047,2
3681,2007,45049,1
3682,2007,45051,2
3683,2007,45053,3
3684,2007,45059,3
3685,2007,45061,2
3686,2007,45063,8
3687,2007,45067,4
3688,2007,45071,4
3689,2007,45073,1
3690,2007,45075,8
3691,2007,45079,8
3692,2007,45081,2
3693,2007,45083,13
3694,2007,45085,3
3695,2007,45087,1
3696,2007,45089,1
3697,2007,45091,7
3698,2007,46003,2
3699,2007,46005,3
3700,2007,46011,4
3701,2007,46013,1
3702,2007,46015,3
3703,2007,46019,3
3704,2007,46021,1
3705,2007,46023,1
3706,2007,46027,1
3707,2007,46029,3
3708,2007,46033,1
3709,2007,46035,3
3710,2007,46037,2
3711,2007,46047,3
3712,2007,46051,1
3713,2007,46053,2
3714,2007,46055,1
3715,2007,46057,1
3716,2007,46063,1
3717,2007,46065,2
3718,2007,46071,2
3719,2007,46075,1
3720,2007,46079,2
3721,2007,46083,3
3722,2007,46085,4
3723,2007,46087,1
3724,2007,46093,2
3725,2007,46099,9
3726,2007,46101,2
3727,2007,46103,2
3728,2007,46105,2
3729,2007,46109,3
3730,2007,46115,1
3731,2007,46119,1
3732,2007,46121,1
3733,2007,46123,1
3734,2007,46125,1
3735,2007,46129,1
3736,2007,46135,3
3737,2007,47001,2
3738,2007,47005,2
3739,2007,47011,3
3740,2007,47013,1
3741,2007,47021,1
3742,2007,47023,2
3743,2007,47029,4
3744,2007,47031,3
3745,2007,47035,2
3746,2007,47037,9
3747,2007,47043,1
3748,2007,47047,3
3749,2007,47053,5
3750,2007,47055,1
3751,2007,47059,4
3752,2007,47065,7
3753,2007,47069,2
3754,2007,47071,3
3755,2007,47075,5
3756,2007,47077,3
3757,2007,47079,1
3758,2007,47085,1
3759,2007,47089,6
3760,2007,47091,1
3761,2007,47093,12
3762,2007,47097,1
3763,2007,47099,1
3764,2007,47103,1
3765,2007,47107,2
3766,2007,47109,1
3767,2007,47113,6
3768,2007,47115,4
3769,2007,47117,2
3770,2007,47119,4
3771,2007,47123,4
3772,2007,47125,1
3773,2007,47131,1
3774,2007,47133,1
3775,2007,47141,5
3776,2007,47145,3
3777,2007,47147,2
3778,2007,47149,5
3779,2007,47157,10
3780,2007,47163,2
3781,2007,47167,1
3782,2007,47171,1
3783,2007,47177,2
3784,2007,47187,3
3785,2007,47189,3
3786,2007,48003,1
3787,2007,48005,8
3788,2007,48013,2
3789,2007,48015,3
3790,2007,48021,3
3791,2007,48023,2
3792,2007,48027,5
3793,2007,48029,17
3794,2007,48031,1
3795,2007,48037,5
3796,2007,48039,6
3797,2007,48041,2
3798,2007,48047,1
3799,2007,48049,1
3800,2007,48055,3
3801,2007,48057,2
3802,2007,48061,5
3803,2007,48065,2
3804,2007,48067,2
3805,2007,48069,2
3806,2007,48071,3
3807,2007,48073,4
3808,2007,48075,4
3809,2007,48077,1
3810,2007,48081,1
3811,2007,48085,4
3812,2007,48089,1
3813,2007,48095,1
3814,2007,48097,3
3815,2007,48099,2
3816,2007,48105,2
3817,2007,48107,1
3818,2007,48109,4
3819,2007,48111,1
3820,2007,48113,18
3821,2007,48117,2
3822,2007,48121,10
3823,2007,48131,2
3824,2007,48133,3
3825,2007,48135,3
3826,2007,48139,8
3827,2007,48141,7
3828,2007,48145,2
3829,2007,48147,1
3830,2007,48149,3
3831,2007,48157,6
3832,2007,48159,2
3833,2007,48161,5
3834,2007,48163,3
3835,2007,48165,3
3836,2007,48167,4
3837,2007,48169,1
3838,2007,48171,2
3839,2007,48177,2
3840,2007,48179,2
3841,2007,48181,2
3842,2007,48183,3
3843,2007,48185,1
3844,2007,48187,5
3845,2007,48189,2
3846,2007,48191,1
3847,2007,48193,2
3848,2007,48199,1
3849,2007,48201,56
3850,2007,48203,3
3851,2007,48207,1
3852,2007,48209,3
3853,2007,48211,1
3854,2007,48213,1
3855,2007,48215,11
3856,2007,48217,7
3857,2007,48221,1
3858,2007,48223,1
3859,2007,48225,1
3860,2007,48227,2
3861,2007,48229,2
3862,2007,48233,1
3863,2007,48239,2
3864,2007,48241,2
3865,2007,48245,2
3866,2007,48249,5
3867,2007,48251,1
3868,2007,48253,2
3869,2007,48255,1
3870,2007,48257,7
3871,2007,48267,6
3872,2007,48269,1
3873,2007,48271,1
3874,2007,48273,4
3875,2007,48277,4
3876,2007,48279,2
3877,2007,48283,2
3878,2007,48287,1
3879,2007,48289,4
3880,2007,48291,1
3881,2007,48293,1
3882,2007,48295,1
3883,2007,48297,5
3884,2007,48299,1
3885,2007,48303,7
3886,2007,48307,1
3887,2007,48309,5
3888,2007,48317,1
3889,2007,48321,1
3890,2007,48323,3
3891,2007,48325,2
3892,2007,48329,5
3893,2007,48331,2
3894,2007,48337,1
3895,2007,48339,6
3896,2007,48341,2
3897,2007,48343,3
3898,2007,48347,5
3899,2007,48349,3
3900,2007,48351,2
3901,2007,48353,2
3902,2007,48355,8
3903,2007,48357,3
3904,2007,48359,2
3905,2007,48361,5
3906,2007,48363,1
3907,2007,48365,1
3908,2007,48367,7
3909,2007,48369,2
3910,2007,48371,5
3911,2007,48373,5
3912,2007,48375,4
3913,2007,48379,1
3914,2007,48381,6
3915,2007,48389,2
3916,2007,48391,1
3917,2007,48395,1
3918,2007,48397,4
3919,2007,48401,1
3920,2007,48405,1
3921,2007,48407,3
3922,2007,48409,2
3923,2007,48411,1
3924,2007,48415,2
3925,2007,48419,1
3926,2007,48421,2
3927,2007,48423,7
3928,2007,48431,1
3929,2007,48435,1
3930,2007,48437,1
3931,2007,48439,7
3932,2007,48441,6
3933,2007,48443,2
3934,2007,48445,1
3935,2007,48449,4
3936,2007,48451,5
3937,2007,48453,4
3938,2007,48455,1
3939,2007,48457,1
3940,2007,48459,2
3941,2007,48463,1
3942,2007,48465,3
3943,2007,48467,4
3944,2007,48469,5
3945,2007,48471,3
3946,2007,48473,6
3947,2007,48475,3
3948,2007,48477,3
3949,2007,48479,10
3950,2007,48481,5
3951,2007,48483,4
3952,2007,48485,3
3953,2007,48487,2
3954,2007,48491,3
3955,2007,48497,8
3956,2007,48499,1
3957,2007,49001,3
3958,2007,49003,8
3959,2007,49005,1
3960,2007,49007,2
3961,2007,49011,3
3962,2007,49013,1
3963,2007,49015,2
3964,2007,49017,3
3965,2007,49021,4
3966,2007,49023,3
3967,2007,49025,2
3968,2007,49027,6
3969,2007,49035,5
3970,2007,49037,1
3971,2007,49041,4
3972,2007,49043,5
3973,2007,49045,2
3974,2007,49047,1
3975,2007,49049,3
3976,2007,49051,1
3977,2007,49053,5
3978,2007,49057,4
3979,2007,50001,1
3980,2007,50007,2
3981,2007,50011,6
3982,2007,50013,2
3983,2007,50015,2
3984,2007,50017,1
3985,2007,50019,3
3986,2007,50021,3
3987,2007,50023,1
3988,2007,50025,3
3989,2007,50027,1
3990,2007,51001,1
3991,2007,51007,1
3992,2007,51009,4
3993,2007,51011,1
3994,2007,51015,5
3995,2007,51019,3
3996,2007,51021,2
3997,2007,51023,3
3998,2007,51025,2
3999,2007,51031,3
4000,2007,51033,5
4001,2007,51035,3
4002,2007,51041,2
4003,2007,51061,2
4004,2007,51067,1
4005,2007,51069,3
4006,2007,51071,1
4007,2007,51073,1
4008,2007,51077,1
4009,2007,51079,1
4010,2007,51081,4
4011,2007,51083,2
4012,2007,51085,4
4013,2007,51087,2
4014,2007,51089,5
4015,2007,51095,1
4016,2007,51101,1
4017,2007,51107,1
4018,2007,51109,1
4019,2007,51111,1
4020,2007,51117,4
4021,2007,51119,1
4022,2007,51121,4
4023,2007,51125,1
4024,2007,51127,2
4025,2007,51131,1
4026,2007,51135,1
4027,2007,51143,6
4028,2007,51149,4
4029,2007,51153,1
4030,2007,51155,3
4031,2007,51163,6
4032,2007,51165,1
4033,2007,51167,1
4034,2007,51169,1
4035,2007,51171,4
4036,2007,51173,2
4037,2007,51175,3
4038,2007,51179,1
4039,2007,51183,2
4040,2007,51185,1
4041,2007,51187,1
4042,2007,51191,2
4043,2007,51195,4
4044,2007,51197,11
4045,2007,51520,1
4046,2007,51550,2
4047,2007,51630,1
4048,2007,51650,1
4049,2007,51680,2
4050,2007,51700,1
4051,2007,51710,1
4052,2007,51740,1
4053,2007,51770,1
4054,2007,51800,5
4055,2007,51810,1
4056,2007,53001,3
4057,2007,53005,4
4058,2007,53007,2
4059,2007,53011,1
4060,2007,53015,2
4061,2007,53017,2
4062,2007,53021,2
4063,2007,53023,1
4064,2007,53025,2
4065,2007,53027,1
4066,2007,53033,8
4067,2007,53037,6
