,year,county,cnt
6471,2014,10003,8
6472,2014,10005,8
6473,2014,12001,2
6474,2014,12003,3
6475,2014,12005,3
6476,2014,12009,5
6477,2014,12011,7
6478,2014,12015,2
6479,2014,12019,3
6480,2014,12021,1
6481,2014,12023,4
6482,2014,12031,7
6483,2014,12033,2
6484,2014,12039,2
6485,2014,12047,3
6486,2014,12051,2
6487,2014,12053,1
6488,2014,12055,3
6489,2014,12057,10
6490,2014,12061,3
6491,2014,12063,6
6492,2014,12065,1
6493,2014,12067,2
6494,2014,12069,5
6495,2014,12071,1
6496,2014,12079,3
6497,2014,12081,2
6498,2014,12083,6
6499,2014,12086,9
6500,2014,12093,3
6501,2014,12095,6
6502,2014,12097,3
6503,2014,12099,4
6504,2014,12101,4
6505,2014,12103,3
6506,2014,12105,10
6507,2014,12107,1
6508,2014,12109,4
6509,2014,12111,4
6510,2014,12113,1
6511,2014,12115,1
6512,2014,12117,1
6513,2014,12119,7
6514,2014,12121,1
6515,2014,12123,3
6516,2014,12125,1
6517,2014,12127,1
6518,2014,12129,1
6519,2014,12131,1
6520,2014,13001,2
6521,2014,13003,3
6522,2014,13005,3
6523,2014,13011,2
6524,2014,13013,3
6525,2014,13015,7
6526,2014,13017,1
6527,2014,13021,4
6528,2014,13023,1
6529,2014,13029,3
6530,2014,13031,3
6531,2014,13035,7
6532,2014,13039,6
6533,2014,13043,3
6534,2014,13045,6
6535,2014,13047,4
6536,2014,13049,1
6537,2014,13051,5
6538,2014,13053,1
6539,2014,13055,1
6540,2014,13059,2
6541,2014,13063,3
6542,2014,13065,1
6543,2014,13067,1
6544,2014,13069,4
6545,2014,13071,2
6546,2014,13073,3
6547,2014,13075,2
6548,2014,13077,2
6549,2014,13081,1
6550,2014,13083,4
6551,2014,13087,5
6552,2014,13089,7
6553,2014,13091,1
6554,2014,13093,2
6555,2014,13095,2
6556,2014,13097,1
6557,2014,13101,4
6558,2014,13103,1
6559,2014,13105,3
6560,2014,13107,1
6561,2014,13111,1
6562,2014,13113,1
6563,2014,13115,5
6564,2014,13117,1
6565,2014,13119,5
6566,2014,13121,8
6567,2014,13127,4
6568,2014,13129,2
6569,2014,13131,2
6570,2014,13133,1
6571,2014,13135,1
6572,2014,13137,1
6573,2014,13139,3
6574,2014,13143,4
6575,2014,13145,2
6576,2014,13151,2
6577,2014,13153,3
6578,2014,13155,1
6579,2014,13157,4
6580,2014,13161,2
6581,2014,13163,4
6582,2014,13165,1
6583,2014,13175,6
6584,2014,13179,1
6585,2014,13181,1
6586,2014,13185,3
6587,2014,13189,3
6588,2014,13191,1
6589,2014,13197,1
6590,2014,13205,2
6591,2014,13207,1
6592,2014,13209,1
6593,2014,13211,2
6594,2014,13213,3
6595,2014,13215,4
6596,2014,13217,1
6597,2014,13219,2
6598,2014,13225,4
6599,2014,13233,3
6600,2014,13237,2
6601,2014,13241,1
6602,2014,13245,5
6603,2014,13251,1
6604,2014,13253,1
6605,2014,13259,1
6606,2014,13261,4
6607,2014,13271,1
6608,2014,13273,2
6609,2014,13275,7
6610,2014,13277,2
6611,2014,13279,1
6612,2014,13285,4
6613,2014,13287,1
6614,2014,13289,2
6615,2014,13293,2
6616,2014,13297,1
6617,2014,13299,3
6618,2014,13303,1
6619,2014,13305,2
6620,2014,13309,1
6621,2014,13311,1
6622,2014,13313,4
6623,2014,13317,1
6624,2014,13321,1
6625,2014,16001,2
6626,2014,16003,1
6627,2014,16005,6
6628,2014,16007,1
6629,2014,16011,6
6630,2014,16017,2
6631,2014,16019,5
6632,2014,16021,1
6633,2014,16023,1
6634,2014,16027,7
6635,2014,16031,1
6636,2014,16033,1
6637,2014,16035,1
6638,2014,16039,2
6639,2014,16047,3
6640,2014,16049,1
6641,2014,16051,1
6642,2014,16053,3
6643,2014,16055,4
6644,2014,16059,1
6645,2014,16067,2
6646,2014,16069,2
6647,2014,16073,1
6648,2014,16079,1
6649,2014,17005,1
6650,2014,17007,3
6651,2014,17009,2
6652,2014,17011,2
6653,2014,17017,2
6654,2014,17019,4
6655,2014,17023,2
6656,2014,17025,1
6657,2014,17027,1
6658,2014,17031,19
6659,2014,17033,1
6660,2014,17035,1
6661,2014,17037,2
6662,2014,17039,1
6663,2014,17041,2
6664,2014,17043,7
6665,2014,17049,6
6666,2014,17051,3
6667,2014,17055,1
6668,2014,17063,2
6669,2014,17073,4
6670,2014,17075,4
6671,2014,17081,5
6672,2014,17085,3
6673,2014,17089,4
6674,2014,17091,3
6675,2014,17093,4
6676,2014,17095,3
6677,2014,17097,8
6678,2014,17099,10
6679,2014,17103,1
6680,2014,17105,5
6681,2014,17107,1
6682,2014,17113,11
6683,2014,17115,3
6684,2014,17119,5
6685,2014,17125,1
6686,2014,17127,1
6687,2014,17135,2
6688,2014,17137,2
6689,2014,17141,5
6690,2014,17143,4
6691,2014,17147,1
6692,2014,17149,2
6693,2014,17153,1
6694,2014,17159,1
6695,2014,17161,2
6696,2014,17163,2
6697,2014,17167,5
6698,2014,17177,1
6699,2014,17179,3
6700,2014,17183,3
6701,2014,17189,3
6702,2014,17193,2
6703,2014,17195,1
6704,2014,17197,10
6705,2014,17199,1
6706,2014,17201,10
6707,2014,17203,4
6708,2014,18001,2
6709,2014,18003,6
6710,2014,18005,1
6711,2014,18007,1
6712,2014,18011,5
6713,2014,18017,1
6714,2014,18019,2
6715,2014,18021,3
6716,2014,18023,1
6717,2014,18025,2
6718,2014,18027,1
6719,2014,18029,2
6720,2014,18031,2
6721,2014,18033,3
6722,2014,18035,7
6723,2014,18037,1
6724,2014,18039,10
6725,2014,18043,1
6726,2014,18045,1
6727,2014,18049,1
6728,2014,18051,4
6729,2014,18053,5
6730,2014,18055,4
6731,2014,18059,2
6732,2014,18063,3
6733,2014,18065,5
6734,2014,18067,2
6735,2014,18069,1
6736,2014,18071,1
6737,2014,18073,8
6738,2014,18075,1
6739,2014,18081,4
6740,2014,18083,2
6741,2014,18085,1
6742,2014,18087,4
6743,2014,18089,15
6744,2014,18091,7
6745,2014,18093,2
6746,2014,18095,1
6747,2014,18097,4
6748,2014,18099,2
6749,2014,18101,1
6750,2014,18103,1
6751,2014,18105,1
6752,2014,18107,1
6753,2014,18109,3
6754,2014,18111,2
6755,2014,18127,8
6756,2014,18129,1
6757,2014,18131,3
6758,2014,18133,1
6759,2014,18135,1
6760,2014,18141,3
6761,2014,18143,1
6762,2014,18145,3
6763,2014,18147,1
6764,2014,18149,2
6765,2014,18151,6
6766,2014,18153,2
6767,2014,18157,2
6768,2014,18163,2
6769,2014,18165,1
6770,2014,18167,1
6771,2014,18169,1
6772,2014,18177,2
6773,2014,18183,1
6774,2014,19001,2
6775,2014,19005,3
6776,2014,19007,1
6777,2014,19011,2
6778,2014,19013,5
6779,2014,19017,2
6780,2014,19019,1
6781,2014,19021,1
6782,2014,19023,1
6783,2014,19027,2
6784,2014,19029,1
6785,2014,19031,2
6786,2014,19033,2
6787,2014,19035,1
6788,2014,19037,2
6789,2014,19039,3
6790,2014,19041,1
6791,2014,19043,1
6792,2014,19045,4
6793,2014,19047,1
6794,2014,19049,1
6795,2014,19053,1
6796,2014,19055,3
6797,2014,19057,2
6798,2014,19059,1
6799,2014,19061,6
6800,2014,19063,1
6801,2014,19065,1
6802,2014,19067,2
6803,2014,19069,1
6804,2014,19071,2
6805,2014,19073,1
6806,2014,19075,1
6807,2014,19077,1
6808,2014,19079,5
6809,2014,19085,2
6810,2014,19087,1
6811,2014,19089,3
6812,2014,19091,2
6813,2014,19093,1
6814,2014,19095,2
6815,2014,19099,4
6816,2014,19101,1
6817,2014,19103,2
6818,2014,19105,3
6819,2014,19109,2
6820,2014,19111,4
6821,2014,19113,3
6822,2014,19115,2
6823,2014,19117,2
6824,2014,19121,1
6825,2014,19123,1
6826,2014,19125,1
6827,2014,19127,2
6828,2014,19133,2
6829,2014,19137,2
6830,2014,19139,4
6831,2014,19143,2
6832,2014,19149,1
6833,2014,19153,5
6834,2014,19155,6
6835,2014,19157,3
6836,2014,19163,5
6837,2014,19165,1
6838,2014,19167,1
6839,2014,19169,1
6840,2014,19171,2
6841,2014,19177,1
6842,2014,19179,5
6843,2014,19181,1
6844,2014,19183,3
6845,2014,19187,1
6846,2014,19191,1
6847,2014,19193,4
6848,2014,19197,1
6849,2014,20001,2
6850,2014,20005,1
6851,2014,20007,2
6852,2014,20009,1
6853,2014,20011,2
6854,2014,20013,1
6855,2014,20015,4
6856,2014,20017,1
6857,2014,20021,1
6858,2014,20031,2
6859,2014,20035,2
6860,2014,20039,2
6861,2014,20043,1
6862,2014,20045,1
6863,2014,20051,3
6864,2014,20053,2
6865,2014,20055,2
6866,2014,20057,3
6867,2014,20059,1
6868,2014,20061,2
6869,2014,20063,1
6870,2014,20065,1
6871,2014,20067,2
6872,2014,20069,1
6873,2014,20071,1
6874,2014,20073,1
6875,2014,20075,2
6876,2014,20077,2
6877,2014,20079,3
6878,2014,20081,1
6879,2014,20085,1
6880,2014,20091,2
6881,2014,20093,2
6882,2014,20097,1
6883,2014,20099,1
6884,2014,20107,1
6885,2014,20109,2
6886,2014,20111,4
6887,2014,20113,2
6888,2014,20115,1
6889,2014,20119,1
6890,2014,20123,2
6891,2014,20125,2
6892,2014,20131,2
6893,2014,20137,1
6894,2014,20141,1
6895,2014,20147,1
6896,2014,20149,2
6897,2014,20151,1
6898,2014,20155,1
6899,2014,20161,2
6900,2014,20165,1
6901,2014,20167,2
6902,2014,20169,6
6903,2014,20171,1
6904,2014,20173,3
6905,2014,20175,2
6906,2014,20177,1
6907,2014,20179,1
6908,2014,20181,3
6909,2014,20183,1
6910,2014,20185,2
6911,2014,20187,1
6912,2014,20191,2
6913,2014,20193,3
6914,2014,20195,1
6915,2014,20197,1
6916,2014,20201,1
6917,2014,20203,1
6918,2014,20205,2
6919,2014,20207,1
6920,2014,20209,5
6921,2014,21011,1
6922,2014,21013,2
6923,2014,21015,5
6924,2014,21019,7
6925,2014,21021,1
6926,2014,21025,1
6927,2014,21027,1
6928,2014,21029,5
6929,2014,21031,1
6930,2014,21035,1
6931,2014,21037,1
6932,2014,21039,1
6933,2014,21041,1
6934,2014,21043,3
6935,2014,21047,4
6936,2014,21049,4
6937,2014,21059,2
6938,2014,21061,1
6939,2014,21067,1
6940,2014,21069,1
6941,2014,21071,1
6942,2014,21073,1
6943,2014,21081,1
6944,2014,21083,1
6945,2014,21085,1
6946,2014,21089,1
6947,2014,21091,1
6948,2014,21093,3
6949,2014,21099,2
6950,2014,21101,1
6951,2014,21107,2
6952,2014,21111,2
6953,2014,21113,1
6954,2014,21121,3
6955,2014,21125,3
6956,2014,21127,1
6957,2014,21133,1
6958,2014,21135,3
6959,2014,21141,1
6960,2014,21143,1
6961,2014,21145,3
6962,2014,21151,3
6963,2014,21157,2
6964,2014,21161,3
6965,2014,21163,1
6966,2014,21173,2
6967,2014,21179,2
6968,2014,21183,2
6969,2014,21187,1
6970,2014,21195,1
6971,2014,21199,2
6972,2014,21203,2
6973,2014,21205,1
6974,2014,21207,2
6975,2014,21209,2
6976,2014,21211,3
6977,2014,21213,5
6978,2014,21217,1
6979,2014,21223,2
6980,2014,21225,2
6981,2014,21227,3
6982,2014,21229,1
6983,2014,21235,3
6984,2014,22001,6
6985,2014,22003,1
6986,2014,22005,5
6987,2014,22007,3
6988,2014,22009,3
6989,2014,22011,1
6990,2014,22013,3
6991,2014,22015,3
6992,2014,22017,13
6993,2014,22019,18
6994,2014,22021,2
6995,2014,22025,1
6996,2014,22027,1
6997,2014,22029,3
6998,2014,22031,4
6999,2014,22033,3
7000,2014,22037,1
7001,2014,22043,1
7002,2014,22045,2
7003,2014,22047,4
7004,2014,22049,2
7005,2014,22051,5
7006,2014,22053,2
7007,2014,22055,12
7008,2014,22057,8
7009,2014,22061,1
7010,2014,22063,5
7011,2014,22065,8
7012,2014,22067,1
7013,2014,22069,4
7014,2014,22071,8
7015,2014,22073,5
7016,2014,22075,1
7017,2014,22077,4
7018,2014,22079,8
7019,2014,22081,2
7020,2014,22083,2
7021,2014,22085,1
7022,2014,22087,1
7023,2014,22089,3
7024,2014,22091,3
7025,2014,22093,5
7026,2014,22095,3
7027,2014,22097,5
7028,2014,22099,8
7029,2014,22101,5
7030,2014,22103,6
7031,2014,22105,11
7032,2014,22109,8
7033,2014,22117,1
7034,2014,22119,10
7035,2014,22121,10
7036,2014,22125,1
7037,2014,22127,3
7038,2014,23001,3
7039,2014,23003,4
7040,2014,23005,4
7041,2014,23007,2
7042,2014,23009,1
7043,2014,23011,2
7044,2014,23013,1
7045,2014,23017,1
7046,2014,23019,3
7047,2014,23023,1
7048,2014,23025,2
7049,2014,23027,2
7050,2014,23029,4
7051,2014,23031,4
7052,2014,24001,2
7053,2014,24003,2
7054,2014,24005,3
7055,2014,24009,1
7056,2014,24011,1
7057,2014,24013,2
7058,2014,24015,5
7059,2014,24017,1
7060,2014,24019,2
7061,2014,24021,1
7062,2014,24023,3
7063,2014,24025,2
7064,2014,24027,1
7065,2014,24029,1
7066,2014,24031,1
7067,2014,24033,3
7068,2014,24035,2
7069,2014,24037,1
7070,2014,24039,1
7071,2014,24041,1
7072,2014,24043,7
7073,2014,24045,2
7074,2014,24510,3
7075,2014,25003,2
7076,2014,25005,1
7077,2014,25009,2
7078,2014,25011,1
7079,2014,25013,8
7080,2014,25017,10
7081,2014,25021,3
7082,2014,25023,2
7083,2014,25025,1
7084,2014,25027,12
7085,2014,26003,2
7086,2014,26005,5
7087,2014,26013,2
7088,2014,26015,2
7089,2014,26017,2
7090,2014,26021,7
7091,2014,26025,11
7092,2014,26027,1
7093,2014,26031,1
7094,2014,26033,3
7095,2014,26035,6
7096,2014,26037,2
7097,2014,26039,1
7098,2014,26041,3
7099,2014,26043,3
7100,2014,26045,2
7101,2014,26047,1
7102,2014,26049,7
7103,2014,26051,2
7104,2014,26053,8
7105,2014,26057,4
7106,2014,26059,1
7107,2014,26061,2
7108,2014,26063,1
7109,2014,26065,2
7110,2014,26067,3
7111,2014,26069,2
7112,2014,26071,3
7113,2014,26073,2
7114,2014,26075,2
7115,2014,26077,7
7116,2014,26079,3
7117,2014,26081,11
7118,2014,26087,5
7119,2014,26089,2
7120,2014,26091,2
7121,2014,26093,2
7122,2014,26095,3
7123,2014,26097,1
7124,2014,26099,7
7125,2014,26101,2
7126,2014,26103,5
7127,2014,26107,2
7128,2014,26109,2
7129,2014,26111,1
7130,2014,26115,9
7131,2014,26117,3
7132,2014,26121,2
7133,2014,26123,2
7134,2014,26125,1
7135,2014,26127,2
7136,2014,26129,2
7137,2014,26131,1
7138,2014,26133,2
7139,2014,26135,1
7140,2014,26137,3
7141,2014,26139,1
7142,2014,26143,2
7143,2014,26145,7
7144,2014,26147,12
7145,2014,26149,1
7146,2014,26151,4
7147,2014,26153,2
7148,2014,26155,3
7149,2014,26159,3
7150,2014,26161,7
7151,2014,26163,20
7152,2014,26165,4
7153,2014,27003,4
7154,2014,27005,2
7155,2014,27007,5
7156,2014,27009,3
7157,2014,27011,2
7158,2014,27013,3
7159,2014,27017,3
7160,2014,27019,2
7161,2014,27021,3
7162,2014,27023,2
7163,2014,27025,1
7164,2014,27027,2
7165,2014,27033,1
7166,2014,27035,2
7167,2014,27037,5
7168,2014,27039,1
7169,2014,27041,2
7170,2014,27043,3
7171,2014,27047,3
7172,2014,27049,4
7173,2014,27053,2
7174,2014,27061,5
7175,2014,27063,2
7176,2014,27067,3
7177,2014,27069,1
7178,2014,27071,3
7179,2014,27073,1
7180,2014,27075,1
7181,2014,27083,2
7182,2014,27085,1
7183,2014,27091,4
7184,2014,27093,1
7185,2014,27095,2
7186,2014,27097,3
7187,2014,27099,1
7188,2014,27105,4
7189,2014,27109,3
7190,2014,27111,4
7191,2014,27113,1
7192,2014,27115,1
7193,2014,27117,1
7194,2014,27119,2
7195,2014,27123,1
7196,2014,27129,3
7197,2014,27131,3
7198,2014,27133,1
7199,2014,27135,2
7200,2014,27137,8
7201,2014,27139,2
7202,2014,27141,1
7203,2014,27143,1
7204,2014,27145,11
7205,2014,27147,1
7206,2014,27149,1
7207,2014,27151,2
7208,2014,27157,1
7209,2014,27165,2
7210,2014,27167,1
7211,2014,27169,4
7212,2014,27171,4
7213,2014,28001,2
7214,2014,28003,4
7215,2014,28007,2
7216,2014,28009,1
7217,2014,28011,2
7218,2014,28015,1
7219,2014,28017,2
7220,2014,28019,1
7221,2014,28023,1
7222,2014,28025,3
7223,2014,28027,3
7224,2014,28029,2
7225,2014,28031,1
7226,2014,28033,2
7227,2014,28035,4
7228,2014,28037,1
7229,2014,28039,1
7230,2014,28041,1
7231,2014,28043,3
7232,2014,28047,7
7233,2014,28049,4
7234,2014,28057,2
7235,2014,28059,2
7236,2014,28061,3
7237,2014,28067,5
7238,2014,28069,1
7239,2014,28073,4
7240,2014,28075,10
7241,2014,28079,1
7242,2014,28081,5
7243,2014,28085,3
7244,2014,28087,4
7245,2014,28089,4
7246,2014,28091,3
7247,2014,28093,4
7248,2014,28095,2
7249,2014,28097,1
7250,2014,28099,2
7251,2014,28101,1
7252,2014,28103,1
7253,2014,28105,1
7254,2014,28107,4
7255,2014,28109,1
7256,2014,28111,4
7257,2014,28113,2
7258,2014,28115,3
7259,2014,28117,3
7260,2014,28121,9
7261,2014,28123,2
7262,2014,28127,1
7263,2014,28131,1
7264,2014,28137,2
7265,2014,28139,2
7266,2014,28145,3
7267,2014,28147,1
7268,2014,28149,3
7269,2014,28151,2
7270,2014,28153,1
7271,2014,28159,1
7272,2014,28161,4
7273,2014,28163,1
7274,2014,29003,2
7275,2014,29005,2
7276,2014,29007,1
7277,2014,29009,2
7278,2014,29011,2
7279,2014,29013,1
7280,2014,29015,1
7281,2014,29019,2
7282,2014,29021,7
7283,2014,29023,2
7284,2014,29027,6
7285,2014,29031,2
7286,2014,29033,2
7287,2014,29035,2
7288,2014,29037,2
7289,2014,29043,1
7290,2014,29045,2
7291,2014,29047,4
7292,2014,29049,1
7293,2014,29053,3
7294,2014,29055,1
7295,2014,29061,2
7296,2014,29063,2
7297,2014,29069,1
7298,2014,29071,3
7299,2014,29077,9
7300,2014,29081,5
7301,2014,29083,2
7302,2014,29087,2
7303,2014,29091,2
7304,2014,29095,8
7305,2014,29097,7
7306,2014,29099,6
7307,2014,29105,1
7308,2014,29107,4
7309,2014,29109,1
7310,2014,29111,1
7311,2014,29113,2
7312,2014,29117,1
7313,2014,29119,2
7314,2014,29123,1
7315,2014,29127,6
7316,2014,29131,1
7317,2014,29133,2
7318,2014,29139,2
7319,2014,29143,6
7320,2014,29145,7
7321,2014,29147,1
7322,2014,29149,1
7323,2014,29155,5
7324,2014,29157,4
7325,2014,29159,2
7326,2014,29161,1
7327,2014,29163,3
7328,2014,29165,3
7329,2014,29169,2
7330,2014,29175,2
7331,2014,29177,2
7332,2014,29183,3
7333,2014,29185,2
7334,2014,29186,2
7335,2014,29187,1
7336,2014,29189,5
7337,2014,29195,1
7338,2014,29197,1
7339,2014,29201,2
7340,2014,29213,1
7341,2014,29215,2
7342,2014,29217,2
7343,2014,29219,1
7344,2014,29229,2
7345,2014,29510,6
7346,2014,30001,1
7347,2014,30003,3
7348,2014,30005,1
7349,2014,30013,2
7350,2014,30017,2
7351,2014,30021,1
7352,2014,30027,2
7353,2014,30029,4
7354,2014,30031,3
7355,2014,30035,1
7356,2014,30041,1
7357,2014,30043,2
7358,2014,30047,1
7359,2014,30049,1
7360,2014,30053,3
7361,2014,30055,1
7362,2014,30061,2
7363,2014,30063,7
7364,2014,30067,2
7365,2014,30071,1
7366,2014,30073,1
7367,2014,30075,1
7368,2014,30077,2
7369,2014,30081,1
7370,2014,30085,1
7371,2014,30087,1
7372,2014,30091,1
7373,2014,30093,2
7374,2014,30095,2
7375,2014,30097,1
7376,2014,30101,1
7377,2014,30111,6
7378,2014,31001,2
7379,2014,31013,1
7380,2014,31017,1
7381,2014,31019,3
7382,2014,31023,1
7383,2014,31025,2
7384,2014,31029,1
7385,2014,31031,4
7386,2014,31033,1
7387,2014,31039,2
7388,2014,31041,3
7389,2014,31043,1
7390,2014,31045,1
7391,2014,31047,5
7392,2014,31049,2
7393,2014,31053,2
7394,2014,31055,1
7395,2014,31067,2
7396,2014,31071,1
7397,2014,31079,7
7398,2014,31081,1
7399,2014,31083,1
7400,2014,31087,1
7401,2014,31089,2
7402,2014,31093,2
7403,2014,31095,1
7404,2014,31101,3
7405,2014,31109,5
7406,2014,31111,4
7407,2014,31119,2
7408,2014,31121,1
7409,2014,31123,1
7410,2014,31125,1
7411,2014,31129,1
7412,2014,31131,3
7413,2014,31137,1
7414,2014,31141,5
7415,2014,31143,1
7416,2014,31153,1
7417,2014,31157,1
7418,2014,31161,1
7419,2014,31165,2
7420,2014,31169,3
7421,2014,31171,1
7422,2014,31175,1
7423,2014,31177,1
7424,2014,31179,1
7425,2014,31185,5
7426,2014,32001,5
7427,2014,32003,13
7428,2014,32005,1
7429,2014,32007,5
7430,2014,32011,1
7431,2014,32013,3
7432,2014,32015,1
7433,2014,32017,1
7434,2014,32021,1
7435,2014,32023,5
7436,2014,32027,3
7437,2014,32029,1
7438,2014,32031,5
7439,2014,32033,2
7440,2014,33005,2
7441,2014,33009,3
7442,2014,33011,6
7443,2014,33013,2
7444,2014,33015,15
7445,2014,33017,1
7446,2014,34001,4
7447,2014,34003,12
7448,2014,34005,10
7449,2014,34007,4
7450,2014,34009,1
7451,2014,34011,2
7452,2014,34013,4
7453,2014,34015,5
7454,2014,34017,10
7455,2014,34019,6
7456,2014,34021,6
7457,2014,34023,14
7458,2014,34025,2
7459,2014,34027,2
7460,2014,34029,1
7461,2014,34031,1
7462,2014,34033,7
7463,2014,34037,3
7464,2014,34039,8
7465,2014,34041,7
7466,2014,35001,4
7467,2014,35005,1
7468,2014,35006,5
7469,2014,35007,2
7470,2014,35009,4
7471,2014,35013,5
7472,2014,35015,4
7473,2014,35019,3
7474,2014,35023,3
7475,2014,35025,5
7476,2014,35027,1
7477,2014,35029,1
7478,2014,35031,4
7479,2014,35035,5
7480,2014,35037,5
7481,2014,35043,2
7482,2014,35045,7
7483,2014,35047,2
7484,2014,35049,1
7485,2014,35051,1
7486,2014,35053,2
7487,2014,35057,4
7488,2014,35059,1
7489,2014,35061,1
7490,2014,36001,3
7491,2014,36007,5
7492,2014,36009,6
7493,2014,36011,4
7494,2014,36013,2
7495,2014,36015,2
7496,2014,36017,2
7497,2014,36019,6
7498,2014,36021,1
7499,2014,36023,3
7500,2014,36025,1
7501,2014,36029,10
7502,2014,36031,2
7503,2014,36033,4
7504,2014,36037,7
7505,2014,36039,2
7506,2014,36043,3
7507,2014,36045,5
7508,2014,36051,4
7509,2014,36053,4
7510,2014,36055,4
7511,2014,36057,4
7512,2014,36063,4
7513,2014,36065,6
7514,2014,36067,9
7515,2014,36069,6
7516,2014,36071,4
7517,2014,36075,5
7518,2014,36077,3
7519,2014,36081,1
7520,2014,36083,1
7521,2014,36087,2
7522,2014,36091,5
7523,2014,36093,3
7524,2014,36097,1
7525,2014,36099,3
7526,2014,36101,3
7527,2014,36103,1
7528,2014,36107,3
7529,2014,36111,2
7530,2014,36113,3
7531,2014,36115,1
7532,2014,36117,1
7533,2014,36119,1
7534,2014,37001,7
7535,2014,37007,1
7536,2014,37013,1
7537,2014,37015,1
7538,2014,37019,1
7539,2014,37021,4
7540,2014,37023,1
7541,2014,37025,4
7542,2014,37027,1
7543,2014,37031,2
7544,2014,37035,5
7545,2014,37037,1
7546,2014,37039,1
7547,2014,37045,3
7548,2014,37047,5
7549,2014,37049,2
7550,2014,37051,5
7551,2014,37057,3
7552,2014,37059,1
7553,2014,37061,3
7554,2014,37063,3
7555,2014,37065,2
7556,2014,37067,2
7557,2014,37069,2
7558,2014,37071,1
7559,2014,37077,1
7560,2014,37081,10
7561,2014,37083,1
7562,2014,37085,2
7563,2014,37087,3
7564,2014,37089,1
7565,2014,37091,2
7566,2014,37093,2
7567,2014,37097,4
7568,2014,37101,7
7569,2014,37105,4
7570,2014,37107,3
7571,2014,37111,2
7572,2014,37117,3
7573,2014,37119,6
7574,2014,37123,4
7575,2014,37125,1
7576,2014,37127,5
7577,2014,37129,5
7578,2014,37131,2
7579,2014,37133,5
7580,2014,37139,3
7581,2014,37141,3
7582,2014,37143,1
7583,2014,37147,6
7584,2014,37149,1
7585,2014,37151,10
7586,2014,37153,1
7587,2014,37155,7
7588,2014,37157,1
7589,2014,37159,1
7590,2014,37163,5
7591,2014,37165,2
7592,2014,37167,1
7593,2014,37171,3
7594,2014,37179,3
7595,2014,37181,1
7596,2014,37183,7
7597,2014,37187,3
7598,2014,37191,3
7599,2014,37193,3
7600,2014,37195,3
7601,2014,37197,2
7602,2014,38003,1
7603,2014,38007,1
7604,2014,38011,1
7605,2014,38015,4
7606,2014,38017,9
7607,2014,38031,1
7608,2014,38033,1
7609,2014,38035,4
7610,2014,38043,1
7611,2014,38045,2
7612,2014,38049,1
7613,2014,38053,1
7614,2014,38059,2
7615,2014,38067,2
7616,2014,38069,2
7617,2014,38071,2
7618,2014,38077,4
7619,2014,38079,1
7620,2014,38089,4
7621,2014,38093,3
7622,2014,38097,2
7623,2014,38101,4
7624,2014,38103,1
7625,2014,38105,6
7626,2014,39001,3
7627,2014,39003,6
7628,2014,39005,2
7629,2014,39007,7
7630,2014,39009,1
7631,2014,39011,1
7632,2014,39013,4
7633,2014,39015,3
7634,2014,39017,1
7635,2014,39023,1
7636,2014,39025,1
7637,2014,39027,2
7638,2014,39029,1
7639,2014,39031,1
7640,2014,39033,1
7641,2014,39035,6
7642,2014,39037,1
7643,2014,39041,2
7644,2014,39043,4
7645,2014,39045,2
7646,2014,39047,4
7647,2014,39049,5
7648,2014,39051,5
7649,2014,39053,1
7650,2014,39055,1
7651,2014,39059,3
7652,2014,39061,4
7653,2014,39063,2
7654,2014,39065,4
7655,2014,39069,3
7656,2014,39071,2
7657,2014,39075,1
7658,2014,39077,3
7659,2014,39079,3
7660,2014,39081,2
7661,2014,39083,1
7662,2014,39087,1
7663,2014,39089,5
7664,2014,39091,1
7665,2014,39093,4
7666,2014,39095,7
7667,2014,39097,3
7668,2014,39099,6
7669,2014,39101,1
7670,2014,39103,5
7671,2014,39107,2
7672,2014,39113,3
7673,2014,39115,1
7674,2014,39117,1
7675,2014,39119,2
7676,2014,39121,1
7677,2014,39123,4
7678,2014,39125,1
7679,2014,39129,3
7680,2014,39133,4
7681,2014,39135,4
7682,2014,39137,1
7683,2014,39139,2
7684,2014,39143,5
7685,2014,39145,3
7686,2014,39147,4
7687,2014,39149,2
7688,2014,39151,4
7689,2014,39153,3
7690,2014,39155,7
7691,2014,39157,2
7692,2014,39159,1
7693,2014,39161,1
7694,2014,39165,1
7695,2014,39167,4
7696,2014,39169,5
7697,2014,39171,4
7698,2014,39173,13
7699,2014,39175,2
7700,2014,40001,1
7701,2014,40005,4
7702,2014,40007,2
7703,2014,40009,5
7704,2014,40011,2
7705,2014,40013,3
7706,2014,40015,1
7707,2014,40017,2
7708,2014,40019,5
7709,2014,40023,2
7710,2014,40025,1
7711,2014,40027,1
7712,2014,40031,2
7713,2014,40033,1
7714,2014,40035,2
7715,2014,40037,1
7716,2014,40039,4
7717,2014,40041,2
7718,2014,40043,1
7719,2014,40047,3
7720,2014,40049,5
7721,2014,40051,4
7722,2014,40063,1
7723,2014,40065,1
7724,2014,40067,1
7725,2014,40071,5
7726,2014,40073,2
7727,2014,40075,1
7728,2014,40079,5
7729,2014,40081,2
7730,2014,40083,1
7731,2014,40085,2
7732,2014,40087,1
7733,2014,40089,5
7734,2014,40091,4
7735,2014,40093,3
7736,2014,40097,2
7737,2014,40099,1
7738,2014,40101,8
7739,2014,40103,4
7740,2014,40105,2
7741,2014,40107,2
