,year,zip5,cnt
167,2006,07728,2
168,2006,07827,2
169,2006,07832,1
170,2006,07833,2
171,2006,07836,1
172,2006,07843,1
173,2006,07852,1
174,2006,08002,1
175,2006,08016,1
176,2006,08022,1
177,2006,08030,1
178,2006,08037,2
179,2006,08054,1
180,2006,08060,1
181,2006,08065,1
182,2006,08066,1
183,2006,08069,5
184,2006,08080,1
185,2006,08081,1
186,2006,08085,1
187,2006,08086,1
188,2006,08088,1
189,2006,08089,1
190,2006,08110,1
191,2006,08232,1
192,2006,08310,1
193,2006,08360,2
194,2006,08505,3
195,2006,08510,1
196,2006,08512,2
197,2006,08518,1
198,2006,08520,1
199,2006,08551,1
200,2006,08561,1
201,2006,08620,3
202,2006,08648,1
203,2006,08650,1
204,2006,08731,1
205,2006,08804,2
206,2006,08809,3
207,2006,08810,1
208,2006,08816,1
209,2006,08818,1
210,2006,08827,2
211,2006,08837,1
212,2006,08852,2
213,2006,08865,3
214,2006,08879,1
215,2006,08902,1
216,2006,10523,1
217,2006,10940,1
218,2006,11101,2
219,2006,11436,1
220,2006,11735,1
221,2006,12019,1
222,2006,12029,2
223,2006,12049,1
224,2006,12051,1
225,2006,12072,3
226,2006,12077,2
227,2006,12087,1
228,2006,12117,1
229,2006,12137,1
230,2006,12184,1
231,2006,12202,1
232,2006,12304,1
233,2006,12306,1
234,2006,12455,1
235,2006,12475,1
236,2006,12543,1
237,2006,12550,3
238,2006,12568,2
239,2006,12754,1
240,2006,12768,1
241,2006,12803,1
242,2006,12817,2
243,2006,12827,1
244,2006,12831,3
245,2006,12845,1
246,2006,12853,1
247,2006,12860,1
248,2006,12901,1
249,2006,12914,1
250,2006,12917,1
251,2006,12919,4
252,2006,12950,2
253,2006,12972,1
254,2006,13032,2
255,2006,13036,1
256,2006,13045,2
257,2006,13057,1
258,2006,13069,1
259,2006,13077,1
260,2006,13084,1
261,2006,13088,1
262,2006,13126,1
263,2006,13131,2
264,2006,13140,1
265,2006,13143,2
266,2006,13148,1
267,2006,13159,1
268,2006,13165,2
269,2006,13166,2
270,2006,13204,1
271,2006,13206,1
272,2006,13317,1
273,2006,13323,1
274,2006,13365,2
275,2006,13402,1
276,2006,13440,1
277,2006,13469,1
278,2006,13478,1
279,2006,13502,1
280,2006,13601,4
281,2006,13655,3
282,2006,13669,1
283,2006,13683,1
284,2006,13732,1
285,2006,13733,1
286,2006,13787,1
287,2006,13807,1
288,2006,13812,2
289,2006,13815,1
290,2006,13820,1
291,2006,13825,1
292,2006,13833,1
293,2006,13904,2
294,2006,14004,1
295,2006,14006,1
296,2006,14020,1
297,2006,14036,2
298,2006,14056,1
299,2006,14063,1
300,2006,14075,1
301,2006,14081,3
302,2006,14094,1
303,2006,14225,1
304,2006,14301,1
305,2006,14413,1
306,2006,14414,2
307,2006,14416,3
308,2006,14425,1
309,2006,14437,1
310,2006,14456,1
311,2006,14467,1
312,2006,14482,1
313,2006,14525,1
314,2006,14532,1
315,2006,14533,1
316,2006,14564,1
317,2006,14606,1
318,2006,14623,1
319,2006,14701,1
320,2006,14706,1
321,2006,14753,1
322,2006,14772,1
323,2006,14775,1
324,2006,14779,1
325,2006,14783,1
326,2006,14813,1
327,2006,14814,1
328,2006,14824,1
329,2006,14825,1
330,2006,14856,1
331,2006,14892,1
332,2006,14894,1
333,2006,15003,1
334,2006,15030,1
335,2006,15037,1
336,2006,15074,1
337,2006,15122,1
338,2006,15136,1
339,2006,15137,1
340,2006,15147,1
341,2006,15205,1
342,2006,15223,1
343,2006,15227,1
344,2006,15233,1
345,2006,15314,1
346,2006,15323,1
347,2006,15330,1
348,2006,15349,1
349,2006,15370,1
350,2006,15425,1
351,2006,15479,2
352,2006,15501,2
353,2006,15522,4
354,2006,15533,3
355,2006,15537,2
356,2006,15639,1
357,2006,15642,1
358,2006,15668,1
359,2006,15672,1
360,2006,15717,1
361,2006,15767,1
362,2006,15825,2
363,2006,15840,2
364,2006,15931,1
365,2006,15943,1
366,2006,16033,1
367,2006,16038,4
368,2006,16051,1
369,2006,16101,1
370,2006,16102,1
371,2006,16133,1
372,2006,16258,1
373,2006,16314,1
374,2006,16354,1
375,2006,16365,1
376,2006,16371,1
377,2006,16372,1
378,2006,16373,1
379,2006,16407,1
380,2006,16415,1
381,2006,16421,1
382,2006,16428,3
383,2006,16443,1
384,2006,16502,1
385,2006,16509,2
386,2006,16602,1
387,2006,16611,1
388,2006,16617,1
389,2006,16635,1
390,2006,16652,1
391,2006,16689,1
392,2006,16801,1
393,2006,16830,1
394,2006,16847,1
395,2006,16848,2
396,2006,16853,2
397,2006,16874,2
398,2006,16917,1
399,2006,16929,1
400,2006,16930,1
401,2006,16933,1
402,2006,16936,1
403,2006,17009,1
404,2006,17010,1
405,2006,17013,5
406,2006,17020,2
407,2006,17023,1
408,2006,17038,1
409,2006,17041,1
410,2006,17042,1
411,2006,17044,1
412,2006,17045,1
413,2006,17052,1
414,2006,17055,1
415,2006,17057,1
416,2006,17059,1
417,2006,17063,1
418,2006,17067,2
419,2006,17077,1
420,2006,17081,1
421,2006,17111,1
422,2006,17112,4
423,2006,17201,1
424,2006,17225,2
425,2006,17240,1
426,2006,17257,1
427,2006,17267,1
428,2006,17319,2
429,2006,17325,1
430,2006,17331,1
431,2006,17339,1
432,2006,17349,1
433,2006,17361,1
434,2006,17372,1
435,2006,17507,1
436,2006,17517,1
437,2006,17519,1
438,2006,17522,1
439,2006,17527,1
440,2006,17545,1
441,2006,17566,1
442,2006,17572,1
443,2006,17721,1
444,2006,17724,1
445,2006,17751,1
446,2006,17754,1
447,2006,17756,1
448,2006,17771,2
449,2006,17815,1
450,2006,17846,1
451,2006,17847,2
452,2006,17876,1
453,2006,17901,1
454,2006,17931,1
455,2006,17936,1
456,2006,17963,2
457,2006,17972,1
458,2006,18036,1
459,2006,18066,1
460,2006,18083,1
461,2006,18104,1
462,2006,18106,1
463,2006,18202,1
464,2006,18211,1
465,2006,18222,1
466,2006,18229,1
467,2006,18235,1
468,2006,18252,1
469,2006,18321,2
470,2006,18414,2
471,2006,18426,1
472,2006,18436,2
473,2006,18464,1
474,2006,18631,3
475,2006,18641,3
476,2006,18661,2
477,2006,18705,1
478,2006,18707,1
479,2006,18820,1
480,2006,18823,2
481,2006,18830,1
482,2006,18837,1
483,2006,18840,2
484,2006,18848,1
485,2006,18850,1
486,2006,19007,1
487,2006,19013,1
488,2006,19020,1
489,2006,19021,1
490,2006,19029,1
491,2006,19047,2
492,2006,19053,2
493,2006,19057,1
494,2006,19087,1
495,2006,19148,1
496,2006,19406,1
497,2006,19464,1
498,2006,19507,3
499,2006,19518,1
500,2006,19520,1
501,2006,19522,1
502,2006,19526,2
503,2006,19530,1
504,2006,19551,1
505,2006,19555,1
506,2006,19709,2
507,2006,19720,3
508,2006,19730,1
509,2006,19734,1
510,2006,19933,2
511,2006,19943,1
512,2006,19950,1
513,2006,19956,1
514,2006,19963,1
515,2006,19966,1
516,2006,19975,1
517,2006,20152,1
518,2006,20169,1
519,2006,20187,2
520,2006,20613,1
521,2006,20659,1
522,2006,20664,1
523,2006,20735,2
524,2006,20743,2
525,2006,20754,1
526,2006,20785,1
527,2006,20794,2
528,2006,21001,1
529,2006,21030,1
530,2006,21048,1
531,2006,21078,1
532,2006,21108,1
533,2006,21157,1
534,2006,21162,1
535,2006,21222,1
536,2006,21224,3
537,2006,21520,1
538,2006,21536,1
539,2006,21601,1
540,2006,21613,1
541,2006,21617,1
542,2006,21666,1
543,2006,21711,1
544,2006,21740,3
545,2006,21750,1
546,2006,21766,1
547,2006,21788,1
548,2006,21795,1
549,2006,21801,1
550,2006,21830,1
551,2006,21837,1
552,2006,21901,1
553,2006,21903,1
554,2006,21921,2
555,2006,22401,1
556,2006,22405,1
557,2006,22535,1
558,2006,22546,4
559,2006,22621,1
560,2006,22624,1
561,2006,22625,1
562,2006,22630,1
563,2006,22655,1
564,2006,22660,2
565,2006,22801,1
566,2006,22842,2
567,2006,22922,1
568,2006,22942,1
569,2006,22968,1
570,2006,22980,1
571,2006,23002,1
572,2006,23005,3
573,2006,23047,1
574,2006,23062,1
575,2006,23086,1
576,2006,23124,1
577,2006,23141,1
578,2006,23149,1
579,2006,23150,1
580,2006,23168,1
581,2006,23185,1
582,2006,23223,1
583,2006,23228,1
584,2006,23310,1
585,2006,23313,1
586,2006,23320,1
587,2006,23321,1
588,2006,23415,1
589,2006,23434,5
590,2006,23443,1
591,2006,23455,1
592,2006,23602,1
593,2006,23661,1
594,2006,23707,1
595,2006,23804,1
596,2006,23805,1
597,2006,23825,1
598,2006,23836,1
599,2006,23842,2
600,2006,23847,3
601,2006,23851,3
602,2006,23879,1
603,2006,23882,2
604,2006,23889,1
605,2006,23919,1
606,2006,23920,1
607,2006,23930,1
608,2006,23947,1
609,2006,23970,3
610,2006,24012,1
611,2006,24055,2
612,2006,24060,1
613,2006,24073,2
614,2006,24084,2
615,2006,24087,1
616,2006,24112,2
617,2006,24122,1
618,2006,24124,1
619,2006,24141,1
620,2006,24148,1
621,2006,24151,1
622,2006,24175,3
623,2006,24201,1
624,2006,24211,1
625,2006,24219,1
626,2006,24251,1
627,2006,24266,1
628,2006,24273,1
629,2006,24279,2
630,2006,24311,1
631,2006,24314,1
632,2006,24315,1
633,2006,24328,1
634,2006,24333,1
635,2006,24340,1
636,2006,24343,1
637,2006,24360,4
638,2006,24382,7
639,2006,24401,1
640,2006,24435,3
641,2006,24440,1
642,2006,24450,1
643,2006,24472,3
644,2006,24482,1
645,2006,24486,1
646,2006,24502,2
647,2006,24521,1
648,2006,24522,1
649,2006,24527,1
650,2006,24531,1
651,2006,24540,2
652,2006,24541,2
653,2006,24551,1
654,2006,24556,1
655,2006,24572,3
656,2006,24588,3
657,2006,24592,2
658,2006,24630,1
659,2006,24740,1
660,2006,24986,1
661,2006,25082,1
662,2006,25083,1
663,2006,25113,2
664,2006,25143,1
665,2006,25213,1
666,2006,25271,2
667,2006,25304,1
668,2006,25315,1
669,2006,25411,1
670,2006,25526,2
671,2006,25705,1
672,2006,25801,2
673,2006,25820,1
674,2006,26059,1
675,2006,26060,1
676,2006,26150,3
677,2006,26323,1
678,2006,26378,1
679,2006,26456,2
680,2006,26525,2
681,2006,26554,2
682,2006,26601,2
683,2006,26621,1
684,2006,26679,2
685,2006,26757,1
686,2006,26761,1
687,2006,27020,1
688,2006,27028,1
689,2006,27030,2
690,2006,27045,1
691,2006,27107,2
692,2006,27203,2
693,2006,27215,1
694,2006,27229,3
695,2006,27235,2
696,2006,27253,1
697,2006,27258,2
698,2006,27260,1
699,2006,27263,2
700,2006,27265,1
701,2006,27298,1
702,2006,27299,1
703,2006,27301,1
704,2006,27302,4
705,2006,27316,1
706,2006,27330,2
707,2006,27341,2
708,2006,27344,1
709,2006,27357,1
710,2006,27360,1
711,2006,27370,1
712,2006,27371,1
713,2006,27377,1
714,2006,27405,1
715,2006,27406,1
716,2006,27509,1
717,2006,27520,1
718,2006,27522,1
719,2006,27529,2
720,2006,27530,3
721,2006,27536,1
722,2006,27542,4
723,2006,27545,2
724,2006,27549,1
725,2006,27576,1
726,2006,27578,1
727,2006,27594,1
728,2006,27601,1
729,2006,27603,1
730,2006,27604,1
731,2006,27608,1
732,2006,27610,1
733,2006,27612,1
734,2006,27703,2
735,2006,27704,1
736,2006,27801,1
737,2006,27804,2
738,2006,27812,1
739,2006,27817,1
740,2006,27828,1
741,2006,27834,1
742,2006,27857,1
743,2006,27866,1
744,2006,27882,1
745,2006,27886,1
746,2006,27889,1
747,2006,27892,1
748,2006,27893,2
749,2006,27896,1
750,2006,27909,2
751,2006,27910,1
752,2006,27962,3
753,2006,28025,1
754,2006,28043,1
755,2006,28052,1
756,2006,28075,1
757,2006,28081,1
758,2006,28086,1
759,2006,28097,1
760,2006,28105,1
761,2006,28107,1
762,2006,28110,4
763,2006,28112,1
764,2006,28144,2
765,2006,28145,1
766,2006,28150,2
767,2006,28166,1
768,2006,28174,1
769,2006,28206,1
770,2006,28210,1
771,2006,28214,1
772,2006,28216,2
773,2006,28301,2
774,2006,28303,1
775,2006,28315,1
776,2006,28327,1
777,2006,28328,1
778,2006,28334,3
779,2006,28345,1
780,2006,28351,1
781,2006,28352,1
782,2006,28358,5
783,2006,28364,2
784,2006,28366,1
785,2006,28376,1
786,2006,28379,1
787,2006,28383,1
788,2006,28384,1
789,2006,28390,1
790,2006,28395,1
791,2006,28398,3
792,2006,28401,1
793,2006,28405,2
794,2006,28412,1
795,2006,28429,1
796,2006,28431,1
797,2006,28436,2
798,2006,28443,1
799,2006,28451,1
800,2006,28472,2
801,2006,28501,1
802,2006,28504,1
803,2006,28513,1
804,2006,28526,1
805,2006,28539,1
806,2006,28540,1
807,2006,28546,1
808,2006,28551,1
809,2006,28560,1
810,2006,28562,1
811,2006,28570,1
812,2006,28590,1
813,2006,28609,1
814,2006,28613,3
815,2006,28642,2
816,2006,28645,1
817,2006,28650,1
818,2006,28657,1
819,2006,28659,1
820,2006,28666,1
821,2006,28671,1
822,2006,28677,3
823,2006,28689,3
824,2006,28697,1
825,2006,28714,1
826,2006,28715,1
827,2006,28716,1
828,2006,28752,3
829,2006,28761,2
830,2006,28762,1
831,2006,28773,1
832,2006,28778,1
833,2006,28786,2
834,2006,28787,3
835,2006,28791,1
836,2006,28901,1
837,2006,28906,1
838,2006,29006,2
839,2006,29010,2
840,2006,29016,1
841,2006,29018,3
842,2006,29033,2
843,2006,29036,2
844,2006,29038,1
845,2006,29042,1
846,2006,29047,1
847,2006,29054,1
848,2006,29056,1
849,2006,29070,1
850,2006,29072,1
851,2006,29073,3
852,2006,29078,1
853,2006,29080,1
854,2006,29101,1
855,2006,29102,2
856,2006,29107,1
857,2006,29108,3
858,2006,29115,1
859,2006,29118,1
860,2006,29126,1
861,2006,29130,2
862,2006,29135,2
863,2006,29150,3
864,2006,29161,1
865,2006,29164,1
866,2006,29172,2
867,2006,29178,1
868,2006,29180,2
869,2006,29201,3
870,2006,29202,1
871,2006,29203,2
872,2006,29210,2
873,2006,29303,3
874,2006,29322,1
875,2006,29323,1
876,2006,29325,2
877,2006,29330,1
878,2006,29334,3
879,2006,29335,1
880,2006,29340,1
881,2006,29341,1
882,2006,29342,1
883,2006,29349,3
884,2006,29353,1
885,2006,29360,1
886,2006,29376,1
887,2006,29405,1
888,2006,29406,1
889,2006,29418,1
890,2006,29440,2
891,2006,29448,2
892,2006,29452,2
893,2006,29453,1
894,2006,29455,1
895,2006,29458,1
896,2006,29461,1
897,2006,29464,1
898,2006,29470,1
899,2006,29472,1
900,2006,29477,2
901,2006,29479,2
902,2006,29483,2
903,2006,29488,4
904,2006,29492,1
905,2006,29501,3
906,2006,29502,2
907,2006,29520,1
908,2006,29526,2
909,2006,29536,1
910,2006,29546,1
911,2006,29554,1
912,2006,29555,1
913,2006,29565,2
914,2006,29571,3
915,2006,29605,1
916,2006,29611,1
917,2006,29621,2
918,2006,29625,1
919,2006,29643,1
920,2006,29646,2
921,2006,29651,2
922,2006,29654,1
923,2006,29670,1
924,2006,29673,1
925,2006,29690,2
926,2006,29702,5
927,2006,29704,1
928,2006,29709,2
929,2006,29714,1
930,2006,29728,1
931,2006,29729,1
932,2006,29730,4
933,2006,29801,3
934,2006,29829,1
935,2006,29841,6
936,2006,29842,1
937,2006,29847,1
938,2006,29918,1
939,2006,29927,2
940,2006,29936,1
941,2006,29945,1
942,2006,30014,1
943,2006,30024,1
944,2006,30041,1
945,2006,30058,2
946,2006,30060,1
947,2006,30080,1
948,2006,30103,3
949,2006,30110,2
950,2006,30120,4
951,2006,30122,2
952,2006,30125,1
953,2006,30129,1
954,2006,30141,1
955,2006,30143,1
956,2006,30144,1
957,2006,30153,1
958,2006,30161,1
959,2006,30165,2
960,2006,30176,3
961,2006,30179,2
962,2006,30180,2
963,2006,30182,1
964,2006,30204,1
965,2006,30209,1
966,2006,30213,1
967,2006,30230,2
968,2006,30233,6
969,2006,30236,1
970,2006,30240,3
971,2006,30253,4
972,2006,30263,2
973,2006,30265,1
974,2006,30268,1
975,2006,30273,1
976,2006,30286,1
977,2006,30288,4
978,2006,30291,1
979,2006,30294,1
980,2006,30297,2
981,2006,30316,1
982,2006,30318,1
983,2006,30331,1
984,2006,30336,2
985,2006,30340,1
986,2006,30354,1
987,2006,30410,1
988,2006,30436,2
989,2006,30439,1
990,2006,30442,1
991,2006,30451,1
992,2006,30452,2
993,2006,30458,1
994,2006,30467,1
995,2006,30471,2
996,2006,30474,1
997,2006,30477,2
998,2006,30501,2
999,2006,30504,1
1000,2006,30506,1
1001,2006,30510,2
1002,2006,30517,1
1003,2006,30521,4
1004,2006,30523,1
1005,2006,30528,1
1006,2006,30529,2
1007,2006,30549,1
1008,2006,30554,1
1009,2006,30601,2
1010,2006,30622,1
1011,2006,30631,1
1012,2006,30635,2
1013,2006,30650,3
1014,2006,30673,2
1015,2006,30680,3
1016,2006,30701,1
1017,2006,30705,2
1018,2006,30720,2
1019,2006,30721,2
1020,2006,30735,1
1021,2006,30736,3
1022,2006,30738,1
1023,2006,30757,3
1024,2006,30762,1
1025,2006,30805,1
1026,2006,30813,1
1027,2006,30817,1
1028,2006,30824,2
1029,2006,30833,1
1030,2006,30901,2
1031,2006,30904,1
1032,2006,30906,4
1033,2006,30907,2
1034,2006,30909,2
1035,2006,31008,5
1036,2006,31014,1
1037,2006,31015,2
1038,2006,31021,7
1039,2006,31023,1
1040,2006,31024,2
1041,2006,31029,1
1042,2006,31044,2
1043,2006,31069,3
1044,2006,31070,1
1045,2006,31082,1
1046,2006,31089,1
1047,2006,31091,1
1048,2006,31092,2
1049,2006,31201,1
1050,2006,31206,2
1051,2006,31210,1
1052,2006,31211,1
1053,2006,31305,1
1054,2006,31320,1
1055,2006,31322,1
1056,2006,31324,2
1057,2006,31329,1
1058,2006,31405,1
1059,2006,31407,2
1060,2006,31408,3
1061,2006,31419,1
1062,2006,31501,1
1063,2006,31503,1
1064,2006,31510,2
1065,2006,31513,1
1066,2006,31520,2
1067,2006,31523,1
1068,2006,31525,2
1069,2006,31533,3
1070,2006,31535,1
1071,2006,31537,1
1072,2006,31539,2
1073,2006,31545,2
1074,2006,31548,6
1075,2006,31549,1
1076,2006,31569,1
1077,2006,31594,1
1078,2006,31601,2
1079,2006,31603,2
1080,2006,31620,1
1081,2006,31632,1
1082,2006,31634,1
1083,2006,31636,4
1084,2006,31637,1
1085,2006,31642,2
1086,2006,31650,1
1087,2006,31701,1
1088,2006,31702,1
1089,2006,31703,1
1090,2006,31705,3
1091,2006,31707,1
1092,2006,31709,3
1093,2006,31714,1
1094,2006,31730,1
1095,2006,31750,1
1096,2006,31768,1
1097,2006,31774,1
1098,2006,31779,1
1099,2006,31788,2
1100,2006,31790,2
1101,2006,31791,1
1102,2006,31792,6
1103,2006,31794,2
1104,2006,31808,1
1105,2006,31820,1
1106,2006,31822,1
1107,2006,31825,1
1108,2006,31902,1
1109,2006,31903,1
1110,2006,31904,1
1111,2006,31906,1
1112,2006,32008,1
1113,2006,32040,1
1114,2006,32052,1
1115,2006,32055,3
1116,2006,32056,1
1117,2006,32059,1
1118,2006,32060,1
1119,2006,32063,2
1120,2006,32068,2
1121,2006,32086,1
1122,2006,32145,1
1123,2006,32174,2
1124,2006,32177,1
1125,2006,32209,2
1126,2006,32210,1
1127,2006,32218,2
1128,2006,32219,1
1129,2006,32220,1
1130,2006,32226,1
1131,2006,32234,2
1132,2006,32254,1
1133,2006,32259,2
1134,2006,32327,1
1135,2006,32337,1
1136,2006,32340,2
1137,2006,32343,2
1138,2006,32344,1
1139,2006,32347,1
1140,2006,32348,1
1141,2006,32351,1
1142,2006,32409,1
1143,2006,32431,1
1144,2006,32433,1
1145,2006,32434,1
1146,2006,32442,2
1147,2006,32446,2
1148,2006,32448,2
1149,2006,32455,1
1150,2006,32466,2
1151,2006,32504,1
1152,2006,32506,1
1153,2006,32535,2
1154,2006,32536,1
1155,2006,32640,1
1156,2006,32656,1
1157,2006,32686,1
1158,2006,32697,1
1159,2006,32754,1
1160,2006,32771,1
1161,2006,32775,1
1162,2006,32776,1
1163,2006,32780,1
1164,2006,32798,1
1165,2006,32809,1
1166,2006,32824,2
1167,2006,32907,1
1168,2006,32922,1
1169,2006,32926,1
1170,2006,32960,1
1171,2006,32966,2
1172,2006,33016,1
1173,2006,33054,1
1174,2006,33055,1
1175,2006,33069,3
1176,2006,33142,1
1177,2006,33166,1
1178,2006,33178,1
1179,2006,33186,1
1180,2006,33187,1
1181,2006,33194,1
1182,2006,33266,1
1183,2006,33309,1
1184,2006,33315,1
1185,2006,33332,1
1186,2006,33440,2
1187,2006,33462,1
1188,2006,33467,1
1189,2006,33538,1
1190,2006,33566,1
1191,2006,33576,2
1192,2006,33584,2
1193,2006,33592,1
1194,2006,33594,1
1195,2006,33604,1
1196,2006,33605,1
1197,2006,33607,1
1198,2006,33610,1
1199,2006,33613,1
1200,2006,33614,1
1201,2006,33619,2
1202,2006,33762,3
1203,2006,33801,2
1204,2006,33802,1
1205,2006,33844,1
1206,2006,33852,2
1207,2006,33853,1
1208,2006,33860,1
1209,2006,33868,2
1210,2006,33870,1
1211,2006,33876,1
1212,2006,33897,1
1213,2006,33905,1
1214,2006,33916,2
1215,2006,33935,1
1216,2006,33950,1
1217,2006,33980,1
1218,2006,33982,1
1219,2006,34142,1
1220,2006,34208,1
1221,2006,34222,1
1222,2006,34266,1
1223,2006,34473,1
1224,2006,34478,1
1225,2006,34480,1
1226,2006,34482,2
1227,2006,34604,1
1228,2006,34744,1
1229,2006,34747,1
1230,2006,34753,1
1231,2006,34761,1
1232,2006,34769,2
1233,2006,34785,4
1234,2006,34787,1
1235,2006,34945,3
1236,2006,34953,1
1237,2006,34954,1
1238,2006,34972,2
1239,2006,34984,1
1240,2006,35005,1
1241,2006,35010,1
1242,2006,35020,2
1243,2006,35031,1
1244,2006,35040,1
1245,2006,35044,1
1246,2006,35045,3
1247,2006,35046,1
1248,2006,35055,2
1249,2006,35077,2
1250,2006,35085,1
1251,2006,35087,1
1252,2006,35089,1
1253,2006,35096,4
1254,2006,35111,4
1255,2006,35124,3
1256,2006,35125,1
1257,2006,35148,1
1258,2006,35150,3
1259,2006,35182,1
1260,2006,35187,1
1261,2006,35204,2
1262,2006,35207,1
1263,2006,35234,2
1264,2006,35401,1
1265,2006,35405,2
1266,2006,35442,1
1267,2006,35443,1
1268,2006,35444,1
1269,2006,35453,2
1270,2006,35458,1
1271,2006,35459,1
1272,2006,35462,1
1273,2006,35466,1
1274,2006,35469,1
1275,2006,35470,2
1276,2006,35481,1
1277,2006,35501,1
1278,2006,35553,1
1279,2006,35555,2
1280,2006,35565,2
1281,2006,35570,5
1282,2006,35573,1
1283,2006,35576,1
1284,2006,35594,1
1285,2006,35601,2
1286,2006,35603,2
1287,2006,35618,1
1288,2006,35620,1
1289,2006,35622,1
1290,2006,35650,3
1291,2006,35661,1
1292,2006,35674,5
1293,2006,35746,1
1294,2006,35752,1
1295,2006,35769,1
1296,2006,35811,1
1297,2006,35901,1
1298,2006,35904,1
1299,2006,35952,2
1300,2006,35953,2
1301,2006,35957,2
1302,2006,35960,1
1303,2006,35962,1
1304,2006,35968,1
1305,2006,35986,1
1306,2006,35987,1
1307,2006,36010,1
1308,2006,36041,1
1309,2006,36043,1
1310,2006,36064,1
1311,2006,36066,1
1312,2006,36075,2
1313,2006,36081,1
1314,2006,36083,1
1315,2006,36089,1
1316,2006,36091,1
1317,2006,36092,1
1318,2006,36105,2
1319,2006,36108,1
1320,2006,36203,2
1321,2006,36264,4
1322,2006,36274,1
1323,2006,36276,1
1324,2006,36303,3
1325,2006,36310,1
1326,2006,36312,1
1327,2006,36322,2
1328,2006,36323,1
1329,2006,36330,2
1330,2006,36331,1
1331,2006,36340,1
1332,2006,36344,1
1333,2006,36345,2
1334,2006,36350,1
1335,2006,36360,3
1336,2006,36376,1
1337,2006,36401,4
1338,2006,36420,1
1339,2006,36425,1
1340,2006,36426,5
1341,2006,36451,2
1342,2006,36460,2
1343,2006,36461,1
1344,2006,36467,2
1345,2006,36473,1
1346,2006,36475,1
1347,2006,36480,1
1348,2006,36502,3
1349,2006,36505,1
1350,2006,36507,1
1351,2006,36524,1
1352,2006,36541,1
1353,2006,36545,2
1354,2006,36549,1
1355,2006,36551,3
1356,2006,36560,1
1357,2006,36562,1
1358,2006,36567,1
1359,2006,36572,2
1360,2006,36582,1
