,COUNTY,change_2007,change_2008,change_2015,change_2016,change_2006_2016
537,18109,0.0,0.0,0.0,0.0,3.0
538,18111,-1.0,0.0,0.0,0.0,-1.0
539,18127,0.0,0.0,0.0,0.0,0.0
540,18129,0.0,0.0,0.0,0.0,0.0
541,18131,0.0,0.0,0.0,0.0,1.0
542,18133,0.0,0.0,0.0,0.0,0.0
543,18135,0.0,0.0,0.0,0.0,0.0
544,18141,0.0,0.0,0.0,0.0,0.0
545,18143,0.0,0.0,0.0,0.0,0.0
546,18145,1.0,0.0,0.0,0.0,1.0
547,18147,0.0,0.0,0.0,0.0,0.0
548,18149,0.0,0.0,0.0,0.0,0.0
549,18151,0.0,0.0,1.0,0.0,1.0
550,18153,0.0,0.0,0.0,0.0,0.0
551,18157,0.0,0.0,0.0,0.0,1.0
552,18163,-1.0,0.0,0.0,0.0,0.0
553,18165,0.0,0.0,0.0,0.0,0.0
554,18167,0.0,0.0,0.0,0.0,0.0
555,18169,0.0,0.0,0.0,0.0,1.0
556,18173,-1.0,0.0,0.0,0.0,-2.0
557,18177,0.0,0.0,0.0,0.0,0.0
558,18183,-1.0,1.0,0.0,0.0,0.0
559,19001,0.0,0.0,0.0,0.0,0.0
560,19005,0.0,0.0,0.0,0.0,0.0
561,19007,0.0,0.0,0.0,0.0,0.0
562,19011,0.0,0.0,0.0,0.0,0.0
563,19013,0.0,0.0,0.0,0.0,0.0
564,19017,0.0,-1.0,0.0,0.0,-1.0
565,19019,0.0,0.0,0.0,0.0,0.0
566,19021,0.0,0.0,0.0,0.0,0.0
567,19023,-1.0,0.0,0.0,0.0,-1.0
568,19027,0.0,0.0,0.0,0.0,1.0
569,19029,0.0,0.0,0.0,0.0,0.0
570,19031,0.0,0.0,0.0,0.0,1.0
571,19033,0.0,1.0,0.0,0.0,1.0
572,19035,0.0,0.0,0.0,0.0,1.0
573,19037,0.0,0.0,0.0,0.0,0.0
574,19039,0.0,1.0,0.0,0.0,2.0
575,19041,0.0,0.0,0.0,0.0,0.0
576,19043,0.0,0.0,0.0,0.0,0.0
577,19045,0.0,0.0,0.0,1.0,1.0
578,19047,0.0,0.0,0.0,0.0,0.0
579,19049,0.0,0.0,0.0,-1.0,-1.0
580,19053,0.0,0.0,0.0,0.0,0.0
581,19055,0.0,0.0,1.0,0.0,2.0
582,19057,0.0,0.0,0.0,0.0,0.0
583,19059,0.0,0.0,0.0,0.0,0.0
584,19061,0.0,0.0,0.0,0.0,0.0
585,19063,0.0,0.0,0.0,-1.0,-1.0
586,19065,0.0,0.0,0.0,0.0,0.0
587,19067,0.0,0.0,0.0,0.0,1.0
588,19069,0.0,0.0,0.0,0.0,0.0
589,19071,0.0,0.0,0.0,0.0,-1.0
590,19073,0.0,0.0,0.0,0.0,1.0
591,19075,0.0,0.0,0.0,0.0,1.0
592,19077,0.0,0.0,0.0,0.0,0.0
593,19079,1.0,0.0,0.0,0.0,2.0
594,19085,0.0,0.0,0.0,0.0,0.0
595,19087,0.0,0.0,0.0,1.0,1.0
596,19089,0.0,-1.0,0.0,0.0,1.0
597,19091,0.0,0.0,0.0,0.0,1.0
598,19093,0.0,0.0,0.0,0.0,0.0
599,19095,0.0,0.0,0.0,0.0,0.0
600,19097,0.0,0.0,1.0,0.0,0.0
601,19099,0.0,-1.0,0.0,0.0,1.0
602,19101,0.0,0.0,0.0,0.0,0.0
603,19103,0.0,0.0,0.0,-1.0,0.0
604,19105,0.0,0.0,0.0,1.0,1.0
605,19109,0.0,0.0,0.0,0.0,0.0
606,19111,0.0,0.0,0.0,-1.0,-1.0
607,19113,1.0,0.0,0.0,0.0,1.0
608,19115,0.0,0.0,0.0,0.0,-1.0
609,19117,1.0,0.0,0.0,0.0,1.0
610,19121,0.0,0.0,0.0,0.0,-1.0
611,19123,0.0,0.0,0.0,0.0,0.0
612,19125,0.0,0.0,0.0,0.0,0.0
613,19127,0.0,0.0,0.0,-1.0,-2.0
614,19133,0.0,0.0,0.0,0.0,0.0
615,19135,0.0,0.0,0.0,0.0,-1.0
616,19137,0.0,0.0,0.0,0.0,0.0
617,19139,0.0,0.0,0.0,0.0,0.0
618,19143,0.0,0.0,0.0,0.0,1.0
619,19149,-1.0,0.0,0.0,0.0,0.0
620,19153,0.0,0.0,0.0,0.0,-1.0
621,19155,0.0,0.0,0.0,0.0,0.0
622,19157,0.0,0.0,1.0,0.0,0.0
623,19161,0.0,0.0,0.0,0.0,-1.0
624,19163,0.0,-1.0,0.0,1.0,2.0
625,19165,0.0,0.0,1.0,0.0,1.0
626,19167,0.0,0.0,0.0,0.0,0.0
627,19169,0.0,0.0,0.0,0.0,-2.0
628,19171,0.0,0.0,0.0,0.0,0.0
629,19177,0.0,0.0,0.0,0.0,1.0
630,19179,0.0,-1.0,-1.0,0.0,-1.0
631,19181,0.0,0.0,0.0,0.0,1.0
632,19183,0.0,0.0,0.0,0.0,1.0
633,19187,0.0,0.0,-1.0,0.0,-1.0
634,19191,0.0,0.0,0.0,0.0,0.0
635,19193,0.0,0.0,0.0,0.0,2.0
636,19195,-2.0,0.0,0.0,0.0,-2.0
637,19197,0.0,0.0,0.0,0.0,1.0
638,20001,0.0,0.0,0.0,0.0,0.0
639,20003,0.0,0.0,1.0,0.0,1.0
640,20005,0.0,0.0,-1.0,0.0,0.0
641,20007,0.0,0.0,0.0,-1.0,-2.0
642,20009,0.0,0.0,0.0,0.0,0.0
643,20011,-1.0,0.0,0.0,0.0,-1.0
644,20013,0.0,0.0,0.0,0.0,0.0
645,20015,0.0,0.0,0.0,0.0,1.0
646,20017,0.0,0.0,0.0,0.0,0.0
647,20021,0.0,0.0,0.0,0.0,0.0
648,20029,0.0,0.0,0.0,0.0,-1.0
649,20031,0.0,-1.0,0.0,0.0,-1.0
650,20035,0.0,0.0,0.0,0.0,1.0
651,20037,0.0,0.0,0.0,0.0,-1.0
652,20039,0.0,0.0,-1.0,0.0,-1.0
653,20043,0.0,0.0,0.0,0.0,0.0
654,20045,0.0,0.0,0.0,0.0,0.0
655,20051,0.0,0.0,0.0,0.0,0.0
656,20053,0.0,0.0,0.0,0.0,0.0
657,20055,0.0,0.0,0.0,0.0,-2.0
658,20057,0.0,-1.0,1.0,0.0,0.0
659,20059,0.0,0.0,0.0,0.0,0.0
660,20061,0.0,0.0,0.0,0.0,-1.0
661,20063,0.0,0.0,0.0,0.0,0.0
662,20065,0.0,0.0,0.0,0.0,0.0
663,20067,0.0,0.0,-1.0,0.0,-2.0
664,20069,-1.0,0.0,0.0,0.0,-1.0
665,20071,0.0,0.0,0.0,0.0,0.0
666,20073,0.0,0.0,0.0,0.0,0.0
667,20075,0.0,0.0,0.0,0.0,0.0
668,20077,0.0,0.0,0.0,0.0,0.0
669,20079,0.0,0.0,0.0,0.0,1.0
670,20081,0.0,0.0,0.0,0.0,0.0
671,20085,0.0,0.0,0.0,0.0,0.0
672,20087,0.0,0.0,0.0,0.0,-1.0
673,20089,-1.0,0.0,0.0,0.0,-1.0
674,20091,0.0,0.0,-1.0,0.0,-1.0
675,20093,0.0,0.0,0.0,0.0,0.0
676,20097,0.0,-1.0,0.0,0.0,-1.0
677,20099,0.0,0.0,0.0,0.0,0.0
678,20107,-1.0,0.0,0.0,0.0,-1.0
679,20109,0.0,0.0,0.0,0.0,0.0
680,20111,0.0,0.0,0.0,0.0,0.0
681,20113,0.0,0.0,0.0,1.0,0.0
682,20115,0.0,0.0,0.0,0.0,0.0
683,20117,0.0,-1.0,0.0,0.0,-2.0
684,20119,0.0,0.0,0.0,0.0,0.0
685,20123,0.0,0.0,0.0,0.0,0.0
686,20125,0.0,0.0,0.0,0.0,0.0
687,20127,0.0,0.0,0.0,0.0,-1.0
688,20131,0.0,0.0,1.0,0.0,1.0
689,20137,0.0,0.0,0.0,0.0,0.0
690,20141,0.0,0.0,0.0,0.0,0.0
691,20143,0.0,0.0,0.0,0.0,-1.0
692,20147,0.0,0.0,0.0,0.0,0.0
693,20149,0.0,0.0,0.0,0.0,1.0
694,20151,0.0,0.0,0.0,0.0,0.0
695,20155,-1.0,0.0,0.0,0.0,-1.0
696,20157,0.0,0.0,0.0,0.0,-1.0
697,20159,0.0,0.0,0.0,0.0,-1.0
698,20161,-1.0,0.0,0.0,0.0,-2.0
699,20163,0.0,0.0,0.0,0.0,-1.0
700,20165,0.0,0.0,0.0,0.0,0.0
701,20167,0.0,0.0,0.0,0.0,0.0
702,20169,0.0,0.0,0.0,0.0,0.0
703,20171,0.0,0.0,0.0,0.0,-1.0
704,20173,0.0,0.0,0.0,0.0,-2.0
705,20175,0.0,-1.0,0.0,0.0,-1.0
706,20177,0.0,0.0,0.0,0.0,0.0
707,20179,0.0,0.0,0.0,0.0,0.0
708,20181,0.0,0.0,0.0,0.0,0.0
709,20183,0.0,0.0,0.0,0.0,0.0
710,20185,0.0,0.0,0.0,0.0,0.0
711,20187,0.0,0.0,0.0,0.0,0.0
712,20191,0.0,0.0,0.0,0.0,-1.0
713,20193,0.0,-1.0,0.0,0.0,0.0
714,20195,0.0,0.0,0.0,0.0,-1.0
715,20197,0.0,0.0,0.0,0.0,0.0
716,20201,0.0,0.0,0.0,0.0,-1.0
717,20203,0.0,0.0,0.0,0.0,0.0
718,20205,0.0,0.0,0.0,0.0,0.0
719,20207,0.0,0.0,0.0,0.0,0.0
720,20209,0.0,1.0,0.0,0.0,0.0
721,21011,0.0,0.0,0.0,0.0,0.0
722,21013,1.0,0.0,0.0,0.0,1.0
723,21015,0.0,0.0,0.0,0.0,0.0
724,21019,0.0,0.0,0.0,0.0,1.0
725,21021,0.0,0.0,0.0,0.0,0.0
726,21025,0.0,0.0,0.0,0.0,0.0
727,21027,0.0,0.0,0.0,0.0,1.0
728,21029,0.0,0.0,-1.0,0.0,0.0
729,21031,1.0,-1.0,0.0,0.0,0.0
730,21035,0.0,0.0,0.0,0.0,-1.0
731,21037,0.0,0.0,0.0,0.0,1.0
732,21039,0.0,0.0,0.0,0.0,0.0
733,21041,0.0,0.0,0.0,0.0,1.0
734,21043,-1.0,0.0,0.0,0.0,-2.0
735,21045,0.0,0.0,0.0,0.0,-1.0
736,21047,0.0,0.0,0.0,0.0,0.0
737,21049,0.0,0.0,0.0,0.0,1.0
738,21053,-1.0,0.0,0.0,0.0,-1.0
739,21059,0.0,0.0,0.0,0.0,0.0
740,21061,0.0,0.0,0.0,0.0,0.0
741,21067,0.0,0.0,0.0,0.0,-2.0
742,21069,0.0,0.0,0.0,0.0,0.0
743,21071,0.0,0.0,0.0,0.0,0.0
744,21073,0.0,0.0,0.0,0.0,1.0
745,21081,0.0,0.0,0.0,0.0,0.0
746,21083,0.0,0.0,0.0,0.0,-1.0
747,21085,0.0,0.0,0.0,0.0,0.0
748,21089,0.0,0.0,0.0,0.0,0.0
749,21091,0.0,0.0,0.0,0.0,0.0
750,21093,0.0,-1.0,0.0,0.0,-2.0
751,21099,0.0,1.0,0.0,0.0,1.0
752,21101,0.0,0.0,-1.0,0.0,-1.0
753,21107,-1.0,1.0,0.0,0.0,1.0
754,21111,0.0,0.0,0.0,0.0,0.0
755,21113,0.0,0.0,0.0,0.0,0.0
756,21121,0.0,0.0,0.0,0.0,0.0
757,21125,0.0,0.0,1.0,0.0,0.0
758,21127,0.0,0.0,0.0,0.0,0.0
759,21133,0.0,0.0,0.0,0.0,0.0
760,21135,0.0,0.0,-1.0,0.0,-1.0
761,21141,0.0,0.0,0.0,0.0,1.0
762,21143,0.0,0.0,0.0,0.0,0.0
763,21145,0.0,0.0,0.0,0.0,-1.0
764,21151,0.0,0.0,0.0,0.0,-1.0
765,21153,0.0,-1.0,0.0,0.0,-2.0
766,21157,1.0,-1.0,0.0,0.0,0.0
767,21161,0.0,0.0,0.0,0.0,0.0
768,21163,0.0,0.0,0.0,0.0,0.0
769,21173,0.0,1.0,0.0,0.0,1.0
770,21179,0.0,0.0,0.0,-1.0,-1.0
771,21183,0.0,0.0,0.0,0.0,0.0
772,21187,0.0,0.0,0.0,0.0,0.0
773,21191,0.0,0.0,0.0,0.0,-1.0
774,21195,0.0,0.0,0.0,0.0,0.0
775,21199,0.0,-1.0,0.0,0.0,-1.0
776,21203,0.0,0.0,0.0,0.0,0.0
777,21205,1.0,-2.0,0.0,0.0,0.0
778,21207,0.0,0.0,0.0,0.0,1.0
779,21209,0.0,0.0,0.0,0.0,0.0
780,21211,0.0,0.0,0.0,0.0,0.0
781,21213,0.0,0.0,0.0,0.0,0.0
782,21217,0.0,-1.0,0.0,0.0,0.0
783,21221,0.0,0.0,0.0,0.0,-1.0
784,21223,0.0,0.0,0.0,0.0,0.0
785,21225,0.0,0.0,0.0,0.0,2.0
786,21227,0.0,0.0,0.0,0.0,1.0
787,21229,0.0,0.0,0.0,0.0,0.0
788,21233,0.0,0.0,0.0,0.0,-1.0
789,21235,0.0,0.0,0.0,0.0,-1.0
790,21237,0.0,0.0,0.0,0.0,-1.0
791,21239,0.0,0.0,0.0,0.0,-1.0
792,22001,-2.0,0.0,1.0,0.0,2.0
793,22003,0.0,0.0,0.0,0.0,0.0
794,22005,0.0,-1.0,0.0,0.0,0.0
795,22007,-1.0,0.0,0.0,0.0,0.0
796,22009,0.0,0.0,0.0,0.0,-1.0
797,22011,0.0,0.0,0.0,0.0,-1.0
798,22013,0.0,0.0,0.0,0.0,1.0
799,22015,0.0,0.0,0.0,0.0,0.0
800,22017,-1.0,0.0,0.0,0.0,3.0
801,22019,-2.0,1.0,0.0,-2.0,-3.0
802,22021,0.0,0.0,0.0,0.0,0.0
803,22025,0.0,0.0,0.0,0.0,0.0
804,22027,0.0,0.0,0.0,0.0,1.0
805,22029,0.0,0.0,0.0,0.0,1.0
806,22031,1.0,0.0,0.0,0.0,0.0
807,22033,0.0,0.0,0.0,0.0,0.0
808,22035,0.0,0.0,1.0,0.0,1.0
809,22037,0.0,0.0,0.0,0.0,0.0
810,22043,0.0,0.0,0.0,0.0,-1.0
811,22045,0.0,0.0,0.0,0.0,1.0
812,22047,0.0,0.0,0.0,0.0,0.0
813,22049,0.0,0.0,0.0,0.0,0.0
814,22051,0.0,0.0,0.0,0.0,2.0
815,22053,0.0,0.0,0.0,0.0,-1.0
816,22055,0.0,0.0,-1.0,0.0,-1.0
817,22057,-2.0,0.0,0.0,0.0,1.0
818,22061,0.0,0.0,0.0,0.0,1.0
819,22063,0.0,0.0,0.0,0.0,2.0
820,22065,0.0,0.0,1.0,-1.0,-2.0
821,22067,0.0,0.0,0.0,0.0,0.0
822,22069,0.0,0.0,0.0,0.0,0.0
823,22071,-3.0,1.0,-2.0,0.0,-2.0
824,22073,0.0,0.0,0.0,0.0,1.0
825,22075,-1.0,0.0,0.0,0.0,-1.0
826,22077,0.0,0.0,0.0,0.0,2.0
827,22079,0.0,0.0,1.0,-1.0,1.0
828,22081,0.0,0.0,0.0,0.0,-1.0
829,22083,-1.0,0.0,0.0,0.0,-1.0
830,22085,0.0,0.0,0.0,0.0,1.0
831,22087,0.0,0.0,0.0,0.0,0.0
832,22089,0.0,0.0,0.0,0.0,0.0
833,22091,0.0,0.0,0.0,0.0,2.0
834,22093,0.0,0.0,0.0,0.0,0.0
835,22095,0.0,0.0,0.0,0.0,1.0
836,22097,0.0,0.0,1.0,0.0,-1.0
837,22099,0.0,2.0,1.0,0.0,3.0
838,22101,-1.0,0.0,-1.0,1.0,0.0
839,22103,0.0,0.0,0.0,0.0,1.0
840,22105,0.0,0.0,0.0,0.0,3.0
841,22109,0.0,-1.0,1.0,-1.0,0.0
842,22115,-1.0,0.0,0.0,0.0,-2.0
843,22117,0.0,0.0,0.0,0.0,0.0
844,22119,1.0,0.0,0.0,0.0,5.0
845,22121,-1.0,0.0,1.0,1.0,1.0
846,22125,0.0,0.0,0.0,0.0,0.0
847,22127,0.0,0.0,0.0,-1.0,-2.0
848,23001,0.0,0.0,0.0,0.0,-1.0
849,23003,0.0,0.0,0.0,0.0,-2.0
850,23005,-1.0,-1.0,0.0,0.0,0.0
851,23007,0.0,0.0,0.0,-1.0,-1.0
852,23009,0.0,0.0,0.0,0.0,0.0
853,23011,0.0,0.0,-1.0,0.0,-1.0
854,23013,0.0,0.0,0.0,0.0,0.0
855,23017,0.0,0.0,0.0,0.0,0.0
856,23019,0.0,0.0,0.0,0.0,0.0
857,23023,0.0,0.0,0.0,0.0,1.0
858,23025,0.0,0.0,0.0,0.0,-1.0
859,23027,0.0,0.0,0.0,0.0,1.0
860,23029,0.0,0.0,0.0,0.0,0.0
861,23031,0.0,0.0,-1.0,1.0,2.0
862,24001,0.0,0.0,0.0,0.0,1.0
863,24003,0.0,0.0,0.0,0.0,1.0
864,24005,0.0,0.0,0.0,-1.0,-1.0
865,24009,0.0,0.0,0.0,0.0,0.0
866,24011,0.0,0.0,0.0,0.0,1.0
867,24013,0.0,0.0,0.0,0.0,0.0
868,24015,0.0,0.0,0.0,0.0,1.0
869,24017,0.0,0.0,0.0,0.0,0.0
870,24019,0.0,0.0,0.0,0.0,1.0
871,24021,0.0,0.0,0.0,0.0,0.0
872,24023,0.0,0.0,0.0,-1.0,0.0
873,24025,0.0,0.0,1.0,0.0,1.0
874,24027,0.0,0.0,0.0,0.0,-1.0
875,24029,0.0,0.0,0.0,0.0,1.0
876,24031,0.0,0.0,0.0,0.0,1.0
877,24033,0.0,0.0,0.0,0.0,-3.0
878,24035,0.0,0.0,0.0,-1.0,-1.0
879,24037,0.0,0.0,0.0,0.0,0.0
880,24039,0.0,0.0,0.0,0.0,1.0
881,24041,0.0,0.0,0.0,0.0,0.0
882,24043,0.0,0.0,0.0,0.0,1.0
883,24045,0.0,0.0,0.0,0.0,-1.0
884,24510,-1.0,0.0,0.0,0.0,0.0
885,25001,0.0,-1.0,0.0,0.0,-1.0
886,25003,0.0,0.0,0.0,0.0,-2.0
887,25005,-1.0,0.0,0.0,0.0,-4.0
888,25009,0.0,0.0,0.0,0.0,0.0
889,25011,0.0,0.0,0.0,0.0,0.0
890,25013,0.0,0.0,0.0,0.0,2.0
891,25017,0.0,0.0,0.0,0.0,0.0
892,25021,0.0,-1.0,0.0,-1.0,-1.0
893,25023,0.0,0.0,0.0,0.0,0.0
894,25025,0.0,0.0,0.0,0.0,-1.0
895,25027,-1.0,-1.0,1.0,0.0,1.0
896,26003,0.0,0.0,0.0,0.0,0.0
897,26005,0.0,0.0,0.0,0.0,0.0
898,26007,0.0,0.0,0.0,0.0,-1.0
899,26011,0.0,0.0,0.0,0.0,-1.0
900,26013,0.0,0.0,0.0,0.0,0.0
901,26015,0.0,0.0,0.0,0.0,0.0
902,26017,0.0,0.0,1.0,0.0,1.0
903,26021,0.0,0.0,0.0,0.0,-2.0
904,26025,1.0,0.0,0.0,0.0,0.0
905,26027,0.0,0.0,0.0,0.0,0.0
906,26031,0.0,0.0,0.0,0.0,0.0
907,26033,0.0,0.0,0.0,0.0,0.0
908,26035,0.0,0.0,0.0,0.0,0.0
909,26037,0.0,0.0,0.0,0.0,0.0
910,26039,0.0,0.0,0.0,0.0,0.0
911,26041,0.0,0.0,0.0,0.0,-1.0
912,26043,0.0,0.0,0.0,0.0,-1.0
913,26045,0.0,0.0,0.0,0.0,-1.0
914,26047,0.0,0.0,0.0,0.0,0.0
915,26049,-1.0,0.0,0.0,0.0,-1.0
916,26051,0.0,0.0,0.0,0.0,0.0
917,26053,0.0,0.0,0.0,0.0,1.0
918,26057,0.0,0.0,0.0,0.0,2.0
919,26059,0.0,0.0,0.0,0.0,1.0
920,26061,0.0,0.0,0.0,0.0,0.0
921,26063,0.0,0.0,0.0,0.0,-1.0
922,26065,0.0,0.0,0.0,0.0,0.0
923,26067,0.0,0.0,0.0,0.0,-1.0
924,26069,0.0,0.0,0.0,0.0,0.0
925,26071,0.0,0.0,0.0,0.0,0.0
926,26073,0.0,0.0,0.0,0.0,0.0
927,26075,0.0,0.0,0.0,-1.0,-3.0
928,26077,1.0,0.0,0.0,0.0,0.0
929,26079,0.0,0.0,0.0,0.0,1.0
930,26081,0.0,0.0,-1.0,0.0,-3.0
931,26087,0.0,0.0,0.0,0.0,2.0
932,26089,0.0,0.0,0.0,0.0,-1.0
933,26091,0.0,0.0,0.0,0.0,0.0
934,26093,1.0,0.0,0.0,0.0,-1.0
935,26095,0.0,0.0,0.0,0.0,0.0
936,26097,0.0,0.0,0.0,0.0,0.0
937,26099,0.0,-2.0,0.0,0.0,-4.0
938,26101,-1.0,0.0,0.0,-1.0,0.0
939,26103,0.0,0.0,0.0,0.0,0.0
940,26107,0.0,0.0,0.0,0.0,0.0
941,26109,0.0,-1.0,0.0,0.0,0.0
942,26111,0.0,0.0,0.0,0.0,1.0
943,26115,0.0,0.0,0.0,0.0,-1.0
944,26117,0.0,0.0,0.0,0.0,-1.0
945,26121,0.0,0.0,0.0,0.0,2.0
946,26123,0.0,0.0,0.0,0.0,0.0
947,26125,0.0,0.0,0.0,0.0,1.0
948,26127,0.0,0.0,0.0,0.0,1.0
949,26129,0.0,0.0,-1.0,0.0,-1.0
950,26131,0.0,0.0,0.0,0.0,-1.0
951,26133,0.0,0.0,0.0,0.0,0.0
952,26135,0.0,0.0,0.0,0.0,-1.0
953,26137,0.0,0.0,0.0,0.0,-1.0
954,26139,0.0,0.0,0.0,1.0,2.0
955,26143,0.0,0.0,0.0,0.0,0.0
956,26145,0.0,0.0,0.0,0.0,-1.0
957,26147,0.0,1.0,0.0,0.0,3.0
958,26149,0.0,0.0,0.0,0.0,0.0
959,26151,-1.0,0.0,0.0,0.0,0.0
960,26153,-2.0,0.0,0.0,0.0,-3.0
961,26155,0.0,0.0,0.0,0.0,0.0
962,26157,0.0,0.0,0.0,0.0,-1.0
963,26159,0.0,0.0,0.0,0.0,0.0
964,26161,0.0,0.0,0.0,0.0,-1.0
965,26163,-5.0,-2.0,-2.0,1.0,-5.0
966,26165,-1.0,0.0,0.0,0.0,-1.0
967,27003,-2.0,0.0,0.0,0.0,-3.0
968,27005,0.0,0.0,-1.0,0.0,0.0
969,27007,0.0,0.0,0.0,0.0,0.0
970,27009,0.0,0.0,0.0,0.0,0.0
971,27011,0.0,0.0,0.0,0.0,0.0
972,27013,0.0,0.0,0.0,0.0,0.0
973,27017,0.0,0.0,0.0,1.0,1.0
974,27019,-1.0,0.0,0.0,0.0,-1.0
975,27021,0.0,-1.0,0.0,0.0,0.0
976,27023,0.0,0.0,0.0,0.0,-1.0
977,27025,0.0,0.0,0.0,0.0,-1.0
978,27027,1.0,0.0,0.0,0.0,1.0
979,27033,0.0,0.0,0.0,0.0,-1.0
980,27035,0.0,0.0,0.0,1.0,1.0
981,27037,-2.0,0.0,0.0,0.0,-2.0
982,27039,0.0,0.0,0.0,0.0,1.0
983,27041,0.0,0.0,0.0,0.0,1.0
984,27043,0.0,0.0,0.0,0.0,1.0
985,27047,0.0,1.0,1.0,0.0,1.0
986,27049,0.0,0.0,-1.0,0.0,1.0
987,27053,0.0,0.0,0.0,0.0,-1.0
988,27061,0.0,-1.0,0.0,0.0,0.0
989,27063,0.0,0.0,0.0,0.0,1.0
990,27067,0.0,0.0,0.0,0.0,0.0
991,27069,-1.0,0.0,0.0,0.0,-1.0
992,27071,0.0,0.0,0.0,0.0,0.0
993,27073,0.0,0.0,0.0,0.0,0.0
994,27075,0.0,0.0,0.0,0.0,0.0
995,27083,0.0,0.0,0.0,0.0,-1.0
996,27085,0.0,0.0,0.0,0.0,0.0
997,27091,0.0,0.0,0.0,0.0,1.0
998,27093,0.0,0.0,0.0,0.0,0.0
999,27095,0.0,0.0,0.0,0.0,0.0
1000,27097,0.0,-1.0,0.0,0.0,0.0
1001,27099,0.0,0.0,0.0,0.0,-3.0
1002,27101,-1.0,0.0,0.0,0.0,-1.0
1003,27105,-1.0,0.0,0.0,-1.0,-1.0
1004,27109,0.0,0.0,0.0,0.0,3.0
1005,27111,-1.0,0.0,-1.0,0.0,-1.0
1006,27113,0.0,0.0,0.0,0.0,0.0
1007,27115,0.0,0.0,0.0,0.0,-2.0
1008,27117,0.0,0.0,0.0,0.0,0.0
1009,27119,0.0,0.0,0.0,0.0,0.0
1010,27123,0.0,0.0,0.0,0.0,-1.0
1011,27129,0.0,0.0,0.0,-1.0,-1.0
1012,27131,0.0,0.0,0.0,0.0,1.0
1013,27133,0.0,0.0,0.0,0.0,1.0
1014,27135,0.0,0.0,0.0,0.0,1.0
1015,27137,0.0,0.0,0.0,0.0,1.0
1016,27139,0.0,-1.0,0.0,0.0,-3.0
1017,27141,0.0,0.0,0.0,0.0,0.0
1018,27143,0.0,0.0,0.0,0.0,0.0
1019,27145,0.0,0.0,-1.0,-1.0,-1.0
1020,27147,0.0,-1.0,0.0,0.0,-2.0
1021,27149,0.0,0.0,0.0,0.0,0.0
1022,27151,-1.0,0.0,0.0,0.0,-1.0
1023,27157,0.0,0.0,0.0,0.0,1.0
1024,27165,0.0,0.0,0.0,0.0,0.0
1025,27167,0.0,0.0,0.0,0.0,0.0
1026,27169,0.0,0.0,0.0,0.0,0.0
1027,27171,-1.0,0.0,0.0,0.0,0.0
1028,28001,0.0,0.0,0.0,0.0,-1.0
1029,28003,0.0,0.0,0.0,0.0,0.0
1030,28007,0.0,0.0,0.0,0.0,0.0
1031,28009,0.0,0.0,0.0,0.0,0.0
1032,28011,0.0,0.0,0.0,0.0,0.0
1033,28015,0.0,-1.0,0.0,-1.0,-2.0
1034,28017,0.0,0.0,0.0,0.0,1.0
1035,28019,0.0,0.0,0.0,0.0,1.0
1036,28023,0.0,0.0,0.0,-1.0,-2.0
1037,28025,0.0,0.0,-2.0,0.0,-3.0
1038,28027,0.0,0.0,0.0,-1.0,-1.0
1039,28029,0.0,0.0,0.0,0.0,0.0
1040,28031,0.0,0.0,0.0,0.0,0.0
1041,28033,0.0,0.0,0.0,0.0,0.0
1042,28035,0.0,0.0,0.0,0.0,-1.0
1043,28037,-1.0,0.0,0.0,0.0,-1.0
1044,28039,0.0,0.0,0.0,0.0,0.0
1045,28041,0.0,0.0,0.0,0.0,0.0
1046,28043,0.0,0.0,0.0,1.0,0.0
1047,28045,-1.0,0.0,0.0,0.0,-1.0
1048,28047,0.0,0.0,0.0,0.0,-2.0
1049,28049,0.0,0.0,0.0,0.0,-1.0
1050,28051,0.0,0.0,0.0,0.0,-1.0
1051,28057,0.0,0.0,0.0,0.0,0.0
1052,28059,0.0,0.0,0.0,0.0,0.0
1053,28061,0.0,0.0,0.0,0.0,-3.0
1054,28067,0.0,0.0,-1.0,0.0,-3.0
1055,28069,0.0,0.0,0.0,0.0,0.0
1056,28073,0.0,0.0,2.0,0.0,1.0
1057,28075,1.0,0.0,0.0,0.0,2.0
1058,28079,0.0,0.0,0.0,0.0,1.0
1059,28081,0.0,-1.0,1.0,0.0,-1.0
1060,28083,-2.0,-1.0,0.0,0.0,-3.0
1061,28085,0.0,0.0,0.0,0.0,-1.0
1062,28087,0.0,0.0,0.0,1.0,1.0
1063,28089,-1.0,0.0,0.0,0.0,-3.0
1064,28091,0.0,0.0,-1.0,0.0,-1.0
1065,28093,0.0,0.0,0.0,0.0,0.0
1066,28095,0.0,-1.0,0.0,0.0,-1.0
1067,28097,0.0,0.0,0.0,0.0,0.0
1068,28099,0.0,0.0,0.0,0.0,0.0
1069,28101,0.0,0.0,0.0,0.0,-1.0
1070,28103,0.0,0.0,0.0,0.0,1.0
1071,28105,0.0,0.0,0.0,0.0,1.0
1072,28107,0.0,0.0,0.0,0.0,1.0
1073,28109,-1.0,0.0,0.0,1.0,0.0
1074,28111,0.0,0.0,0.0,0.0,0.0
1075,28113,-1.0,0.0,0.0,0.0,-1.0
1076,28115,0.0,0.0,0.0,0.0,0.0
1077,28117,0.0,-1.0,-1.0,0.0,-2.0
1078,28121,-1.0,0.0,0.0,-1.0,-1.0
1079,28123,0.0,0.0,0.0,0.0,0.0
