CRASH_ID,REPORT_STATE,REPORT_DATE,REPORT_SEQ_NO,LOCATION,CITY_CODE,CITY,STATE,COUNTY_CODE,CARGO_BODY_TYPE_ID,VEHICLE_IDENTIFICATION_NUMBER,VEHICLE_LICENSE_NUMBER,VEHICLE_CONFIGURATION_ID,VEHICLES_IN_ACCIDENT,FATALITIES,INJURIES,CRASH_EVENT_SEQ_ID_DESC
16303,SD,19960110,1,I29,,RURAL,SD,99.0,3.0,1XP9DB9XX6P202531,PM7606,9.0,3.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
16304,SD,19960110,1,I29,,RURAL,SD,99.0,98.0,2FUYDXYBXTA567288,PRJ2704,9.0,4.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;3:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
24017,TN,20000124,1,N.W. BROAD STREET,0.0,MURFREESBORO,TN,149.0,3.0,1HSCAAHN33Y365339,5680HV,7.0,3.0,0,2,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
24018,TN,20000124,1,N.W. BROAD STREET,0.0,MURFREESBORO,TN,149.0,3.0,1HSCAAHN337J05339,5080HV,7.0,3.0,0,2,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
202074,WA,19960203,1,I90 5 MILES NORTH/NORTH BEND,,NORTH BEND,WA,33.0,3.0,1FUYDMDB7TP592740,067972,7.0,3.0,0,2,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT;3:1:NONCOLLISION:RAN OFF ROAD
202075,WA,19960203,1,I90 5 MILES NORTH/NORTH BEND,,NORTH BEND,WA,33.0,3.0,1FUYDMDB7TP592740,06797Z,7.0,2.0,0,1,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT;3:1:NONCOLLISION:RAN OFF ROAD
202076,WA,19960203,1,I90 5 MILES EAST/NORTH BEND,,NORTH BEND,WA,33.0,3.0,1FUYDMDB7TP592740,06797Z,7.0,2.0,0,0,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT;3:1:NONCOLLISION:RAN OFF ROAD
225804,WI,19970122,1,HWY 043,14.0,NEWTON,WI,71.0,3.0,1HSRKXZR5KH690769,T72940,9.0,3.0,1,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;3:3:NONCOLLISION:OVERTURN (ROLLOVER);2:12:COLLISION INVOLVING PEDESTRIAN
226081,WI,19970122,1,HWY 043,14.0,NEWTON,WI,71.0,7.0,1HSRKXZRSKH690769,72940,5.0,3.0,0,2,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
239245,WI,20001213,1,N 65 ST,57.0,MILWAUKEE,WI,79.0,2.0,1HVBBNEP4MH317898,43829SB,4.0,3.0,0,0,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
239257,WI,20001213,1,N PORT WASHINGTON,57.0,MILWAUKEE,WI,79.0,,4170,T16458,9.0,5.0,0,2,3:18:COLLISION INVOLVING FIXED OBJECT;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
241251,WV,19980420,1,I-77,,MAHAN,WV,0.0,5.0,1FUYSSZB0WL935936,051 261,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
241252,WV,19980420,2,I-77,,MAHAN,WV,0.0,3.0,1FUYDCXB7SP559838,X428 HY,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:18:COLLISION INVOLVING FIXED OBJECT
242867,WV,19990413,1,FRAZIERS BOTTOM TRUCK STOP,,WINFIELD,WV,0.0,9.0,1FUYDSEB5RH583976,P4W 71Y,5.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
242954,WV,19990413,1,FRAZIERS BOTTOM TRUCK STOP,,WINFIELD,WV,0.0,3.0,1FUYSSEB1XLA47321,1PR 364,7.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
246751,WY,20010505,1,I80 MP 267.19,,ELK MOUNTAIN,WY,7.0,3.0,2HSCEAER01C083994,PP9525,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
246752,WY,20010505,2,I80 MP 267.19,,ELK MOUNTAIN,WY,7.0,3.0,1M1AE06Y61W008962,1JK692,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
248291,WY,19930419,1,I-80 MP 252.1,,ELK MOUNTAIN,WY,7.0,3.0,2HSFHX6R0LC033523,P83467,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
248292,WY,19930419,2,I-80 MP 252.1,,ELK MOUNTAIN,WY,7.0,3.0,1XP5DB9X4LN288052,49684,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
248660,WY,19951031,1,SHERIDAN PORT OF ENTRY LOT,,SHERIDAN,WY,33.0,3.0,2XKADR9XOPM930026,209PXW,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
248661,WY,19951031,2,SHERIDAN PORT OF ENTRY LOT,,SHERIDAN,WY,33.0,5.0,1XKDDB9X5RS934159,306868,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
248777,WY,19960130,1,I-25 MP 6.35,,CHEYENNE,WY,21.0,3.0,1FUYDRYB9KP357875,6AB320,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
248778,WY,19960130,2,I-25 MP 6.35,,CHEYENNE,WY,21.0,5.0,1XKDDB9XOPJ592705,2110,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
248966,WY,19961231,1,I25 MP 15.4,,CHEYENNE,WY,21.0,4.0,1X9D29X4GP198321,1COM12,10.0,2.0,0,0,2:1:NONCOLLISION:RAN OFF ROAD;1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
248967,WY,19961231,2,I25 MP 15.4,,CHEYENNE,WY,21.0,4.0,1GDK7D1B5FV518270,1791,5.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
249031,WY,19970113,1,I80 MP 354.40,,CHEYENNE,WY,21.0,3.0,1XP5DR9X8PN334013,LJ6949,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
249032,WY,19970113,2,I80 MP 354.40,,CHEYENNE,WY,21.0,3.0,2HSFHCCR6PC065654,PRG3246,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
249054,WY,19971214,2,1855 W CURTIS,,LARAMIE,WY,1.0,3.0,,PM3395,9.0,4.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
249055,WY,19971214,3,1855 W CURTIS,,LARAMIE,WY,1.0,3.0,1XKAD29X6TR726356,1JI946,9.0,4.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
249059,WY,19980515,1,RIP GRIFFIN'S FUEL ISLAND,,RAWLINS,WY,7.0,8.0,1GDHV34NXJJ501156,1674,10.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
249060,WY,19980515,2,RIP GRIFFINS FUEL ISLAND,,RAWLINS,WY,7.0,3.0,4V1WDBJF2KN609174,R78824,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
249312,WY,19981208,1,I80 MP 68,,LITTLE AMERICA,WY,37.0,3.0,1FUYDDYB8TP686362,057689,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:6:NONCOLLISION:EXPLOSION OR FIRE
249313,WY,19981208,2,I80 MP 68,,LITTLE AMERICA,WY,37.0,3.0,1FUYSSEB8XPA09142,PC36994,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:6:NONCOLLISION:EXPLOSION OR FIRE
256201,KY,19990714,1,US 60,,MOREHEAD,KY,205.0,6.0,DM68656545,9MG021,6.0,3.0,0,1,3:18:COLLISION INVOLVING FIXED OBJECT;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
256202,KY,19990714,2,US 60,,MOREHEAD,KY,205.0,3.0,1HTAA19B0BHB24226,FC3263,7.0,3.0,0,1,3:18:COLLISION INVOLVING FIXED OBJECT;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
280426,AZ,20010627,2,I 017196A,,PHOENIX,AZ,13.0,98.0,1FVW7CYN0HH404528,X12207,9.0,3.0,0,3,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
280428,AZ,20010627,3,I 017196A,,PHOENIX,AZ,13.0,98.0,1HSRDEZR9EHBZ1471,3TZ034,9.0,3.0,0,3,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
288103,CT,20010819,1,I-84 X43 ON RAMP,155.0,WEST HARTFORD,CT,3.0,98.0,DF227JGB21576,J42835,5.0,3.0,0,2,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
288104,CT,20010819,2,I-84 X43 ON RAMP,155.0,WEST HARTFORD,CT,3.0,98.0,DF227JGB21524,J44781,5.0,3.0,0,2,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
291461,CA,20010416,1,RT 101/RT 116,,COTATI,CA,0.0,3.0,,,8.0,2.0,0,0,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT;3:1:NONCOLLISION:RAN OFF ROAD;4:18:COLLISION INVOLVING FIXED OBJECT
291462,CA,20010416,2,RT 101/RT 116,,COTATI,CA,0.0,8.0,,,7.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
309201,NC,20010524,1,200 DISTRIBUTION DR,,GREENSBORO,NC,81.0,3.0,1XP5DB4X91D528697,43747,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
309202,NC,20010524,2,200 DISTRIBUTION DR,,GREENSBORO,NC,81.0,3.0,1FUYSSEB1XPF36147,3047,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
319347,NC,20011218,1,WILCO TRAVEL PLAZA,,TROUTMAN,NC,97.0,3.0,2HSFHASR3TC016444,P6088L,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
319348,NC,20011218,2,WILCO TRAVEL PLAZA,,TROUTMAN,NC,97.0,3.0,1FUYSSEB3WP889095,10949,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
328867,CO,20011217,1,198 E MAIN ST,1500.0,LIMON,CO,73.0,3.0,2HSFMAMRTTC061721,11659HY,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
329253,CO,20011217,2,198 E MAIN ST,1500.0,LIMON,CO,73.0,3.0,1FUJBBCG5LG27728,,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
330960,NJ,20010213,1,RT 287,1415.0,Kinnelon Boro,NJ,27.0,3.0,1HSHCAHR3VH486371,LD3360,7.0,2.0,0,2,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
330968,NJ,20010213,2,RT 287,1415.0,Kinnelon Boro,NJ,27.0,3.0,1FUYSDYB5XLA00168,PP5231,7.0,2.0,0,2,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
333061,IN,20010831,1,I-64 134' E OF SR-68,,POSEYVILLE,IN,129.0,4.0,1M1AA18Y3TW060213,A8083C,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
333062,IN,20010831,2,I-64 134' E OF SR-68,,POSEYVILLE,IN,129.0,3.0,1M1AA13Y1VW070698,41737,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:3:NONCOLLISION:OVERTURN (ROLLOVER)
344192,MO,20020130,1,IS 29,0.0,NON-CITY OR UNINCORPORATE,MO,87.0,3.0,1FUJAZAS81LA40702,44477,7.0,2.0,0,0,1:98:OTHER:OTHER;4:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;3:18:COLLISION INVOLVING FIXED OBJECT;2:98:OTHER:OTHER
344193,MO,20020130,2,IS 29,0.0,NON-CITY OR UNINCORPORATE,MO,87.0,3.0,1M1AE07Y71W007172,38288,7.0,2.0,0,0,1:98:OTHER:OTHER;4:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:98:OTHER:OTHER;3:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
351498,MO,20020410,1,IS 55,0.0,NON-CITY OR UNINCORPORATE,MO,143.0,3.0,4VG7DARF2XN766526,LE3841,10.0,2.0,0,1,1:98:OTHER:OTHER;2:1:NONCOLLISION:RAN OFF ROAD;4:6:NONCOLLISION:EXPLOSION OR FIRE;3:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
351864,MO,20020410,2,IS 55,0.0,NON-CITY OR UNINCORPORATE,MO,143.0,98.0,2HSFBACR9LC037122,D313621,7.0,2.0,0,1,1:98:OTHER:OTHER;4:6:NONCOLLISION:EXPLOSION OR FIRE;2:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT;3:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
356541,OR,20020510,1,.25 S EXIT 235,1000.0,ALBANY,OR,43.0,3.0,1HSZBJSR0EHA48717,YCBP119,9.0,4.0,0,0,2:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT;3:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:2:NONCOLLISION:JACKKNIFE
356542,OR,20020510,2,.25 S EXIT 235,1000.0,ALBANY,OR,43.0,4.0,1HSRDJYR4GHB15369,YACC328,9.0,4.0,0,0,1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT;2:2:NONCOLLISION:JACKKNIFE;3:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
361019,NJ,20010907,1,RT 295,304.0,Bordentown Twp,NJ,5.0,98.0,1FTYA90W8TUA11946,AC936W,7.0,3.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
361020,NJ,20010907,2,RT 295,304.0,Bordentown Twp,NJ,5.0,98.0,1FTYA90W6TUA11942,AC139T,7.0,3.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
365245,NJ,20010609,1,RT 95,1202.0,Cranbury Twp,NJ,23.0,3.0,1FUY57DBX1LGS6784,IVA646,9.0,3.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
365513,NJ,20010609,2,RT 95,1202.0,Cranbury Twp,NJ,23.0,3.0,,74119,9.0,3.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
365519,NJ,20010609,3,RT 95,1202.0,Cranbury Twp,NJ,23.0,3.0,1XKDDT9K54J863070,AA600V,9.0,3.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;3:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
365848,NJ,20011031,1,RT 78,1024.0,Tewksbury Twp,NJ,19.0,3.0,1FV6H0AC0Y11G4066,YD114827,5.0,2.0,0,2,2:1:NONCOLLISION:RAN OFF ROAD;1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
365849,NJ,20011031,2,RT 78,1024.0,Tewksbury Twp,NJ,19.0,3.0,1FUYDZYB3VL812506,176054,7.0,2.0,0,2,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
366499,NJ,20011203,1,RT 173,1003.0,Bloomsbury Boro,NJ,19.0,3.0,1FUYSSEB0FLF42904,ITF516,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
366515,NJ,20011203,2,RT 173,1003.0,Bloomsbury Boro,NJ,19.0,5.0,4V4WDBRMDVN734338,P215660,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
366512,NJ,20011130,1,WILSON AVENUE,714.0,Newark City,NJ,13.0,98.0,1HTSCAAM3XH680207,X4163N,5.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
366528,NJ,20011130,1,BERGEN STREET,714.0,Newark City,NJ,13.0,2.0,YV31MEK16FA01564,OXW7162,4.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
366892,NJ,20010807,1,CR 508,706.0,Essex Fell Boro,NJ,13.0,2.0,4R?MNT?A2YRB34839,OXX-3630,4.0,2.0,0,4,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
367490,NJ,20010807,2,CR 508,706.0,Essex Fell Boro,NJ,13.0,4.0,1H5RDABR3HH513860,AC4366,7.0,2.0,0,4,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
380071,NC,20020506,1,TA TRUCK STOP PARKING,,ASHEVILLE,NC,21.0,3.0,1FUJA6CG92LK18638,151887,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
380072,NC,20020506,2,TA TRUCK STOP PARKING,,ASHEVILLE,NC,21.0,3.0,1FUYSXYB3XLA76263,,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
380533,NC,20020502,1,PILOT,,MEBANE,NC,1.0,8.0,1FUP2SYBXKH344538,LC2979,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
380539,NC,20020502,2,PILOT,,MEBANE,NC,1.0,3.0,1XP5D69X91D566521,,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
414941,AR,19960307,1,I-40,,HAZEN,AR,117.0,5.0,179406S,J1296T,7.0,2.0,1,0,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:1:NONCOLLISION:RAN OFF ROAD
414942,AR,19960307,2,I-40,,HAZEN,AR,117.0,3.0,1HTSCAAMXSH673473,0386HK,5.0,2.0,1,0,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:1:NONCOLLISION:RAN OFF ROAD
474203,CA,20000512,1,HOLLYWOOD BL/GOWER,,LOS ANGELES,CA,0.0,2.0,,,4.0,2.0,0,0,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
474269,CA,20000512,1,WESTERN AV/254,,LOS ANGELES,CA,0.0,3.0,,,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
487963,CO,19960531,1,SHERIDAN & KENTUCKY,600.0,DENVER,CO,31.0,3.0,1NKALR9X6SJ649197,6AV889,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
487965,CO,19960531,1,600 BLK 15TH ST & CALIFORNIA,600.0,DENVER,CO,31.0,2.0,1N9TA12A5HL013620,8G5290,4.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
492535,CO,20001009,1,12151 W 44TH AVE,2555.0,WHEAT RIDGE,CO,59.0,3.0,1UYVS2530XU716528,7136CY,9.0,3.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
492537,CO,20001009,3,12151 W 44TH AVE,2555.0,WHEAT RIDGE,CO,59.0,3.0,1ALSD0289VS970181,HR05811,9.0,3.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
492719,CO,19980516,1,2000 BLK S BROADWAY & E EVANS,600.0,DENVER,CO,31.0,2.0,1GF5ACLK6ND103556,8G7041,4.0,2.0,0,1,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
492720,CO,19980516,2,2000 BLK S BROADWAY & E EVANS,600.0,DENVER,CO,31.0,2.0,1N9TA12A1GL013502,8G5068,4.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
492877,CO,19991202,2,1800 E HARMONY RD,860.0,FORT COLLINS,CO,69.0,3.0,1HTSDNUPXNH405828,3150,5.0,3.0,0,3,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
492879,CO,19991202,3,1800 E HARMONY RD,860.0,FORT COLLINS,CO,69.0,3.0,2HSFBASRXVC032967,P15590,9.0,3.0,0,3,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
494327,CO,20010716,1,NB H 287 AT W MIDWAY BLVD,253.0,BROOMFIELD,CO,13.0,4.0,1XP5DB9X0KD269535,ITZ455,7.0,2.0,0,2,4:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT;1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;3:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
494328,CO,20010716,2,NB HWY 287 AT W MIDWAY BLVD,253.0,BROOMFIELD,CO,13.0,9.0,4VMDCMHE5WN760053,80571AA,6.0,2.0,0,2,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
499008,CT,19980824,1,429 OLD GATE LANE PRIVATE LOT,84.0,MILFORD,CT,9.0,3.0,2HSFMAMR1VC028037,1M1647,7.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
499076,CT,19980824,1,429 OLD GATE LANE PRIVATE LOT,84.0,MILFORD,CT,9.0,3.0,1FUY0CYB5SH627899,27515,7.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
499022,CT,19990527,1,BARNES AVE AT KENNY DR,93.0,NEW HAVEN,CT,9.0,3.0,1HTSCAAM4TH273863,F5803,5.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
499079,CT,19990527,1,BARNES AVE AT KENNY DR,93.0,NEW HAVEN,CT,9.0,2.0,1HVBBABN1SH638399,71S04,4.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
500990,CT,19970605,1,I-95 SOUTHBOUND,76.0,MADISON,CT,9.0,3.0,1FUYDZYB0TF614843,P43589,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
501025,CT,19970605,1,I-95 SOUTHBOUND,76.0,MADISON,CT,9.0,3.0,2H0FFAAB91C035482,P244787,9.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
502849,CT,19980720,1,I-95 WESTBOUND,57.0,GREENWICH,CT,1.0,3.0,1HSHCACR1PH503593,PP4837,9.0,3.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
503002,CT,19980720,1,I-95 WESTBOUND,57.0,GREENWICH,CT,1.0,3.0,1M2AA06Y1LW007812,907795,9.0,3.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
504851,CT,19961015,1,I-91 SOUTHBOUND,148.0,WALLINGFORD,CT,9.0,3.0,,28610,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
504866,CT,19961015,1,I-91 SOUTHBOUND,148.0,WALLINGFORD,CT,9.0,3.0,1M1AR01X0GM002758,P155880,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:2:NONCOLLISION:JACKKNIFE
506466,CT,19960217,1,1875 MERIDEN WATERBURY RD,131.0,SOUTHINGTON,CT,3.0,3.0,4V1WDBDFXPN663244,P13164,7.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
506530,CT,19960217,1,1875 MERIDEN WATERBURY RD,131.0,SOUTHINGTON,CT,3.0,3.0,1HSRKBXRTMH327284,P108024,7.0,2.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
508530,DE,20000822,1,RT 4 E/B,,WILMINGTON,DE,3.0,3.0,1HTSCAAM8XH662026,ZM96862,5.0,3.0,0,1,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
508531,DE,20000822,2,RT 4,,WILMINGTON,DE,3.0,3.0,2CFHL525OH1601018,YV29448,7.0,3.0,0,1,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
522849,FL,20000310,1,SR 33,,COUNTY,FL,105.0,98.0,1FTYS95B1VVA01602,P6E82Y,8.0,3.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
522850,FL,20000310,1,SR 33,,COUNTY,FL,105.0,98.0,2HSCAALN6YC039369,P4P812,8.0,3.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
565413,IA,19961211,1,I-35  214 EXIT RAMP,,NORTHWOOD,IA,195.0,5.0,2XKWDB9X0LM555648,,9.0,2.0,0,1,3:18:COLLISION INVOLVING FIXED OBJECT;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:1:NONCOLLISION:RAN OFF ROAD
565442,IA,19961211,1,INTERSTATE 35 AND HWY 105 JCT,,NORTHWOOD,IA,195.0,3.0,2FUYDSYB5VA608139,,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
572796,ID,19980210,1,I15H,75970.0,SPENCER,ID,33.0,3.0,1FUYDZYB4SH789476,AB22936,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
572798,ID,19980210,1,I15H,75970.0,SPENCER,ID,33.0,3.0,1FUYDZYB4SH789476,AB22936,9.0,2.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
575386,ID,19990409,1,I84H,11260.0,BURLEY,ID,31.0,6.0,1FUYDSEB4XDA43557,LD99HY,9.0,4.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
575387,ID,19990409,1,I84H,11260.0,BURLEY,ID,31.0,6.0,1XP5DR9X5TN413438,RL1108,9.0,4.0,0,1,1:98:OTHER;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
596921,IL,19940209,1,200 WEST BROADWAY,,ALTON,IL,119.0,2.0,,,9.0,3.0,0,1,2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;1:13:COLLISION INVOLVING MOTOR VEHICLE IN TRANSPORT
596922,IL,19940209,2,200 W BROADWAY,,ALTON,IL,119.0,2.0,,,7.0,3.0,0,1,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
616469,IN,20000205,1,4607 SOUTH HARDING,,INDIANAPOLIS,IN,97.0,3.0,2HSFMAXRXWC046274,PRK2711,9.0,4.0,0,0,1:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;4:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;2:14:COLLISION INVOLVING PARKED MOTOR VEHICLE;3:14:COLLISION INVOLVING PARKED MOTOR VEHICLE
